,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_0,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous
0,123.740982,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4859966194529078,0.5042455487707224,30.95429307270134,15.88418013770082,992.4914998151733,33.45743078399101,-6.963471378625901,-28.92305535485156,-0.0007823855140475,0.0289474449335066,0.9995806287162278,4.108588218688965,-30.31536045551362,-5.177519724968866,-30.3267358417221,0.0581218242014435,0.0139876885039481,0.9982114996942346,4.309969425201416,1.571035164238694,-6.070495551797383,-29.62489559828683,0.028669719343698,0.0214675667187273,0.9988960642052312,4.20927882194519,1.6911166892378118,True,0.0,imu,-0.0580208216,-9.483712644000002,2.7114266424,0.620691,1.62197946,-2.46456842,74.878954,-8.123922000000006,9.625392,False,0.9993098108097073,-0.03714703244496284,1284.3442846811304,-10.514275028550246,0.48484000000000005
1,123.743331,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4859966194529078,0.5042455487707224,30.95429307270134,15.88418013770082,992.4914998151733,33.45743078399101,-6.963471378625901,-28.92305535485156,-0.0007823855140475,0.0289474449335066,0.9995806287162278,4.108588218688965,-30.31536045551362,-5.177519724968866,-30.3267358417221,0.0581218242014435,0.0139876885039481,0.9982114996942346,4.309969425201416,1.571035164238694,-6.070495551797383,-29.62489559828683,0.028669719343698,0.0214675667187273,0.9988960642052312,4.20927882194519,1.6911166892378118,True,0.0,imu,-0.1050528461021161,-9.551345214281548,2.6342749938395333,0.7320892493156811,2.878063794826796,-2.053053796191456,74.878954,-8.123922000000006,9.625392,False,0.9993098108097073,-0.03714703244496284,1284.3442846811304,-10.514275028550246,0.48484000000000005
2,123.74946,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4775821337586989,0.5085499037717933,31.08683578192319,14.825871948962924,987.0006996073824,33.62445907114981,-7.0103812819658415,-28.86765512799527,0.0146327223220614,0.0235093358536556,1.0040036170654405,4.128873041156893,-30.16999393723273,-5.213820184502586,-30.235854693282047,0.0722105850107744,0.0097509803309704,1.0006343522566974,4.301875461848753,1.6340401016646673,-6.107915525898889,-29.57781511095216,0.034296584735635,0.0176724639432103,1.0003690192732593,4.209417213243548,1.547398912079771,True,-0.104164638892,imu,-0.05981528,-9.465169907200002,2.6892949888,0.76275229,1.47991817,-2.2253073,74.878954,-8.123922000000006,9.625392,False,0.9986609480398678,-0.05173307317482959,1284.3442846811304,-10.514275028550246,0.48484000000000005
3,123.757937,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4779809554827021,0.5083647800911877,31.46817807754855,14.169884921527524,980.0383764880434,33.61633564022058,-7.005353952937663,-28.872521494424344,0.013929169081511,0.0239016455078841,1.0037206904578737,4.129651079526512,-30.177546789228685,-5.210673648202686,-30.242225460109957,0.0715695314383719,0.0097917277605136,1.0004693691585087,4.3030888323734855,1.6314668249610995,-6.104529316313907,-29.581538603917515,0.0341316926086723,0.0178206489782698,1.0002699076944863,4.210481073205482,1.2875832075541598,True,-0.0918528933624619,imu,-0.0741709472,-9.456197615200002,2.6719485576,1.10669015,1.45748744,-2.14306129,74.878954,-8.123922000000006,9.625392,False,0.9986948741696381,-0.0510739493997742,1284.3442846811304,-10.514275028550246,0.48484000000000005
4,123.763423,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.485534583294343,0.505028355945967,31.38554539934582,14.70649167281157,976.1088785900974,33.46489083948057,-6.967253909424318,-28.91987906610633,-0.000576520871302,0.0278345428447139,0.99961237779867,4.11009407043457,-30.30867807374457,-5.176985108062619,-30.33208317423728,0.059686769754813,0.0134622246474223,0.9981263737742724,4.320184230804443,1.5745707735533463,-6.071307530270426,-29.62543835922932,0.0291124218927267,0.0210579752323977,0.9988827199958512,4.212208986282349,1.6911166892378118,True,0.0,imu,-0.1032951227761696,-9.55079461184318,2.636623524326456,1.2992892005620642,2.1994968623017432,-2.1790619611687454,74.878954,-8.123922000000006,9.625392,False,0.9992764902990344,-0.03803282707929857,1284.3442846811304,-10.514275028550246,0.48484000000000005
5,123.766415,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4783646720879079,0.508182368697272,31.79179810028706,14.148282386565215,973.789947898265,33.60851706466901,-7.000412168846996,-28.87728622066784,0.0132538439642483,0.0242852012979082,1.0034455204985158,4.130429250176357,-30.18480325771866,-5.2075630511110615,-30.24844025733808,0.070954014925633,0.0098343387254512,1.0003084136931883,4.304317071761976,1.6290474567135966,-6.101184282611586,-29.585186439932997,0.0339796279468163,0.0179671555764882,1.0001732228565654,4.211549640567663,1.2155042671517209,True,-0.0801654650625926,imu,-0.1082656568,-9.4400474896,2.6516113624,1.52539711,1.39767216,-2.24773803,74.878954,-8.123922000000006,9.625392,False,0.9987270437528193,-0.05044097616773609,1284.3442846811304,-10.514275028550246,0.48484000000000005
6,123.774892,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4787334555399192,0.5080026851465129,32.07872423997281,14.367482603702472,968.6032650573648,33.60099996919232,-6.995556058424939,-28.88194955619428,0.0126064078577546,0.0246600345127773,1.0031780512196435,4.131207535371647,-30.19176683762788,-5.204488703260536,-30.254500022253215,0.0703637317343129,0.0098787572740343,1.0001514641524971,4.305559631684526,1.6267796813978612,-6.097880787229873,-29.588758811561892,0.0338401752593494,0.0181119606184857,1.0000789514965036,4.212622667186736,1.2889668936041794,True,-0.0690875414581701,imu,-0.1058730456,-9.444832712,2.6504150568,1.99644244,1.38271834,-2.14306129,74.878954,-8.123922000000006,9.625392,False,0.9987575207763505,-0.0498338709381238,1284.3442846811304,-10.514275028550246,0.48484000000000005
7,123.783405,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4850504171870576,0.5056379659934308,31.98803961044544,13.82386775276293,964.4304248669068,33.47252987294149,-6.969855298975381,-28.91741759650536,-7.681823908220474e-05,0.0270756960099975,0.999633383188323,4.113160133361816,-30.30309757419059,-5.176160597328598,-30.33758959735808,0.0610736556694281,0.0129331610863693,0.9980494686775232,4.33012580871582,1.5779525654940478,-6.071874336230947,-29.626126771796788,0.0295744208335421,0.0207067930043262,0.9988689553082084,4.215353647867839,1.636399545876452,True,0.0,imu,-0.1016507305573511,-9.550300830032487,2.6388258133844427,1.7068739189599125,1.6184357029414964,-2.297076736432131,74.878954,-8.123922000000006,9.625392,False,0.9992401279252779,-0.038976489629959435,1284.3442846811304,-10.514275028550246,0.48484000000000005
8,123.783555,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4790952208079218,0.5078218263958405,32.35267050038164,14.572951247100177,964.9686222637044,33.59362305714323,-6.990680230491973,-28.886612466855016,0.011972981650154,0.0250342535574663,1.0029125104669616,4.132003280346625,-30.19858688199763,-5.201383529869126,-30.26053582337553,0.0697860271976855,0.0099259758638626,0.999995128153395,4.306844132182271,1.6246154867071847,-6.094546870429246,-29.59233313767184,0.0337104144991778,0.0182582149069555,0.9999850559908304,4.21372397792834,1.4753840440825308,True,-0.0583767993892106,imu,-0.116639796,-9.454403156800002,2.638452000800001,2.28804193,1.3528107,-2.24773803,74.878954,-8.123922000000006,9.625392,False,0.9987869930075409,-0.04923964458598785,1284.3442846811304,-10.514275028550246,0.48484000000000005
9,123.792032,11.0269,0.0106397,1285.84,-10.0016,-0.00138476,-0.590242,0.48484,977.876,0.000404534,-0.590128,-175.99,0.0442049,-0.00138476,1.54488,0.00147143,-0.00377103,3.52014,0.000199852,11.0263,0.0100167,3.52036,0.48484,1.05585,0.00357023,0.0,0.35865,0.09,-6.0,5.0,0.880804,-0.236168,0.0,1295.92,32.7563,0.0,0.0,0.0,0.0,4.31624,-3.06929e-12,4.31624,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,13.705211481768671,gaze,0.4794346956075128,0.50764753091127,32.6169721524985,14.609601478846525,963.5269395552714,33.586697883616935,-6.985993015893547,-28.89107609963793,0.0113802673292837,0.0253919112544484,1.002660179901966,4.13278247806632,-30.204975733491576,-5.198380443698,-30.26629088181788,0.0692452599795303,0.0099739212911387,0.9998460591910504,4.308115155140964,1.6226449223862216,-6.091325263552453,-29.595756988467844,0.0335956667530389,0.0183996499054195,0.999895532193567,4.2148062830712085,1.7331676797950155,True,-0.0484758340887135,imu,-0.1160416432,-9.4908904776,2.6312741672,2.6394567,1.39767216,-2.43466078,74.878954,-8.123922000000006,9.625392,False,0.9988142613258522,-0.04868337880727012,1284.3442846811304,-10.514275028550246,0.48484000000000005
