ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2
436.54,-9.84658,0.0134434,1900.13,8.16722,4.93653e-05,-0.604896,-179.748,852.614,0.000309644,-0.604779,174.481,0.1,4.93653e-05,0.159652,0.00477457,-0.00388662,3.06922,-0.00141612,-9.84582,0.00890094,3.06941,-179.748,-0.199175,-0.013425,0.0,0.197388,-0.693,24,-1.0,-0.22203,0.0992598,2.19008,1879.04,10.9334,0,0.0,0,0.0,21.7194,-0.197242,21.7194,0,20.7977,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.63157e-09,0.377409,6355.39,697.186,0,-4.44585e-12,0,-4.30476e-17,54.0,-0.0339909,54.0,0,1.4416,1.56762e-06,-0.306435,6828.83,-379.33,0,-4.93491e-09,0,-1.45502e-08,48.5,0.0275965,48.5,0,-1.30323,999.0,999.0,1.0,,3376.5001747184747,2575.8790655730886,19.100967214473858
436.556,-9.87417,0.0308074,1900.11,8.16716,0.000133205,-0.603971,-179.748,861.658,0.000144295,-0.603855,174.912,0.103012,0.000133205,2.87342,0.00829287,-0.0038757,3.10177,-0.00106945,-9.87343,0.0274037,3.10197,-179.748,3.68361,-0.0092673,0.0,0.20068,-0.342,24,-1.0,-0.221999,0.0984824,2.17334,1879.07,11.0225,0,0.0,0,0.0,21.7248,-0.195738,21.7248,0,20.6336,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.00683e-09,0.377409,6355.16,697.204,0,-5.52497e-13,0,-5.42989e-18,54.0,-0.0339942,54.0,0,1.4416,1.55547e-06,-0.306436,6828.73,-379.513,0,-5.82314e-09,0,-1.45566e-08,48.5,0.0275994,48.5,0,-1.30324,999.0,999.0,1.0,,3376.520174698139,2575.8990655590424,19.080967623933468
436.572,-9.94614,0.0510474,1900.1,8.1671,0.000288578,-0.602995,-179.748,870.6,9.59162e-05,-0.602878,176.071,0.107179,0.000288578,4.35888,0.0134363,-0.00386479,3.13396,-0.000658849,-9.94538,0.0489574,3.13416,-179.748,1.39715,-0.00531081,0.0,0.20068,0.0,18,-1.0,-0.221968,0.097705,2.15659,1879.1,11.1115,0,0.0,0,0.0,21.7302,-0.194234,21.7302,0,20.4695,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.38209e-09,0.37741,6354.93,697.222,0,3.34085e-12,0,3.21878e-17,54.0,-0.0339974,54.0,0,1.4416,1.54333e-06,-0.306437,6828.63,-379.695,0,-6.71137e-09,0,-1.45631e-08,48.5,0.0276022,48.5,0,-1.30324,999.0,999.0,1.0,,3376.5301746783207,2575.9090655452515,19.07096752684555
436.588,-9.86752,0.00672187,1900.08,8.16704,0.000508872,-0.601952,-179.748,879.513,0.000553219,-0.601836,174.543,0.110286,0.000508872,-0.636327,0.0163746,-0.00386178,3.16604,-0.000323841,-9.86679,0.00571385,3.16625,-179.748,-1.04846,-0.000949153,0.0,0.197388,0.342,18,-1.0,-0.221936,0.0969188,2.13948,1879.12,11.2035,0,0.0,0,0.0,21.7357,-0.192599,21.7357,0,20.302,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.70177e-09,0.377407,6354.7,697.241,0,5.33908e-12,0,5.16229e-17,54.0,-0.0339805,54.0,0,1.44159,1.53113e-06,-0.306436,6828.53,-379.883,0,-6.52152e-09,0,-1.45698e-08,48.5,0.0275883,48.5,0,-1.30324,999.0,999.0,1.0,,3376.550174657987,2575.929065531208,19.050967937656036
436.604,-9.90733,-0.00577334,1900.07,8.16698,0.00076527,-0.600856,-179.748,888.314,-0.000116471,-0.60074,175.131,0.113836,0.00076527,-1.4538,0.0155433,-0.00385867,3.19772,3.41195e-05,-9.9066,-0.0056659,3.19793,-179.748,-1.78776,0.0044766,0.0,0.20068,0.684,24,-1.0,-0.221904,0.0961299,2.12226,1879.15,11.2965,0,0.0,0,0.0,21.7412,-0.190925,21.7412,0,20.1336,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.00481e-09,0.377403,6354.46,697.26,0,6.7698e-12,0,6.56132e-17,54.0,-0.0339577,54.0,0,1.44157,1.51892e-06,-0.306435,6828.43,-380.072,0,-6.00884e-09,0,-1.45765e-08,48.5,0.0275694,48.5,0,-1.30323,999.0,999.0,1.0,,3376.560174638172,2575.9390655174207,19.040967840958047
436.62,-10.0032,-0.0313228,1900.06,8.16692,0.0010299,-0.599706,-179.748,896.989,0.000219843,-0.59959,176.432,0.117462,0.0010299,-2.88767,0.0163259,-0.00385509,3.22895,0.000472257,-10.0026,-0.0298577,3.22916,-179.748,0.395314,0.00904448,0.0,0.20068,1.026,18,-1.0,-0.221872,0.0953411,2.10504,1879.18,11.3895,0,0.0,0,0.0,21.7467,-0.189251,21.7467,0,19.9651,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.30785e-09,0.3774,6354.22,697.278,0,8.20052e-12,0,7.96034e-17,54.0,-0.0339348,54.0,0,1.44156,1.50671e-06,-0.306434,6828.33,-380.262,0,-5.49615e-09,0,-1.45833e-08,48.5,0.0275505,48.5,0,-1.30323,999.0,999.0,1.0,,3376.570174618358,2575.9490655036343,19.030967744347606
436.636,-9.94316,-0.00995161,1900.04,8.16685,0.0013195,-0.598515,-179.748,905.632,0.000177744,-0.598399,175.688,0.119231,0.0013195,-1.52413,0.0181423,-0.00385057,3.26006,0.000939288,-9.94242,-0.00708413,3.26028,-179.748,0.0338792,0.0136517,0.0,0.203971,1.359,18,-1.0,-0.221839,0.094545,2.08698,1879.21,11.4854,0,0.0,0,0.0,21.7522,-0.187624,21.7522,0,19.7888,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.08912e-09,0.377397,6353.97,697.297,0,8.91169e-12,0,8.6574e-17,54.0,-0.0339334,54.0,0,1.44155,1.49325e-06,-0.306434,6828.22,-380.456,0,-5.84405e-09,0,-1.45902e-08,48.5,0.0275503,48.5,0,-1.30323,999.0,999.0,1.0,,3376.590174594812,2575.9690654873407,19.010968055901298
436.652,-9.95961,-0.0294922,1900.03,8.16678,0.00162195,-0.597296,-179.748,914.18,0.000695653,-0.59718,175.684,0.120847,0.00162195,-3.4828,0.0182731,-0.00384546,3.29083,0.00138536,-9.95896,-0.0252964,3.29105,-179.748,-2.04378,0.0185848,0.0,0.207262,1.683,18,-1.0,-0.221806,0.0937451,2.06847,1879.23,11.5827,0,0.0,0,0.0,21.7578,-0.186021,21.7578,0,19.6083,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7326e-11,0.377395,6353.72,697.316,0,9.22895e-12,0,8.9702e-17,54.0,-0.0339437,54.0,0,1.44154,1.47912e-06,-0.306434,6828.11,-380.653,0,-6.66307e-09,0,-1.45972e-08,48.5,0.0275604,48.5,0,-1.30323,999.0,999.0,1.0,,3376.6001745717854,2575.9790654713033,19.000967858727616
436.668,-9.97904,-0.0289993,1900.01,8.16671,0.00193229,-0.596043,-179.747,922.608,-8.86342e-05,-0.595928,176.02,0.123099,0.00193229,-3.52896,0.0188732,-0.00384024,3.32118,0.00183857,-9.97836,-0.0234715,3.32139,-179.747,-0.553257,0.0236911,0.0,0.217135,1.998,18,-1.0,-0.221773,0.0929451,2.04995,1879.26,11.6801,0,0.0,0,0.0,21.7634,-0.184418,21.7634,0,19.4278,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-2.01446e-09,0.377393,6353.47,697.336,0,9.54621e-12,0,9.28299e-17,54.0,-0.033954,54.0,0,1.44153,1.46498e-06,-0.306434,6828.01,-380.851,0,-7.48208e-09,0,-1.46042e-08,48.5,0.0275704,48.5,0,-1.30323,999.0,999.0,1.0,,3376.6201745482426,2575.9990654550134,18.98096817141056
436.684,-9.97843,-0.0116541,1900.0,8.16664,0.00224706,-0.594754,-179.747,930.976,-0.000136552,-0.594638,175.753,0.125573,0.00224706,-1.9194,0.0185147,-0.00383257,3.3513,0.00228011,-9.97781,-0.00486121,3.35151,-179.747,-0.267563,0.0284818,0.0,0.230299,2.133,6,-1.0,-0.22174,0.0921915,2.03169,1879.29,11.7737,0,0.0,0,0.0,21.7686,-0.182827,21.7686,0,19.2501,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-2.42799e-09,0.377392,6353.23,697.354,0,8.45219e-12,0,8.21252e-17,54.0,-0.0339624,54.0,0,1.44153,1.45287e-06,-0.306433,6827.9,-381.04,0,-8.32824e-09,0,-1.46108e-08,48.5,0.0275788,48.5,0,-1.30322,999.0,999.0,1.0,,3376.630174525219,2576.0090654389805,18.970967974502543
436.7,-9.98978,-0.00052185,1899.98,8.16656,0.00251577,-0.59342,-179.747,939.251,-2.97638e-05,-0.593305,175.937,0.128531,0.00251577,-1.23367,0.0144851,-0.00382268,3.38109,0.00258962,-9.98913,0.00713388,3.38131,-179.747,-0.210624,0.0310311,0.0,0.23359,2.097,-6,-1.0,-0.221706,0.0914632,2.01357,1879.31,11.8651,0,0.0,0,0.0,21.7737,-0.181242,21.7737,0,19.074,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-1.94736e-09,0.377391,6353.0,697.371,0,6.58791e-12,0,6.38708e-17,54.0,-0.0339698,54.0,0,1.44153,1.44186e-06,-0.306432,6827.8,-381.224,0,-9.18921e-09,0,-1.46174e-08,48.5,0.0275862,48.5,0,-1.30322,999.0,999.0,1.0,,3376.650174498465,2576.0290654204414,18.95096818723523
436.716,-10.0358,-0.0178065,1899.97,8.16648,0.00263642,-0.592084,-179.746,947.416,-0.000156719,-0.59197,176.017,0.125628,0.00263642,-1.96581,0.00196768,-0.00380933,3.41049,0.00277016,-10.0353,-0.00965104,3.4107,-179.746,-0.811149,0.0309156,0.0,0.243463,2.007,-6,-1.0,-0.221673,0.090735,1.99544,1879.33,11.9565,0,0.0,0,0.0,21.7788,-0.179657,21.7788,0,18.8978,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-1.46673e-09,0.37739,6352.77,697.389,0,4.72362e-12,0,4.56164e-17,54.0,-0.0339772,54.0,0,1.44152,1.43086e-06,-0.306431,6827.7,-381.408,0,-1.00502e-08,0,-1.46239e-08,48.5,0.0275936,48.5,0,-1.30321,999.0,999.0,1.0,,3376.6601744722298,2576.039065402159,18.940967889482366
436.732,-10.0369,-0.00560452,1899.95,8.1664,0.00264312,-0.590799,-179.746,955.528,0.00104527,-0.590685,176.393,0.124227,0.00264312,-1.86757,-0.00180929,-0.00379714,3.4397,0.00293953,-10.0363,0.00297724,3.4399,-179.746,-1.04574,0.0298097,0.0,0.246754,1.926,-6,-1.0,-0.221639,0.0900034,1.97713,1879.36,12.0495,0,0.0,0,0.0,21.7839,-0.178018,21.7839,0,18.7201,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-8.37464e-10,0.37739,6352.53,697.407,0,4.59885e-12,0,4.44153e-17,54.0,-0.0339792,54.0,0,1.44152,1.41991e-06,-0.306429,6827.6,-381.595,0,-9.74265e-09,0,-1.46305e-08,48.5,0.0275941,48.5,0,-1.30321,999.0,999.0,1.0,,3376.6801744454806,2576.059065383626,18.920968103138982
436.748,-9.96737,-0.0182321,1899.94,8.16632,0.00256453,-0.589499,-179.745,963.559,0.000146723,-0.589385,175.2,0.126059,0.00256453,-1.05326,-0.00767621,-0.00378643,3.46861,0.00291548,-9.96676,-0.00984999,3.46881,-179.745,0.10376,0.0286919,0.0,0.256627,1.845,-6,-1.0,-0.221605,0.0892674,1.95858,1879.38,12.1445,0,0.0,0,0.0,21.789,-0.176308,21.789,0,18.5401,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,-1.44754e-11,0.377392,6352.29,697.425,0,6.74118e-12,0,6.54398e-17,54.0,-0.0339743,54.0,0,1.44153,1.40904e-06,-0.306428,6827.5,-381.786,0,-7.91221e-09,0,-1.46373e-08,48.5,0.0275855,48.5,0,-1.3032,999.0,999.0,1.0,,3376.6901744192496,2576.069065365349,18.910967805546154
436.764,-9.98428,-0.0369843,1899.92,8.16623,0.00241009,-0.588159,-179.745,971.475,0.000475146,-0.588045,175.92,0.129271,0.00241009,-3.3937,-0.0140517,-0.00377654,3.49711,0.0029528,-9.98355,-0.0285496,3.49731,-179.745,-1.66868,0.0271855,0.0,0.269792,1.791,-6,-1.0,-0.22157,0.0885315,1.94003,1879.4,12.2395,0,0.0,0,0.0,21.7942,-0.174599,21.7942,0,18.3601,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.08514e-10,0.377393,6352.05,697.443,0,8.88351e-12,0,8.64643e-17,54.0,-0.0339694,54.0,0,1.44154,1.39817e-06,-0.306427,6827.39,-381.976,0,-6.08177e-09,0,-1.46441e-08,48.5,0.027577,48.5,0,-1.3032,999.0,999.0,1.0,,3376.7101743892904,2576.0890653445686,18.89096791889986
436.78,-10.0375,0.0186494,1899.91,8.16615,0.00220731,-0.586765,-179.744,979.292,4.68496e-05,-0.586651,176.456,0.132999,0.00220731,2.28864,-0.0110781,-0.0037672,3.52525,0.00308476,-10.0368,0.0274364,3.52545,-179.744,2.3191,0.0276995,0.0,0.273083,1.773,0,-1.0,-0.221535,0.0878083,1.92165,1879.43,12.3338,0,0.0,0,0.0,21.7992,-0.172923,21.7992,0,18.182,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.24966e-09,0.377393,6351.81,697.46,0,1.03869e-11,0,1.01247e-16,54.0,-0.0339666,54.0,0,1.44154,1.3871e-06,-0.306426,6827.29,-382.165,0,-4.18276e-09,0,-1.46508e-08,48.5,0.0275717,48.5,0,-1.30319,999.0,999.0,1.0,,3376.7201743630644,2576.0990653262975,18.880967621456907
436.796,-10.005,-0.0173871,1899.89,8.16607,0.00199614,-0.585294,-179.744,987.06,0.000715462,-0.585181,175.858,0.138162,0.00199614,-0.989827,-0.0137433,-0.0037585,3.55321,0.00304942,-10.0044,-0.00879746,3.55342,-179.744,-0.0910473,0.0258362,0.0,0.286247,1.773,0,-1.0,-0.2215,0.0871108,1.90363,1879.45,12.4266,0,0.0,0,0.0,21.8041,-0.171314,21.8041,0,18.0075,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.28e-10,0.377391,6351.58,697.477,0,1.0614e-11,0,1.0356e-16,54.0,-0.0339683,54.0,0,1.44153,1.37562e-06,-0.306427,6827.19,-382.351,0,-2.14678e-09,0,-1.46574e-08,48.5,0.0275731,48.5,0,-1.3032,999.0,999.0,1.0,,3376.7401743363234,2576.1190653077747,18.86096783690871
