ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0
194.752,10.9161,-0.0189374,5298.61,7.45504,8.07272e-05,-0.501014,-179.948,1294.56,-0.00015729,-0.500916,-177.268,-0.00563426,8.07272e-05,-1.87713,-0.00100835,-0.00325611,4.66024,0.000527356,10.9157,-0.0201727,4.66043,-179.948,0.56003,0.00569954,0.0,0.408016,0.27,0,-1.0,-0.0409388,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979998,3.73231,5281.34,1.56455,0,0.0,0,0.0,26.4526,-0.335784,26.4526,0,29.0984,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.983182342908883
194.768,10.8736,0.00394927,5298.59,7.45501,7.48263e-05,-0.500431,-179.947,1299.96,0.000103131,-0.500333,-176.418,-0.00917055,7.48263e-05,0.894136,-8.28923e-05,-0.00325239,4.67968,0.000500206,10.8731,0.00278697,4.67986,-179.947,0.0392642,0.00504642,0.0,0.414598,0.261,0,-1.0,-0.040904,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979998,3.77088,5281.42,1.47669,0,0.0,0,0.0,26.509,-0.339231,26.509,0,29.3369,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.963184729908857
194.784,10.8785,0.0129162,5298.57,7.45499,8.91179e-05,-0.499899,-179.947,1305.4,-0.000684499,-0.499801,-176.25,-0.0125829,8.91179e-05,0.870269,0.00135669,-0.00324902,4.69925,0.000529729,10.8781,0.0116898,4.69944,-179.947,-0.735194,0.00506208,0.0,0.417889,0.261,0,-1.0,-0.0408689,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979998,3.80822,5281.5,1.38934,0,0.0,0,0.0,26.5654,-0.342621,26.5654,0,29.5649,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.943187291733224
194.8,10.8951,-0.00949636,5298.55,7.45497,8.49165e-05,-0.499444,-179.947,1310.95,-0.000166293,-0.499347,-176.748,-0.0185668,8.49165e-05,-0.326108,-0.00178337,-0.00324563,4.71924,0.00052202,10.8947,-0.0107016,4.71943,-179.947,0.799087,0.00586623,0.0,0.427762,0.261,0,-1.0,-0.040834,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.84316,5281.58,1.30302,0,0.0,0,0.0,26.6218,-0.345896,26.6218,0,29.7722,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.923189858250627
194.816,10.8769,0.0183986,5298.53,7.45495,6.77196e-05,-0.499085,-179.947,1316.57,-0.000281651,-0.498987,-176.374,-0.0244695,6.77196e-05,1.76179,-0.000719663,-0.00324245,4.73945,0.000541275,10.8765,0.0171564,4.73964,-179.947,-0.146494,0.00492684,0.0,0.434345,0.252,0,-1.0,-0.0407989,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.8781,5281.66,1.21669,0,0.0,0,0.0,26.6783,-0.349172,26.6783,0,29.9796,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.903192429472103
194.832,10.8619,0.000725137,5298.51,7.45493,4.22743e-05,-0.498877,-179.947,1322.27,0.000228589,-0.49878,-176.307,-0.0369455,4.22743e-05,0.676859,-0.00198453,-0.00323699,4.75998,0.000506105,10.8614,-0.000429737,4.76017,-179.947,-0.0018612,0.00498231,0.0,0.440927,0.252,0,-1.0,-0.0407635,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.91282,5281.75,1.13076,0,0.0,0,0.0,26.7347,-0.352377,26.7347,0,30.1847,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.883195005412368
194.848,10.8686,0.00387423,5298.49,7.45491,2.54389e-05,-0.498849,-179.947,1328.06,-7.56921e-05,-0.498752,-176.202,-0.0459427,2.54389e-05,0.723713,-0.000575042,-0.00323397,4.78083,0.000512215,10.8681,0.00270982,4.78102,-179.947,0.325333,0.004496,0.0,0.447509,0.243,0,-1.0,-0.0407279,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.94674,5281.83,1.04631,0,0.0,0,0.0,26.7911,-0.355319,26.7911,0,30.3815,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.863197586082546
194.864,10.8696,0.00886087,5298.46,7.45488,1.70476e-05,-0.498939,-179.947,1333.96,0.000137788,-0.498842,-175.594,-0.0530148,1.70476e-05,0.683496,-0.000326988,-0.00323226,4.80207,0.000522375,10.8693,0.00767852,4.80225,-179.947,-0.375251,0.00453273,0.0,0.447509,0.234,0,-1.0,-0.0406919,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.98065,5281.92,0.961872,0,0.0,0,0.0,26.8474,-0.358261,26.8474,0,30.5783,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.833201465987457
194.88,10.8537,0.0362473,5298.44,7.45486,1.50555e-05,-0.499138,-179.947,1339.96,-0.000163915,-0.499041,-175.393,-0.058762,1.50555e-05,3.52042,0.000581776,-0.00323196,4.82367,0.00050982,10.8533,0.0351002,4.82386,-179.947,0.823119,0.00479502,0.0,0.457382,0.225,0,-1.0,-0.0406558,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.01415,5282.0,0.877568,0,0.0,0,0.0,26.9038,-0.36119,26.9038,0,30.7717,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.813204058541647
194.896,10.8496,0.0319323,5298.42,7.45484,1.01218e-05,-0.499415,-179.947,1346.06,0.000205357,-0.499317,-175.201,-0.0635744,1.01218e-05,3.2539,0.000819395,-0.00323231,4.84561,0.000486349,10.8492,0.0308434,4.8458,-179.947,0.648569,0.00443856,0.0,0.460673,0.216,0,-1.0,-0.0406207,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.04315,5282.09,0.794782,0,0.0,0,0.0,26.9603,-0.363976,26.9603,0,30.9284,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,21.793206655873256
