,Unnamed: 0,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_0,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_4_x,hazard_4_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous,global_collision_flag,time_to_collision_flag
554,554,62.786399,0.0257529795573391,1.698365366402531,7470.546080306084,9.694112192594584,0.9157109024868044,-0.5282428451075768,-177.35100601415832,16956.014817788804,0.0004012241915991,-0.5280131146586969,0.6461660439876036,0.4453316568880407,0.9157109024866588,-9.064706615745326,0.4696672170985604,-0.0076487001108913,61.55667724306068,-0.0607815604517485,0.025251030692742,1.6982159718552463,61.559113245599214,-177.35100601415832,-3.819939533733314,6.166616578987242,0.0,-0.1295659659980315,24.05836375954234,-967462.7643189264,-55.38548362549173,0.2193597705594722,0.0,0.0,387.3810000000005,-2.6553600000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000002,4.726049999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000004,5.219999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.9426513770626086,0.0,0.0,0.0,0.0,5.999995049587804,0.0,5.999995049587804,0.0,0.0,999.2647716128096,3.906038390562293,0.0,-6.042438685036934,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000024,imu,0.026916876,-10.294209688,2.3339922256,-10.83393512,6.751139719999999,-8.54329625,52.45544405926027,-15.571933340536676,25.006912796901283,7454.830000000004,-0.9426513770626086,False,,,7469.032193099731,10.024497613640696,-177.35100601415834,True,0.6430109999999942
555,555,62.794862,0.0286737074916059,1.7223998452854068,7470.404097350002,9.69053198539361,0.930323782625039,-0.5330880268443908,-177.30697232308825,16958.480936728454,0.0004438743383449,-0.5328552990844201,0.6540022255530937,0.459296023523304,0.9303237826248896,-9.267817591740144,0.4648719050951362,-0.0077485913993434,61.57620138128161,-0.0623933053797536,0.028159304967075,1.72224661726079,61.57867279915671,-177.30697232308825,-4.002119848100049,6.256309925199835,0.0,-0.1340789970553469,24.361088276320302,-1069283.7331893991,-59.97018344139329,0.2193568269737167,0.0,0.0,387.3810000000005,-2.6553600000000066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.726049999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000005,5.21999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000007,-0.9285512674077644,0.0,0.0,0.0,0.0,5.999994813535491,0.0,5.999994813535491,0.0,0.0,999.2741123247704,3.902721132546132,0.0,-6.184122078967994,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000024,imu,-0.1411640608,-10.3952975112,2.2885326128,-13.89199131,9.41291968,-10.21064718,52.40796758933959,-15.561696425209,24.94173859878348,7454.830000000007,-0.9285512674077644,False,,,7468.889956678695,10.019753836873058,-177.30697232308825,True,0.6345479999999952
556,556,62.798042,0.0297744206772695,1.7314963859524042,7470.350751322785,9.689175603418551,0.9358591488768648,-0.5349285281173424,-177.2902826333298,16959.44206796102,0.0004601211690181,-0.5346946636838443,0.6569399724491719,0.4646143813895091,0.935859148876714,-9.34490114110757,0.4630243648303111,-0.0077864737579361,61.5836553953644,-0.0630054719552295,0.0292552879790151,1.731341702037609,61.58614026695433,-177.2902826333298,-4.071432181476643,6.290263588737657,0.0,-0.1358003553854581,24.475555202932046,-1109683.1769930483,-61.74904598078368,0.2193557278259609,0.0,0.0,387.3810000000005,-2.655360000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000002,4.726049999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000004,5.219999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.9232531697015672,0.0,0.0,0.0,0.0,5.999994723791339,0.0,5.999994723791339,0.0,0.0,999.277679485066,3.9014542733631696,0.0,-6.237354518428802,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0,imu,0.6107343636123748,-9.536871288693382,2.618946482326813,-15.085349081047717,13.215815247790498,-12.805309145281363,52.390212493028045,-15.557860524975936,24.91683756663721,7454.830000000004,-0.9232531697015672,False,,,7468.83651481667,10.017956386844212,-177.2902826333298,True,0.6313679999999948
557,557,62.803326,0.0316072397210014,1.7466910407088243,7470.262115150081,9.686908293532325,0.9451109936453448,-0.5380109657712148,-177.26237563439673,16961.081480988258,0.0004873862864898,-0.5377751999341058,0.6618129247988691,0.4735382428942577,0.9451109936451918,-9.473914571346366,0.4598987640911799,-0.0078498431504413,61.59618459179764,-0.0640306321335419,0.0310801855750328,1.7465339188500706,61.59869199634442,-177.26237563439673,-4.187647163715304,6.34698705207913,0.0,-0.1386917849384031,24.666627460449227,-1179500.907837512,-64.77421561544179,0.2193539099846158,0.0,0.0,387.3810000000005,-2.655360000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.726049999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000005,5.219999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.9144497429978696,0.0,0.0,0.0,0.0,5.999994573394913,0.0,5.999994573394913,0.0,0.0,999.2836768081556,3.899324331138685,0.0,-6.325800702435251,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.3032634696000001,-10.40785872,2.222735804800001,-17.12201643,13.00183648,-11.87799811,52.36081499263893,-15.551500110760092,24.8749746463878,7454.830000000004,-0.9144497429978696,False,,,7468.747718684655,10.014951500303171,-177.26237563439676,True,0.6260839999999988
558,558,62.811789,0.0345525034428954,1.7712351112638478,7470.120167197872,9.683241584457118,0.9600704723746932,-0.5430112101367058,-177.217221590995,16963.819293046487,0.0005317592869862,-0.5427723658122937,0.669594417813247,0.488058243304998,0.9600704723745364,-9.68297727251264,0.4547466730044799,-0.0079524435384301,61.616627463428856,-0.0656934084219418,0.0340126006912423,1.7710740355338856,61.619171422704746,-177.217221590995,-4.376513175686222,6.438634005395143,0.0,-0.1434045419295567,24.974926668236588,-1298594.6792426975,-69.80384625137265,0.2193510211914365,0.0,0.0,387.3810000000004,-2.6553600000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000002,4.726049999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000004,5.2199999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000002,-0.9003501400654741,0.0,0.0,0.0,0.0,5.999994329174597,0.0,5.999994329174597,0.0,0.0,999.2934662740328,3.89584755382146,0.0,-6.467441099107619,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.4252866408000001,-10.3037801328,2.228717332800001,-20.15016498,16.93469114,-13.91919454,52.31401221699687,-15.54134958593323,24.80668926651571,7454.830000000002,-0.9003501400654741,False,,,7468.605512676258,10.010091213725609,-177.21722159099502,True,0.6176209999999998
559,559,62.818134,0.0367683589308209,1.7898055230181915,7470.013755396673,9.680463797635246,0.9714011013489584,-0.5468115784426767,-177.18299609235137,16965.964265914532,0.0005656011228626,-0.5465703991128994,0.6754087769652836,0.4991296704263744,0.9714011013487988,-9.84169701824104,0.4507648302847296,-0.0080302662517815,61.63226042371187,-0.0669570211758414,0.0362186917460003,1.789641442894278,61.63483216783909,-177.18299609235137,-4.520338115503565,6.50799248285697,0.0,-0.1470045698827842,25.20791361740116,-1394029.55087218,-73.72760830847906,0.2193488741796411,0.0,0.0,387.3810000000005,-2.655360000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.7260499999999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000006,5.219999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.8897793564456828,0.0,0.0,0.0,0.0,5.999994143350685,0.0,5.999994143350685,0.0,0.0,999.3009561781644,3.893187428409997,0.0,-6.573619660039396,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0,imu,0.6015090039733378,-9.533063761091489,2.6366782763263106,-20.49904108590822,19.777975731420653,-15.580437873483913,52.279157067371,-15.533770274507663,24.754523374014006,7454.830000000004,-0.8897793564456828,False,,,7468.498905902448,10.00640859334052,-177.1829960923514,True,0.6112759999999966
560,560,62.820253,0.0375098100203548,1.796039765084008,7469.978219888053,9.679530600583035,0.975207192761793,-0.5480906571141176,-177.1714945993153,16966.698532314316,0.0005770134208073,-0.5478486928006697,0.677346643415679,0.5028627729461957,0.9752071927616326,-9.89508368923742,0.4494121021086962,-0.0080564289782915,61.63754017147128,-0.0673822833639639,0.036956856617402,1.7958746739073166,61.64012126742737,-177.1714945993153,-4.568798277464287,6.53127995339857,0.0,-0.1482196934601534,25.286076382153247,-1427119.6750375966,-75.06782502159521,0.2193481608232874,0.0,0.0,387.3810000000003,-2.6553600000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.726049999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000003,5.219999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.83,-0.8862491306986522,0.0,0.0,0.0,0.0,5.999994080768254,0.0,5.999994080768254,0.0,0.0,999.3034865398936,3.8922887320633217,0.0,-6.60907676490249,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000029,imu,-0.4731388648000001,-10.2577223672,2.389022283200001,-22.75960657,21.33859113,-15.6837453,52.26756265839707,-15.531245179122475,24.73692143472774,7454.83,-0.8862491306986522,False,,,7468.463304994543,10.005171300468168,-177.1714945993153,True,0.6091569999999962
561,561,62.82305,0.0384895814870492,1.804293648669273,7469.931316023613,9.678294569370074,0.9802480729426932,-0.5497866081337394,-177.1562580997327,16967.681629585626,0.0005921622359968,-0.5495436036872939,0.6799014676139402,0.5078177986912658,0.9802480729425316,-9.96584465510862,0.447608868015165,-0.0080910957586839,61.6445546285418,-0.0679461246877689,0.0379322709543506,1.804127217016485,61.64714812451635,-177.1562580997327,-4.633093404004784,6.562114115841704,0.0,-0.1498335144714072,25.3895200987969,-1471754.9394430695,-76.86005437157488,0.2193472220706239,0.0,0.0,387.3810000000004,-2.6553600000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000001,4.726049999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000004,5.219999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000003,-0.881589391316951,0.0,0.0,0.0,0.0,5.99999399775802,0.0,5.99999399775802,0.0,0.0,999.3068489096552,3.891094528264091,0.0,-6.655876746813501,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000024,imu,0.599291134548969,-9.532146142319798,2.640954733729268,-21.965895771931205,21.693846109826605,-16.289452060777357,53.699462,-16.52247560000002,25.99524719999999,7454.830000000003,-0.881589391316951,False,,,7468.416314586988,10.003532400845316,-177.1562580997327,True,0.6063599999999951
562,562,62.828716,0.0404780710421173,1.8211010575185007,7469.836306700608,9.675775825611703,0.9905190240379376,-0.5532488257292767,-177.12520051567898,16969.72208557713,0.0006231476484213,-0.5530037002963055,0.6850658483372366,0.5179516725065918,0.9905190240377736,-10.11021245111056,0.4438939844885072,-0.008161787131957,61.65892315037115,-0.0690971155438764,0.039911865989011,1.8209318896608064,61.66154196146592,-177.12520051567898,-4.764493008357988,6.624910549701012,0.0,-0.1531374224877552,25.6000207686862,-1565592.276357574,-80.57262815505283,0.2193453304693788,0.0,0.0,387.3810000000007,-2.655360000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.7260499999999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000006,5.219999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000005,-0.8721500510703584,0.0,0.0,0.0,0.0,5.999993828185682,0.0,5.999993828185682,0.0,0.0,999.3137387739628,3.888647448525872,0.0,-6.750674256548874,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.4916816016,-10.3013875216,2.3010938216,-25.12231013,25.64529129,-18.0015874,52.22149139803239,-15.521191952400097,24.66574519131277,7454.830000000005,-0.8721500510703584,False,,,7468.321129189088,10.00019239206111,-177.125200515679,True,0.6006939999999972
563,563,62.83718,0.0434575932735195,1.8464268370621333,7469.694394035074,9.671975976762536,1.0060110384521577,-0.5584876582566114,-177.0783234232783,16972.89429076801,0.0006701825885711,-0.5582393294585302,0.692751913316705,0.5333318700231974,1.0060110384519896,-10.328443318271264,0.4381886725822829,-0.0082685552001421,61.68078686304296,-0.0708385694476249,0.0428779303899301,1.846253529714449,61.68344398195976,-177.0783234232783,-4.963679817944751,6.719555504580175,0.0,-0.1581602214358423,25.9168517805703,-1714612.7840332184,-86.32743972241508,0.2193425303759758,0.0,0.0,387.3810000000004,-2.655360000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000002,4.726049999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.1500000000046,5.2199999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.8580495734546147,0.0,0.0,0.0,0.0,5.99999357131791,0.0,5.99999357131791,0.0,0.0,999.3242289682393,3.884921572594622,0.0,-6.89226706274709,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000029,imu,-0.5395338256000001,-10.386923372,2.3016919744,-27.53735206,30.0641451,-20.46149079,52.1758013096886,-15.511190152840792,24.59320362665812,7454.830000000004,-0.8580495734546147,False,,,7468.178951606173,9.995152777734358,-177.0783234232783,True,0.5922300000000007
564,564,62.838114,0.0437870339793902,1.8492376358666207,7469.678735069243,9.67155391304392,1.007731569187421,-0.5590706979374611,-177.07311494998493,16973.25358631897,0.0006754281516452,-0.5588220130676427,0.693597897650302,0.535046953843442,1.0077315691872522,-10.352714783875154,0.4375475626188832,-0.0082804231771529,61.68322905009896,-0.0710323682349201,0.0432058734031454,1.849063867882316,61.68589043254184,-177.07311494998493,-4.985874126078762,6.7300613454495775,0.0,-0.1587209452364852,25.951989342744174,-1731727.5578229008,-86.97810417834756,0.2193422233004205,0.0,0.0,387.3810000000007,-2.655360000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000004,4.726049999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000008,5.219999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000008,-0.8564936063486854,0.0,0.0,0.0,0.0,5.999993542709783,0.0,5.999993542709783,0.0,0.0,999.3254012180124,3.884505211750879,0.0,-6.907890477787225,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0,imu,0.5925929991248707,-9.52936957689154,2.653902632398592,-26.683366861178275,28.242309872775945,-18.47328829019982,52.17078368975483,-15.510089791969566,24.58511820953348,7454.830000000008,-0.8564936063486854,False,,,7468.163263268214,9.994592951374532,-177.07311494998493,True,0.5912959999999998
565,565,62.845644,0.0464476268526732,1.872016093037682,7469.552498596331,9.668131097402837,1.0216828986189626,-0.5638072771583673,-177.03086375439725,16976.218479107236,0.0007181226206489,-0.5635557027505527,0.700401958813133,0.5490049848665386,1.0216828986187907,-10.54978014156221,0.4322944480167756,-0.0083767331863154,61.703134253904594,-0.072606704795219,0.0458542994496037,1.8718385832540667,61.70583027424587,-177.03086375439725,-5.166372214305408,6.8152114342195285,0.0,-0.1632888550418478,26.23655031987425,-1874754.1951348,-92.33967112642574,0.2193397617962122,0.0,0.0,387.3810000000005,-2.655360000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.726049999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000006,5.2199999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.8439493680741239,0.0,0.0,0.0,0.0,5.999993310144932,0.0,5.999993310144932,0.0,0.0,999.3349595274422,3.8811102477071273,0.0,-7.033838478327264,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.5036446576000001,-10.4575054024,2.3094679608,-30.31876258,34.70730621,-22.59988705,52.1305112789436,-15.501243542824602,24.51936722972961,7454.830000000004,-0.8439493680741239,False,,,7468.036788991127,9.990052505034043,-177.03086375439727,True,0.5837659999999971
566,566,62.854107,0.049447411884522,1.8978676993708168,7469.410637079427,9.6642412499743,1.0375341897235957,-0.5692077706331851,-176.9828221895497,16979.697966502383,0.0007669717575243,-0.5689529083899252,0.7080131004054009,0.5649725208545542,1.0375341897234196,-10.774225471425876,0.4262096659127539,-0.0084863204950823,61.72596807174244,-0.0744015702404991,0.0488402128494683,1.897685924094483,61.728703587777886,-176.9828221895497,-5.372582271563225,6.911874513873274,0.0,-0.1685240473746465,26.55909600192156,-2046605.7592330875,-98.61677720913772,0.219337025970031,0.0,0.0,387.3810000000007,-2.655360000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000004,4.7260499999999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000007,5.2199999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000006,-0.8298511050543469,0.0,0.0,0.0,0.0,5.999993044648416,0.0,5.999993044648416,0.0,0.0,999.3459327756156,3.877212645956761,0.0,-7.175371809704179,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.4312681688,-10.371969552,2.3070753496,-33.15998838,39.17102148,-24.14760742,52.08563966177256,-15.491355807321307,24.44430924205754,7454.830000000006,-0.8298511050543469,False,,,7467.8946580812835,9.984891647119166,-176.98282218954972,True,0.5753029999999981
567,567,62.858205,0.0509034933089519,1.9104816422548363,7469.341950267157,9.66234124576988,1.045275367275404,-0.5718523319392534,-176.95934663070955,16981.439893615956,0.0007909573984301,-0.5715958622204743,0.7116843574647462,0.5728118873255598,1.045275367275226,-10.884042731702884,0.4231938258480587,-0.0085399001793075,61.73720216091751,-0.0752804481665986,0.0502895016545451,1.910297778496864,61.739957018567736,-176.95934663070955,-5.473717991776917,6.959049483628913,0.0,-0.1710979718216709,26.716322805207096,-2134222.458848489,-101.7542302575809,0.2193357131388399,0.0,0.0,387.3810000000007,-2.655360000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000004,4.7260499999999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000007,5.2199999999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000005,-0.8230244678894887,0.0,0.0,0.0,0.0,5.999992914508632,0.0,5.999992914508632,0.0,0.0,999.3513350522796,3.875293776559202,0.0,-7.243898185543488,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0,imu,0.583893550557966,-9.525751552715697,2.6707944438028446,-32.938276122882165,38.00879346221444,-21.20427714207207,52.06406391094826,-15.486589383610482,24.40754182621093,7454.830000000005,-0.8230244678894887,False,,,7467.825840017526,9.982370480316511,-176.95934663070958,True,0.5712049999999991
568,568,62.862571,0.0524572473848975,1.9239897186760269,7469.268775891056,9.660305113156902,1.0535701341894903,-0.574691149966301,-176.93418231770215,16983.33736818959,0.0008167514431676,-0.5744329565107957,0.7155851275791557,0.5812416822948729,1.0535701341893104,-11.001861771989088,0.4199304974416443,-0.0085973555289237,61.74929922118093,-0.0762238538122592,0.0518359642398115,1.923803613219912,61.75207484191186,-176.93418231770215,-5.582395592495102,7.009575280979138,0.0,-0.1738683939244824,26.884583017297448,-2230840.198177655,-105.16861989146427,0.2193343231711438,0.0,0.0,387.3810000000007,-2.655360000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000003,4.726049999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000008,5.219999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000005,-0.8157514569564204,0.0,0.0,0.0,0.0,5.999992774715309,0.0,5.999992774715309,0.0,0.0,999.3571549739028,3.873226540974386,0.0,-7.316900534845391,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.000000000000002,imu,-0.4216977240000001,-10.156634544,2.2933178352,-35.20118481,43.67212129999999,-25.22428246,52.04118859368766,-15.481527078506623,24.368078259543427,7454.830000000005,-0.8157514569564204,False,,,7467.75252523078,9.979668441061165,-176.93418231770215,True,0.5668389999999945
569,569,62.871034,0.0554760072021604,1.9503779405923087,7469.126948482421,9.656323212825365,1.0697884265724955,-0.5802568583063326,-176.88495054806998,16987.139673877653,0.0008674598746852,-0.5799952906728656,0.723114220138031,0.5978120781535763,1.0697884265723117,-11.232664840187343,0.4134560199861112,-0.0087098246211317,61.77312772991286,-0.0780733902849799,0.0548404286973794,1.9501874406667408,61.77594406028988,-176.88495054806998,-5.795799688042834,7.108298378881836,0.0,-0.179321999333331,27.21295248654737,-2428068.2661374444,-112.0021965125107,0.2193316549600388,0.0,0.0,387.3810000000007,-2.6553600000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.920000000004,4.726049999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000008,5.219999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000006,-0.8016537597885154,0.0,0.0,0.0,0.0,5.999992500358749,0.0,5.999992500358749,0.0,0.0,999.368627171082,3.869151557761493,0.0,-7.458391243130968,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0000000000000022,imu,-0.3188154424,-10.0417892064,2.1988096928,-37.00312012,48.14331348,-25.46354358,51.99718098096928,-15.471762096673409,24.29076055268001,7454.830000000006,-0.8016537597885154,False,,,7467.61042396691,9.974383574793428,-176.88495054806995,True,0.5583759999999955
570,570,62.878187,0.0580344143151662,1.972892926231056,7469.007087961103,9.652921329519216,1.0836410312717546,-0.5850262927483928,-176.84286964455458,16990.483662284896,0.0009110552568358,-0.5847618391420237,0.7294435753284947,0.6120564740778163,1.083641031271567,-11.430253815810756,0.4078290753440902,-0.0088060222360301,61.79366187418381,-0.0796582499305895,0.0573865856696219,1.9726986610683104,61.79651309213804,-176.84286964455458,-5.979017467254691,7.192551888298186,0.0,-0.184018137871416,27.49278412470885,-2605415.790434106,-118.00471902030404,0.2193294271688518,0.0,0.0,387.3810000000005,-2.655360000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.9200000000023,4.726049999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.150000000008,5.219999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.830000000004,-0.7897384910651115,0.0,0.0,0.0,0.0,5.999992264958491,0.0,5.999992264958491,0.0,0.0,999.3785223002858,3.865636695034941,0.0,-7.57796381968275,gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-1.0,imu,0.5755122221501529,-9.52225312205523,2.687152325633757,-37.92545711025886,47.499833050020335,-23.316062428590367,51.96033599393175,-15.463559203750068,24.22460835393,7454.830000000004,-0.7897384910651115,False,,,7467.490330255099,9.969867793890277,-176.84286964455458,True,0.5512230000000002
