Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter
gaze,287.736099,0.471769270884307,0.8170402832292446,19.04223718864579,-117.1870635156218,333.4378665919015,30.89951343524774,-18.7004993830498,-32.37845931690455,-0.02013226260522871,-0.2875587200756772,0.9575513952320432,4.378108978271484,-32.67524016021548,-18.50897475964782,-31.70716308178865,0.1244476609634275,-0.2312040567260923,0.9649131897917708,4.212203025817871
gaze,287.756191,0.4711375991532022,0.8333924993171279,18.53343649892966,-117.9437527498142,318.343707450223,30.89629384465857,-18.82764419733313,-32.4126343931524,-0.02247414581707033,-0.3003110964012798,0.9535765088067419,4.346320152282715,-32.65391787444469,-18.64255298906047,-31.72941888231193,0.128011837703323,-0.2421803365434387,0.9617492677405712,4.18364429473877
gaze,287.776172,0.4707738258506167,0.8403176157088307,18.22249979368824,-117.139607708937,309.4413893189776,30.90506237465446,-18.87997731976684,-32.41747565778162,-0.0246105535102186,-0.3045415202328376,0.9521810663472535,4.329628467559814,-32.6489483603611,-18.69853264006695,-31.73065925733388,0.1309315071861433,-0.2464467161130533,0.960271293199509,4.163235187530518
gaze,287.796264,0.4706385123627146,0.842863051653801,18.22341315526286,-117.5638459833629,308.1511806755481,30.91416300889935,-18.8995900895523,-32.41184001199369,-0.02556754168633243,-0.3056708320188043,0.9517939079785338,4.321362018585205,-32.66980060200616,-18.73112658593329,-31.71099265226496,0.1322527960584363,-0.2492805363745212,0.9593583335331781,4.150237560272217
gaze,287.816244,0.4699968703850667,0.8436350951865117,18.52165113820164,-117.1430790383857,306.3166680246275,30.92480528172061,-18.90448755155925,-32.40329525406856,-0.02577349600570412,-0.3050428454991023,0.9519898052571021,4.309413909912109,-32.67733591877054,-18.73327439266524,-31.7161728497667,0.1346589678576516,-0.2503976594441878,0.9587324832925944,4.143095016479492
gaze,287.836337,0.4695191155854352,0.8429120034812227,18.93279532864657,-117.5294121333326,307.9953584446224,30.94830848200211,-18.90443300033026,-32.37854967064477,-0.02550981960873274,-0.3034621871179443,0.9525019423041216,4.301743507385254,-32.68871471743392,-18.73660996308942,-31.68422390634981,0.1361285403188382,-0.2514449427360909,0.9582507298630701,4.145037174224854
gaze,287.856317,0.4691884644875922,0.8424516350710239,19.12337423000782,-117.2223434865639,307.6161913313022,30.96242633528409,-18.90058863951388,-32.3751689250151,-0.02568227646399608,-0.302123876873745,0.9529226535760419,4.303752422332764,-32.68980230193044,-18.73629910193488,-31.6765997225104,0.1374569693880565,-0.2517356263280414,0.9579847368324194,4.139936447143555
gaze,287.876409,0.4698225006478038,0.8447826486898384,18.75066760037388,-118.3237845411913,308.3257860727083,30.96036924184205,-18.91540316062702,-32.37354675982581,-0.02721631436178747,-0.3035120088239597,0.9524388341159787,4.307346343994141,-32.70064265312735,-18.748223453233,-31.6799415968424,0.1366444146678865,-0.2549329672302518,0.9572551834068335,4.149899959564209
gaze,287.89639,0.470266330072246,0.905561091028417,16.83749166432277,-129.402286457352,284.8848354552135,30.88183217450052,-19.29570935138945,-32.51912938290513,-0.03347895338316954,-0.3529936649722321,0.935026540890599,4.425615787506104,-32.68126425407745,-19.14874259722939,-31.77689831658583,0.1379160176089416,-0.3002053089772891,0.9438516538888622,4.12180233001709
gaze,287.916481,0.4731075735561378,0.9291299553626141,14.51907730882929,-132.161273403474,274.5352619998484,30.86174543954776,-19.49481890776966,-32.68184452998921,-0.04047918558910433,-0.371184231795436,0.9276765069788472,4.459328651428223,-32.68987157545235,-19.33769702687145,-31.82181708209171,0.1338196141779305,-0.3152256346873163,0.9395345177784842,4.126789569854736
