Type,Timestamp,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z
imu,274.986656,0.2308869808,-9.786377960800001,1.5384490016,2.31794957,4.53797436,-3.01785976,,,
imu,274.995175,0.2494297176,-9.815687448000002,1.5366545432,2.01139626,4.17908268,-2.6739219,,,
imu,275.003695,0.251224176,-9.805518850400002,1.5234951816,1.78708896,3.81271409,-2.6739219,,,
imu,275.012214,0.2344758976,-9.803126239200001,1.5169155008,1.71979677,3.32671494,-2.83841392,,,
imu,275.020734,0.2296906752000001,-9.824061587200001,1.5151210424,1.75718132,2.82576197,-3.04029049,,,
imu,275.029253,0.2231109944,-9.8234634344,1.51033582,1.68988913,2.27994754,-3.35432071,,,
imu,275.037773,0.2195220776,-9.8264541984,1.5127284312,1.72727368,1.84628676,-3.72816621,,,
imu,275.046292,0.200381188,-9.805518850400002,1.4899986248,1.83195042,1.29299542,-4.079580979999999,,,
imu,275.054812,0.1776513816,-9.802528086400002,1.4977746112,1.86185806,0.7397040799999997,-4.5431494,,,
imu,275.063331,0.1561178808,-9.803126239200001,1.5091395144,1.86185806,0.3135202100000001,-4.6179185,,,
imu,275.071851,0.1190324072,-9.8294449624,1.5181118064,1.84690424,-0.03041764999999996,-4.84970271,,,
imu,275.08037,0.101685976,-9.861147060800002,1.5211025704,1.87681188,-0.31454023,-4.89456417,,,
imu,275.08889,0.05383375200000001,-9.859950755200002,1.5139247368,1.73475059,-0.5089398900000002,-4.86465653,,,
imu,275.097409,0.0352910152,-9.83961356,1.4846152496,1.53287402,-0.4939860700000001,-4.74502597,,,
imu,275.105928,0.02871133440000001,-9.812098531200002,1.4888023192,1.34595127,-0.2397711300000003,-4.52819558,,,
imu,275.114448,0.0023926112,-9.7995373224,1.498372764,1.01696723,-0.01546383000000029,-4.4683803,,,
imu,275.122967,-0.0011963056,-9.802528086400002,1.5246914872,0.66555246,0.04435144999999974,-4.52071867,,,
imu,275.131487,-0.0113649032,-9.801929933600002,1.5151210424,0.19450713,0.1041667299999998,-4.70016451,,,
imu,275.140006,-0.0251224176,-9.762451848800001,1.519308112,-0.007369440000000005,0.2611818399999999,-4.79736434,,,
