,Unnamed: 0,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_2,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_1_x,hazard_1_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous,global_collision_flag,time_to_collision_flag
0,0,401.365501,10.9631,0.0103537,1898.46,7.67122,0.000116192,-0.513029,-179.763,1240.55,-0.000128596,-0.512929,-178.186,0.0494025,0.000116192,0.918755,0.000400175,-0.00333748,4.4658,0.000937481,10.9627,0.00805228,4.46599,-179.763,-1.27436,0.00929826,0.0,0.355359,0.504,0.0,-1.0,0.270743,0.08755,1.91493,1879.44,12.3684,0.0,0.0,0.0,0.0,21.801,-0.172321,21.801,0.0,18.117,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52945e-09,0.377389,6533.1,654.962,0.0,4.50687e-12,0.0,4.39203e-17,54.0,-0.0339651,54.0,0.0,1.44152,0.000128071,-0.306423,6873.52,-272.821,0.0,-1.59676e-09,0.0,-1.05956e-08,48.4991,0.0275763,48.4991,0.0,-1.30321,999.0,999.0,1.0,17.432647024717795,gaze,0.3888910247934797,0.4276667175489268,239.5982405303531,106.0026196241808,1003.728035081614,34.69835180066272,-6.955774554453255,-29.65028940824104,0.1989110804316723,0.0947378807918067,0.975427658017027,4.329283237457275,-30.19653060005428,-6.440172684225401,-26.39848030379193,0.2465295927749579,0.1167755460793764,0.9620741300565552,4.525249481201172,2.25091060030422,-6.697973619339328,-28.02438485601649,0.222720336603315,0.1057567134355915,0.968750894036791,4.427266359329224,137.8246005439861,False,-1.0,imu,-0.4240903352000001,-9.7762093632,1.4050609272,1.10669015,1.31542615,-4.43847266,79.82287,-24.07873240000002,136.9831096,1879.44,12.3684,True,-0.9736403403088064,0.2280887715854319,1896.961358239446,8.065024359452087,-179.763,False,inf
1,1,401.369508,10.9631,0.0103537,1898.46,7.67122,0.000116192,-0.513029,-179.763,1240.55,-0.000128596,-0.512929,-178.186,0.0494025,0.000116192,0.918755,0.000400175,-0.00333748,4.4658,0.000937481,10.9627,0.00805228,4.46599,-179.763,-1.27436,0.00929826,0.0,0.355359,0.504,0.0,-1.0,0.270743,0.08755,1.91493,1879.44,12.3684,0.0,0.0,0.0,0.0,21.801,-0.172321,21.801,0.0,18.117,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52945e-09,0.377389,6533.1,654.962,0.0,4.50687e-12,0.0,4.39203e-17,54.0,-0.0339651,54.0,0.0,1.44152,0.000128071,-0.306423,6873.52,-272.821,0.0,-1.59676e-09,0.0,-1.05956e-08,48.4991,0.0275763,48.4991,0.0,-1.30321,999.0,999.0,1.0,17.432647024717795,gaze,0.3888910247934797,0.4276667175489268,239.5982405303531,106.0026196241808,1003.728035081614,34.69835180066272,-6.955774554453255,-29.65028940824104,0.1989110804316723,0.0947378807918067,0.975427658017027,4.329283237457275,-30.19653060005428,-6.440172684225401,-26.39848030379193,0.2465295927749579,0.1167755460793764,0.9620741300565552,4.525249481201172,2.25091060030422,-6.697973619339328,-28.02438485601649,0.222720336603315,0.1057567134355915,0.968750894036791,4.427266359329224,137.8246005439861,False,-1.0,imu,-0.3839021381895831,-9.79141125557979,1.3885544021735212,0.2995582220927947,2.363050545418134,-3.930060355274333,79.82287,-24.07873240000002,136.9831096,1879.44,12.3684,True,-0.9736403403088064,0.2280887715854319,1896.961358239446,8.065024359452087,-179.763,False,inf
2,2,401.373,10.9631,0.0103537,1898.46,7.67122,0.000116192,-0.513029,-179.763,1240.55,-0.000128596,-0.512929,-178.186,0.0494025,0.000116192,0.918755,0.000400175,-0.00333748,4.4658,0.000937481,10.9627,0.00805228,4.46599,-179.763,-1.27436,0.00929826,0.0,0.355359,0.504,0.0,-1.0,0.270743,0.08755,1.91493,1879.44,12.3684,0.0,0.0,0.0,0.0,21.801,-0.172321,21.801,0.0,18.117,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52945e-09,0.377389,6533.1,654.962,0.0,4.50687e-12,0.0,4.39203e-17,54.0,-0.0339651,54.0,0.0,1.44152,0.000128071,-0.306423,6873.52,-272.821,0.0,-1.59676e-09,0.0,-1.05956e-08,48.4991,0.0275763,48.4991,0.0,-1.30321,999.0,999.0,1.0,17.432647024717795,gaze,0.4830854752582769,0.4130559231934688,239.53965151118825,118.22740789206648,1153.5303148603516,32.55126668016537,-6.811119675834796,-29.25694032059404,0.01445716094042,0.1160573521256609,0.9926333775052998,4.484046808169095,-32.31737403427071,-6.340046463714769,-26.42158961914412,0.0600237815153714,0.136131551656615,0.98885789445741,4.656360791818634,0.4577342865029934,-6.499162388477092,-27.87798315861564,0.0663269297544275,0.1318430820225078,0.9883888433841208,4.5325053195498,133.64511490794564,False,-0.8108198779134034,imu,-0.3845327799112076,-9.791083543284197,1.3895017742819036,0.303620185862394,2.356816168967397,-3.9284824518073873,79.82287,-24.07873240000002,136.9831096,1879.44,12.3684,False,-0.9991303862239894,0.0416949796006853,1896.961358239446,8.065024359452087,-179.763,False,inf
3,3,401.373961,9.399540262413865,0.0075596278823925,1898.467596149546,7.67093818599944,-0.0008265600155866,-0.5318879270367,-179.77753451125898,1238.1308324457311,-2.54624803064292e-05,-0.5317810040120955,-178.4481405747924,0.0561307072039355,-0.0008265600155866,1.2110195449121322,0.0008728082653599,-0.0035615259153661,4.559604239814811,-0.0014211581664015,9.399177292559516,0.0054083948895018,4.559840856151869,-179.76124106896853,-1.2908762703016372,-0.014679603018308,0.0,0.3591031439582328,-0.0370206528341943,-0.0743832246668177,-2.1462386345727187,0.2706733576902635,0.3510572475582519,1.8927778267827344,1879.2924019594493,12.460073923571082,0.0,0.0,0.0,0.0,21.89062875379007,-0.1703468630752728,21.89062875379007,0.0,17.827685384113686,0.0,0.0,1256.0900000000136,-0.0966621000000013,0.1237360000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.476694471964044e-10,0.377388124443196,6533.0923162671215,654.9659592656294,0.0,-4.439518997723747e-12,0.0,-4.310979617957088e-17,54.000000000000426,-0.0339648513880061,54.000000000000426,0.0,1.441516422033405,0.0001280061871627,-0.3064197524289759,6873.518835960637,-272.8302349041933,0.0,-3.860136829483457e-09,0.0,-1.0595930549245124e-08,48.49910033047185,0.0275791854615778,48.49910033047185,0.0,-1.303190185242921,999.0000000000106,999.0000000000106,1.000000000000014,17.42877623450916,gaze,0.483054240286244,0.4131086300787716,237.3902018220845,121.11840977555792,1179.9607985325204,32.55210752636609,-6.81156551754983,-29.256785137275163,0.0145049774788501,0.1160056617177646,0.992621304408537,4.484111902341643,-32.31683234459085,-6.340795903660411,-26.421300212388186,0.06009119269217,0.1360635224813318,0.9888431428053758,4.656427300929559,0.4576500748535443,-6.500300643125975,-27.877715810256326,0.0663177908898679,0.1317358886012661,0.988377803426118,4.532675998685449,133.51762476264057,False,-0.8084979951202078,imu,-0.4264829464000001,-9.8031262392,1.411640608,0.8973366700000001,1.45001053,-4.72259524,79.82287,-24.07873240000002,136.9831096,1879.2924019594493,12.460073923571082,False,-0.999138501745504,0.0415000521656256,1896.9690543355612,8.06512270084005,-179.77753451125898,False,inf
4,4,401.38242,9.523894709897998,0.0075355587918784,1898.456528378088,7.670912124177151,-0.0007642979333523,-0.5297908955768216,-179.77598978138118,1241.2520306473969,-2.3492680688452823e-05,-0.5296845223729464,-178.390717584062,0.0537943014241008,-0.0007642979333523,2.365049515169387,0.0008535816401454,-0.0035430372982034,4.56399462459039,-0.001280700550291,9.523524924118982,0.0053647736769602,4.564228347574721,-179.76134462256766,-0.502043693008175,-0.0132347377034705,0.0,0.3591952477379637,-0.0041566240705576,-0.0245906411321405,-2.0097115752189105,0.2706917865202515,0.3384802426562029,1.8840966826109151,1879.317872493673,12.501500296273925,0.0,0.0,0.0,0.0,21.88060893800144,-0.169565811932372,21.88060893800144,0.0,17.748468772277207,0.0,0.0,1256.0900000000136,-0.0966621000000013,0.1237360000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.288765521488367e-10,0.3773883405828515,6532.974840843606,655.0138335058283,0.0,-4.312366941113789e-12,0.0,-4.187726406385218e-17,54.000000000000426,-0.0339649341768787,54.000000000000426,0.0,1.4415172384392938,0.0001274566641487,-0.3064197694111155,6873.4851902888,-272.9390935752856,0.0,-3.817485319186298e-09,0.0,-1.0600157473023315e-08,48.49910421976522,0.0275792034336383,48.49910421976522,0.0,-1.3031901718812875,999.0000000000103,999.0000000000103,1.000000000000014,17.41841463356608,gaze,0.4827925713364611,0.4135636505868874,195.49048194569647,139.63277490822298,1251.217438105193,32.55920712955432,-6.815416198499321,-29.255349697504226,0.0149021801069878,0.1155605503869461,0.9925180275393456,4.484714367866492,-32.312381922553946,-6.347291217717129,-26.418751190110765,0.0606567007129944,0.1354753370310386,0.9887176255894868,4.65703963651563,0.456647372341096,-6.510160013641373,-27.87532773637462,0.0662157566997931,0.1308090959329184,0.9882844558504226,4.534195638252045,138.6522632200538,False,-0.7881475433773011,imu,-0.4294737104000001,-9.802528086400002,1.4164258304,1.11416706,1.37524143,-4.67773378,79.82287,-24.07873240000002,136.9831096,1879.317872493673,12.501500296273925,False,-0.999116932881203,0.0420161210734401,1896.9579759371884,8.065056237254474,-179.77598978138118,False,inf
5,5,401.389,10.9741,0.0188479,1898.44,7.67114,0.000111619,-0.511563,-179.763,1245.61,-0.000714821,-0.511463,-178.715,0.0438094,0.000111619,2.57112,-0.00149806,-0.00332823,4.48401,0.000961392,10.9735,0.016495,4.4842,-179.763,-0.369886,0.00914313,0.0,0.361941,0.504,0.0,-1.0,0.270782,0.0868385,1.89656,1879.46,12.463,0.0,0.0,0.0,0.0,21.806,-0.170675,21.806,0.0,17.9391,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46169e-09,0.377387,6532.88,655.052,0.0,2.41264e-12,0.0,2.33873e-17,54.0,-0.033964,54.0,0.0,1.44151,0.000127034,-0.306423,6873.46,-273.027,0.0,-1.85159e-09,0.0,-1.06036e-08,48.4991,0.0275772,48.4991,0.0,-1.30321,999.0,999.0,1.0,17.412651460923545,gaze,0.4826052725333077,0.4139066484751259,152.38961527563887,147.3571828525876,1224.79196273427,32.56436019141361,-6.818321058670438,-29.254148261006858,0.0151821589606153,0.1152264339525364,0.992441362210149,4.4852192472093,-32.3093088491675,-6.352219074020672,-26.416766583313624,0.06106247569939,0.1350308546009762,0.9886252966970972,4.657549065923675,0.4555478613825067,-6.517632870170959,-27.873427708381243,0.0661100015559926,0.1301087524214693,0.9882165356828124,4.535398948074924,139.28292520203289,False,-0.7724280619323088,imu,-0.3873518221256115,-9.789615432533395,1.393752151620987,0.3219140542732045,2.32916047208434,-3.921171730006962,79.82287,-24.07873240000002,136.9831096,1879.46,12.463,False,-0.9990925824885108,0.0425912152496024,1896.941358239446,8.064944359452088,-179.763,False,inf
6,6,401.38949,9.624817916778094,0.007514502673389,1898.447277595256,7.670889794675275,-0.0007135511747949,-0.5280830987070658,-179.7747483701655,1243.8401574007837,-2.188509819285127e-05,-0.5279771743775064,-178.33984517559264,0.0518438979163097,-0.0007135511747949,2.449233498664931,0.0008373594296872,-0.0035279425597957,4.567755084310575,-0.0011659280732672,9.624442591089457,0.0053280626318503,4.56798644906674,-179.7614248869031,-0.0444727618265026,-0.012054256387759,0.0,0.3592954683848142,0.0226559205858493,0.006905073404372,-1.89982921589274,0.2707074552720261,0.3281095808631761,1.876838447338779,1879.338627164941,12.536436154866673,0.0,0.0,0.0,0.0,21.8728033928023,-0.1689127775789098,21.8728033928023,0.0,17.682151791304914,0.0,0.0,1256.0900000000136,-0.0966621000000013,0.1237360000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.134260471040363e-10,0.3773885171516062,6532.876647368823,655.0538274819913,0.0,-4.208132818171029e-12,0.0,-4.0866862575383625e-17,54.00000000000042,-0.0339650023155496,54.00000000000042,0.0,1.4415179053640577,0.0001269991590977,-0.3064197829358435,6873.45705321564,-273.03007244898663,0.0,-3.781838121730709e-09,0.0,-1.060368982799451e-08,48.499107459071645,0.0275792183079293,48.499107459071645,0.0,-1.3031901579368168,999.0000000000103,999.0000000000103,1.0000000000000138,17.409739049065486,gaze,0.4436310105102451,0.4153970243551477,149.5418327955404,148.2692242637269,1222.622012135975,33.63141403374304,-6.854468533616485,-29.4619589054333,0.1045664995794107,0.1095405230858931,0.9884668537527084,4.255498886108398,-31.33234352048785,-6.346004928718388,-26.41179234029916,0.129258471538815,0.1344921152333424,0.9824480232946224,4.598681449890137,1.7002229284659078,-6.649105175253382,-27.98063023944136,0.1698164110812139,0.1138865162976046,0.9771041662802282,4.427178263664246,137.8246005439861,False,-1.0,imu,-0.3874363479695463,-9.789571329376717,1.3938800013801835,0.3224661360901769,2.328336825144019,-3.920945809573921,79.82287,-24.07873240000002,136.9831096,1879.338627164941,12.536436154866673,False,-0.9925651310236944,0.1217146691073709,1896.9487166149008,8.065001438954306,-179.77474837016553,False,inf
7,7,401.39088,9.644340121630265,0.0075102636407801,1898.4454587771008,7.670885346501682,-0.0007037111439807,-0.5277521043955135,-179.77450953322364,1244.3468523842246,-2.157314817938608e-05,-0.5276462671845439,-178.32955978701904,0.0514607124376268,-0.0007037111439807,2.4135879388912747,0.0008341542201973,-0.0035250128709787,4.568504139545003,-0.001143641681861,9.64396372342092,0.0053208186001341,4.568735047044126,-179.76144000308997,0.0271329645155614,-0.0118250496324804,0.0,0.3593176386152271,0.0278578157675221,0.0121192248028829,-1.8786777759365032,0.2707105639309665,0.3260857541804437,1.8754111779771063,1879.342651301442,12.543337613225074,0.0,0.0,0.0,0.0,21.87132842846854,-0.1687843636093858,21.87132842846854,0.0,17.669102175716283,0.0,0.0,1256.090000000013,-0.0966621000000013,0.1237360000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.104156487953903e-10,0.3773885514332867,6532.85734115096,655.0616884634646,0.0,-4.187856348857189e-12,0.0,-4.0670308753041536e-17,54.00000000000042,-0.033965015599635,54.00000000000042,0.0,1.441518034849291,0.0001269094017409,-0.3064197855244475,6873.451519586221,-273.0479588715184,0.0,-3.7748300162025825e-09,0.0,-1.0604384255287556e-08,48.49910809472191,0.0275792212166163,48.49910809472191,0.0,-1.3031901549031806,999.00000000001,999.00000000001,1.0000000000000135,17.408031726431666,gaze,0.482554330023471,0.4140029100358234,140.46589737339104,148.77516239319522,1216.7543222821191,32.56577399411915,-6.819136666848151,-29.25379159621164,0.0152575656655286,0.1151328949827574,0.9924200397498854,4.48536925868174,-32.30849234193894,-6.353607228974903,-26.416199291110715,0.0611730104661451,0.1349059319110382,0.9885997579172752,4.657699888620297,0.4551832270279582,-6.519736752134357,-27.872878160011872,0.066075617229384,0.1299119237078426,0.9881978733309216,4.535746125191821,137.94220899224587,False,-0.7679548695743642,imu,-0.4414367664,-9.797742864000002,1.4002757048,0.96462886,1.36776452,-4.67773378,79.82287,-24.07873240000002,136.9831096,1879.342651301442,12.543337613225074,False,-0.9990971020751672,0.0424850635518329,1896.946896153908,8.064990744039312,-179.77450953322364,False,inf
8,8,401.39934,9.760911578003286,0.0074837691738858,1898.434388223584,7.67085786563744,-0.0006447835734986,-0.5257710617965773,-179.77309234046658,1247.4159708584118,-1.970333403310949e-05,-0.5256657468609054,-178.2651161038041,0.0491306173211391,-0.0006447835734986,2.03085516264373,0.0008145376636158,-0.0035074489363275,4.57313195508343,-0.0010099567198419,9.76052876911036,0.0052765459506863,4.573360124475261,-179.76152736175288,0.3535960009659321,-0.0104502780294325,0.0,0.3594698892826104,0.0590291138381693,0.0376289693799484,-1.7531399675919364,0.2707296806010141,0.313874962187365,1.8667225900021056,1879.3667498692887,12.58557151844504,0.0,0.0,0.0,0.0,21.862764929385573,-0.1680026330696246,21.862764929385573,0.0,17.589599164202593,0.0,0.0,1256.0900000000129,-0.0966621000000013,0.1237360000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.922849356341985e-10,0.3773887570471419,6532.739831075383,655.1095184764695,0.0,-4.065968107150107e-12,0.0,-3.948874553314967e-17,54.000000000000405,-0.0339650956602183,54.000000000000405,0.0,1.4415188114625097,0.0001263644558059,-0.3064198007889844,6873.417827830186,-273.1568179222775,0.0,-3.732180375145853e-09,0.0,-1.0608610396289141e-08,48.49911195489796,0.0275792388089802,48.49911195489796,0.0,-1.303190134407312,999.00000000001,999.00000000001,1.0000000000000135,17.397628611518584,gaze,0.4823390152368112,0.4144266485606496,94.26813639582508,152.06314039302623,1202.6203726127385,32.57181920057422,-6.822728997591888,-29.25211423268141,0.0155720625920998,0.1147224063599522,0.9923272453295195,4.486075639312342,-32.30515107762596,-6.359746263873809,-26.4136451871755,0.0616411618522806,0.1343550406475027,0.9884893923770236,4.658407307035858,0.4532694330195355,-6.529034447209673,-27.870369167871253,0.0658983552348816,0.12904396687316,0.9881179229429742,4.537326775023469,123.53287099356623,False,-0.7479267386094732,imu,-0.4623721144,-9.808509614400002,1.3865181904,0.98705959,1.54721036,-4.28145755,79.82287,-24.07873240000002,136.9831096,1879.3667498692887,12.58557151844504,False,-0.9990790326536394,0.0429078840292567,1896.9358158527784,8.064926196587953,-179.77309234046658,False,inf
9,9,401.399551,9.763769889237144,0.0074830932544805,1898.4341120981512,7.670857171334689,-0.0006433348723677,-0.5257223845516987,-179.77305778657936,1247.4921978256923,-1.965732793732996e-05,-0.5256170824682211,-178.2634704414656,0.0490725507321995,-0.0006433348723677,2.019621285606895,0.0008140460719377,-0.0035070167110805,4.573248886289966,-0.0010066652628621,9.763386923012613,0.0052754377874604,4.57347698837276,-179.76152943943046,0.3595881303860565,-0.0104164325527401,0.0,0.3594740646138484,0.0597958665406059,0.0381373488676051,-1.7500790339898944,0.2707301616627565,0.3135727591773413,1.8665058515646964,1879.367342338972,12.586629857955185,0.0,0.0,0.0,0.0,21.862560312005115,-0.1679831325955549,21.862560312005115,0.0,17.587614580300183,0.0,0.0,1256.090000000013,-0.0966621000000013,0.1237360000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91836924989386e-10,0.3773887621090781,6532.736900135817,655.1107110811233,0.0,-4.062961328117744e-12,0.0,-3.9459597985504206e-17,54.000000000000405,-0.0339650976397092,54.000000000000405,0.0,1.4415188305814537,0.0001263508938932,-0.3064198011590357,6873.416987258436,-273.15953288495854,0.0,-3.731116764934833e-09,0.0,-1.0608715791845817e-08,48.499112050985445,0.0275792392453185,48.499112050985445,0.0,-1.303190133851998,999.00000000001,999.00000000001,1.0000000000000135,17.397368889117033,gaze,0.4823339335594879,0.4144370211245619,93.30051651570946,152.09416950591836,1202.770411538247,32.57196340824188,-6.822816977484632,-29.252070901091862,0.0155793921843318,0.114712384886787,0.9923249964052812,4.486093907752343,-32.30507463974343,-6.359897141491478,-26.413581460517992,0.061652231936055,0.1343415346718091,0.98848673425622,4.658425547694025,0.4532160543014692,-6.529262814361872,-27.8703058474104,0.0658934680109002,0.1290226882423538,0.9881160124405806,4.537366579023964,123.03065897215708,False,-0.7474293588736813,imu,-0.3891484752183869,-9.788676895693486,1.3964750546412348,0.3336956081335895,2.311726925601369,-3.916281557837276,79.82287,-24.07873240000002,136.9831096,1879.367342338972,12.586629857955185,False,-0.9990786046252712,0.0429178492007831,1896.935539489692,8.064924598527451,-179.77305778657936,False,inf
