Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_0,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_3_x,hazard_3_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous,global_collision_flag,time_to_collision_flag
173.390618,4.13149,0.0182978,5296.71,7.32596,0.000913579,-0.491929,179.94,1793.23,7.50844e-05,-0.491834,-63.6006,-0.095427,0.000913579,1.33987,0.00403149,-0.00315125,6.4554,0.00430859,4.13133,0.0155398,6.45564,-180.06,2.2693,0.0448822,0.0,0.411307,1.602,0.0,-1.0,0.0927413,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998,2.89153,5292.64,-3.46837,0.0,0.0,0.0,0.0,31.3847,-0.260276,31.3847,0.0,19.0038,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,20.081494102820063,gaze,0.5451140019175981,0.3992129836772856,-151.5046696700864,232.0597293017917,1626.526801567947,31.16589189295878,-6.912496293285915,-28.69524179940622,-0.1068746842709574,0.1366481547860607,0.9848375925275944,4.672369956970215,-33.81373604024797,-6.492849588090375,-26.18935918987692,-0.0720244460352174,0.1479375238748982,0.986370603882275,4.78779125213623,-1.323922073644594,-6.702672940688145,-27.44230049464157,-0.0894495651530874,0.1422928393304794,0.9856040982049348,4.730080604553223,3.095936677116422,True,0.0,imu,-0.3864067088000001,-9.763050001600002,1.5587861968,1.87681188,6.74366281,-5.829177919999999,81.37318440000001,-25.38490280000001,137.1173888,5292.64,-3.46837,False,-0.9958117379349428,-0.0914274717521409,5295.213419699766,7.727527435123099,179.94,False,inf
173.391777,4.13149,0.0182978,5296.71,7.32596,0.000913579,-0.491929,179.94,1793.23,7.50844e-05,-0.491834,-63.6006,-0.095427,0.000913579,1.33987,0.00403149,-0.00315125,6.4554,0.00430859,4.13133,0.0155398,6.45564,-180.06,2.2693,0.0448822,0.0,0.411307,1.602,0.0,-1.0,0.0927413,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998,2.89153,5292.64,-3.46837,0.0,0.0,0.0,0.0,31.3847,-0.260276,31.3847,0.0,19.0038,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,20.081494102820063,gaze,0.5451140019175981,0.3992129836772856,-151.5046696700864,232.0597293017917,1626.526801567947,31.16589189295878,-6.912496293285915,-28.69524179940622,-0.1068746842709574,0.1366481547860607,0.9848375925275944,4.672369956970215,-33.81373604024797,-6.492849588090375,-26.18935918987692,-0.0720244460352174,0.1479375238748982,0.986370603882275,4.78779125213623,-1.323922073644594,-6.702672940688145,-27.44230049464157,-0.0894495651530874,0.1422928393304794,0.9856040982049348,4.730080604553223,3.095936677116422,True,0.0,imu,-0.4213097851996971,-9.77381122524437,1.5372253107026077,0.6061728815629,5.72972573701233,-4.663669460489119,81.37318440000001,-25.38490280000001,137.1173888,5292.64,-3.46837,False,-0.9958117379349428,-0.0914274717521409,5295.213419699766,7.727527435123099,179.94,False,inf
173.392,4.13149,0.0182978,5296.71,7.32596,0.000913579,-0.491929,179.94,1793.23,7.50844e-05,-0.491834,-63.6006,-0.095427,0.000913579,1.33987,0.00403149,-0.00315125,6.4554,0.00430859,4.13133,0.0155398,6.45564,-180.06,2.2693,0.0448822,0.0,0.411307,1.602,0.0,-1.0,0.0927413,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998,2.89153,5292.64,-3.46837,0.0,0.0,0.0,0.0,31.3847,-0.260276,31.3847,0.0,19.0038,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,20.081494102820063,gaze,0.5451140019175981,0.3992129836772856,-151.5046696700864,232.0597293017917,1626.526801567947,31.16589189295878,-6.912496293285915,-28.69524179940622,-0.1068746842709574,0.1366481547860607,0.9848375925275944,4.672369956970215,-33.81373604024797,-6.492849588090375,-26.18935918987692,-0.0720244460352174,0.1479375238748982,0.986370603882275,4.78779125213623,-1.323922073644594,-6.702672940688145,-27.44230049464157,-0.0894495651530874,0.1422928393304794,0.9856040982049348,4.730080604553223,3.095936677116422,True,0.0,imu,-0.4213220275312497,-9.773797684751813,1.5372293580544365,0.6068006903172898,5.728148330909238,-4.66301362266782,80.88064929218605,-25.16728148795495,137.34877322928438,5292.64,-3.46837,False,-0.9958117379349428,-0.0914274717521409,5295.213419699766,7.727527435123099,179.94,False,inf
173.397055,3.640095176039199,0.0195729424343633,5296.704043834557,7.325941079052479,0.0011220255948433,-0.4955882402566681,179.77494749721964,1793.762201860558,-3.995925299722028e-05,-0.4954918579633823,-293.71985112797887,-0.1142975437844981,0.0011220255948433,0.8858618770360853,0.009492322951118,-0.0032001568508196,6.491741020319501,0.0027771774744926,3.639985002013201,0.0170565850016521,6.491998158722245,-180.06250844606208,2.176670307039961,0.0299437145441454,0.0,0.4093027444038138,1.3810564328544146,5.795810246630085,-1.435897322091787,0.0926407601899216,0.0,0.0,1779.9500000000146,-3.3036900000000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000067,-0.0966621000000008,0.1237360000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998252448581,2.981352935542074,5292.688508978727,-3.4804586185606774,0.0,-4.996084828034454e-18,0.0,-1.4197438826467429e-18,31.40480120320832,-0.2683291668284978,31.40480120320832,0.0,19.6105505678151,0.0,0.0,4476.300000000034,27.636800000000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000102,999.0000000000102,3.0000000000000195,20.07010187064184,gaze,0.5451140019175981,0.3992129836772856,-151.5046696700864,232.0597293017917,1626.526801567947,31.16589189295878,-6.912496293285915,-28.69524179940622,-0.1068746842709574,0.1366481547860607,0.9848375925275944,4.672369956970215,-33.81373604024797,-6.492849588090375,-26.18935918987692,-0.0720244460352174,0.1479375238748982,0.986370603882275,4.78779125213623,-1.323922073644594,-6.702672940688145,-27.44230049464157,-0.0894495651530874,0.1422928393304794,0.9856040982049348,4.730080604553223,3.095936677116422,True,0.0,imu,-0.4216012685629721,-9.773492496227554,1.5373198747196002,0.620898193540867,5.692466721318377,-4.64822874417885,80.89911492019469,-25.1649118688266,137.3404467430831,5292.688508978727,-3.4804586185606774,False,-0.9955442304395634,-0.0942957328753388,5295.2086265415655,7.731818055269003,179.77494749721967,False,inf
173.399442,3.620500952238503,0.0194782750280323,5296.699724936803,7.325943812188051,0.0011370478713949,-0.4957502685573193,179.80408292097556,1794.8082929274772,-3.9921657046745306e-05,-0.4956538815768566,-283.5733313747736,-0.1140029913007456,0.0011370478713949,0.6543733424550647,0.0094004351554954,-0.0032003869050692,6.49483698670731,0.0028304104849771,3.62039162276142,0.0169713888836317,6.49509435693859,-180.06237762297374,2.114471793043194,0.0304658558240429,0.0,0.4093817870074674,1.3940309738923948,6.858532758697769,-1.4170360668976012,0.0926413729703161,0.0,0.0,1779.9500000000146,-3.3036900000000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000067,-0.0966621000000008,0.1237360000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799982626661924,2.972993359917989,5292.70940775069,-3.4824804262357305,0.0,-5.008675873285853e-18,0.0,-1.3987013145145816e-18,31.413255793825662,-0.2675768020778405,31.413255793825662,0.0,19.54933565343485,0.0,0.0,4476.300000000033,27.636800000000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000103,999.0000000000103,3.0000000000000195,20.06587986466416,gaze,0.60379854424637,0.3076971970368839,-150.25008568502923,231.07737769882328,1612.0546546549706,30.347882718144906,-6.185850832436555,-28.582830835199537,-0.2085786854896681,0.2349195217853341,0.960895806731356,4.745025450478005,-35.07284217775469,-5.759435118250388,-26.38205035360075,-0.1815762576114255,0.244852581277715,0.9672982703087648,4.841240896702133,-2.284723756751938,-5.987675923010068,-27.42732586390938,-0.1716292641315196,0.2343775123530693,0.9726072904644408,4.77242758969926,3.04452803260936,True,-0.2260858684589077,imu,-0.3870048616000001,-9.780396432800002,1.5569917384,1.71231986,6.295048209999999,-5.82170101,80.90773424033704,-25.16379936586144,137.33653720989724,5292.70940775069,-3.4824804262357305,False,-0.9794528498255284,-0.2016732876923746,5295.20410144504,7.731060302699054,179.80408292097556,False,inf
173.407921,3.5516061112209885,0.019144554125202,5296.684366931339,7.325953233471814,0.001189424172381,-0.4963287470731388,179.89384231808685,1798.5298219331396,-3.978566408944068e-05,-0.496232342110158,-63.59947157536736,-0.1129699304492534,0.001189424172381,0.0401332685751791,0.00907788040765,-0.0032012445122937,6.50590151975312,0.0030169532616448,3.5514997497586607,0.0166710533774111,6.506159718868019,-180.0619081530069,1.829658231907365,0.0322953085262506,0.0,0.4096682078910142,1.4394182031461111,5.898537690650203,-1.346558177014315,0.0926435428063097,0.0,0.0,1779.9500000000148,-3.303690000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.090000000007,-0.0966621000000008,0.1237360000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799982986204152,2.943336554278309,5292.783687644354,-3.4895592849456034,0.0,-5.0455575840571634e-18,0.0,-1.3250367718439593e-18,31.44328622013172,-0.2649076782477687,31.44328622013172,0.0,19.33251159680388,0.0,0.0,4476.300000000034,27.63680000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000108,999.0000000000108,3.0000000000000204,20.05085990282453,gaze,0.6002988349491581,0.3132471152549271,-150.30099415316107,232.39535555423285,1618.974187032904,30.393238572777623,-6.230766137283388,-28.589430026821784,-0.2024664548815135,0.2289123441137634,0.9622346467956132,4.739613729525752,-34.99834126192549,-5.803901053408936,-26.370290775019367,-0.1750735373017598,0.2390234521843849,0.968321895525144,4.839084121099615,-2.2297528603597887,-6.030849382687622,-27.42838589942809,-0.1669320892442928,0.2288737316260851,0.9732529628803908,4.770133431317019,3.204801999996921,True,-0.2120025331886519,imu,-0.3882011672000001,-9.7965465584,1.5456268352,1.83195042,6.10812546,-5.2908404,80.93783577745214,-25.1598805699897,137.3227646700595,5292.783687644354,-3.4895592849456034,False,-0.9810523807366932,-0.1937426805091392,5295.188110620849,7.728726188520995,179.89384231808685,False,inf
173.408,4.05747,-0.00029266,5296.68,7.32597,0.000973246,-0.493218,179.94,1799.8,6.46812e-05,-0.493123,-61.9841,-0.096738,0.000973246,0.547225,0.00408359,-0.00315698,6.47905,0.00429189,4.05734,-0.00298082,6.4793,-180.06,1.84665,0.0444084,0.0,0.411307,1.611,6.0,-1.0,0.0927331,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998,2.85842,5292.77,-3.48219,0.0,0.0,0.0,0.0,31.439,-0.257266,31.439,0.0,18.7533,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,20.051496460386872,gaze,0.6002665985975422,0.3132981360872287,-150.32560963740647,232.43418875857472,1619.274906260492,30.393657865299897,-6.231178994696752,-28.58949061908749,-0.2024101374485653,0.2288571160744042,0.962246975180724,4.739563791755753,-34.99765505134937,-5.804309811931822,-26.37018222906155,-0.1750136263936133,0.2389698657853212,0.9683313220019194,4.839064137204834,-2.2292459339065407,-6.031246293887783,-27.42839537267841,-0.1668887687877795,0.228823126069978,0.9732589200243724,4.770112149462114,3.206261550069488,True,-0.2118736144716372,imu,-0.4222170128019648,-9.77284309423396,1.5375079571930377,0.6505522142481013,5.615708672058314,-4.61674916094739,80.93811247545695,-25.15984429792988,137.32263718724622,5292.77,-3.48219,False,-0.9812197386487612,-0.1928932981885485,5295.183419699766,7.727537435123098,179.94,False,inf
173.4164,3.483805793522928,0.0188147960094405,5296.668982845448,7.325962209364025,0.0012402790063823,-0.4969117136063153,179.96401164073268,1802.260305452202,-3.964586083649041e-05,-0.4968152886028349,70.64704731193214,-0.111957285857418,0.0012402790063823,-0.2272589858393485,0.0087612740069526,-0.0032021645258511,6.517070417724382,0.0031995510985598,3.4837023506692844,0.0163742806528822,6.517329454139626,-180.06143135920652,1.483632521724802,0.0340856507798854,0.0,0.4099633448595035,1.483722058928773,2.4469787248007195,-1.2720138761188473,0.0926457019032504,0.0,0.0,1779.9500000000148,-3.303690000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.090000000007,-0.0966621000000008,0.1237360000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998334047514,2.9137398859530945,5292.858036485959,-3.496479132940824,0.0,-5.070456189391681e-18,0.0,-1.253037124266829e-18,31.473314155663548,-0.2622439654451273,31.473314155663548,0.0,19.116659719612905,0.0,0.0,4476.300000000033,27.636800000000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000103,999.0000000000103,3.00000000000002,20.035804405744056,gaze,0.5968776531021618,0.3186513244813123,-154.1687985101511,237.82765163386,1655.3100309034162,30.43789566042533,-6.274491181155025,-28.59584021464511,-0.1964878311520753,0.2230621205976736,0.9635426238383896,4.734304719460318,-34.925518058312456,-5.847195325532573,-26.358747169364168,-0.1687139011793169,0.233347624356264,0.969322064663789,4.836951119839358,-2.175892687078264,-6.072892365077692,-27.429360719932347,-0.1623288934025809,0.2235125785614142,0.9738862029735844,4.76785926285351,3.355521654202963,True,-0.19840217548538,imu,-0.3977716120000001,-9.8162856008,1.5456268352,1.80951969,6.16794074,-4.61044159,80.96714073360565,-25.15601243936465,137.30916964204832,5292.858036485959,-3.496479132940824,False,-0.9824975498624584,-0.1862755070165333,5295.172234386881,7.726902419092742,179.96401164073268,False,inf
173.417035,3.478771901740532,0.0187902588598395,5296.667829661251,7.325962863755484,0.0012440269179482,-0.4969555501456598,179.96854318845365,1802.540050208613,-3.963523775779271e-05,-0.4968591235593056,73.13176588378992,-0.1118822609835096,0.0012440269179482,-0.2335124979734472,0.0087378005678335,-0.0032022359138387,6.517911050230799,0.0032130684571008,3.478668675492538,0.0163521978117148,6.5181701496910405,-180.06139536105024,1.4566258788716728,0.0342181691829205,0.0,0.4099857951035343,1.4869967622824811,2.203963775155555,-1.2663151160463233,0.0926458631663427,0.0,0.0,1779.9500000000146,-3.3036900000000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000074,-0.0966621000000008,0.1237360000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998336679612,2.9115258310971344,5292.863607314149,-3.49699102528209,0.0,-5.071847941217718e-18,0.0,-1.2477111547470325e-18,31.475562875609043,-0.262044699507495,31.475562875609043,0.0,19.100533618160423,0.0,0.0,4476.300000000033,27.63680000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000103,999.0000000000103,3.0000000000000204,20.034675453452653,gaze,0.5452102841924304,0.3979938745908297,-154.7508672098304,238.9609631807693,1657.810046598772,31.17911069959755,-6.910187519403572,-28.69184539258331,-0.1057596648583646,0.1369094659454819,0.9849216676586872,4.671392440795898,-33.82938717125705,-6.475225221214712,-26.19012590296046,-0.0735840778410413,0.1504010497906385,0.9858828062757548,4.804136276245117,-1.3245301547371726,-6.697689655498644,-27.441643071206727,-0.0895607182513951,0.1429740485992698,0.985503167586078,4.733922481536865,3.095936677116422,True,0.0,imu,-0.4227364397973073,-9.77231860429082,1.5376553338345391,0.6741480740344223,5.552867956123953,-4.591305115261559,80.96930364357142,-25.1557247609693,137.3081585862744,5292.863607314149,-3.49699102528209,False,-0.9958351090828942,-0.0911725590178315,5295.171049496832,7.726784693754213,179.96854318845368,False,inf
173.423,-3.19316,-0.0130287,5296.65,7.32598,0.00103131,-0.49447,179.941,1804.46,-0.000401031,-0.494375,61.4089,-0.0666363,0.00103131,-0.996233,0.00289566,-0.00316259,6.4958,0.00431287,-3.19301,-0.0109082,6.49605,-180.059,1.15707,0.0451847,0.0,0.411307,1.611,0.0,-1.0,0.092725,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979998,2.82127,5292.91,-3.49571,0.0,0.0,0.0,0.0,31.4953,-0.253913,31.4953,0.0,18.4765,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,20.0214988250226,gaze,0.5942682865201672,0.3227584709126424,-157.71077325468772,242.4630737064144,1676.235077285024,30.472176348814703,-6.30771417835043,-28.60070094326001,-0.1919254160396592,0.2186154728422369,0.9645396520435786,4.7302428856055085,-34.86997931895586,-5.88009567905504,-26.349909479911524,-0.1638613822712334,0.2290342324649911,0.970084556288353,4.835307550291918,-2.134727873565004,-6.104846738561978,-27.43006158800378,-0.1588100699976222,0.219436857090672,0.9743705976823462,4.76610325267361,3.4619859825277755,True,-0.188139100064931,imu,-0.4230847152771567,-9.771977995312431,1.5377488593073254,0.6892952362968285,5.511642700161344,-4.574771940722108,80.98940701652633,-25.15303589254116,137.29870892044025,5292.91,-3.49571,False,-0.9833199330274603,-0.1818843294813236,5295.153412691319,7.727521314808178,179.941,False,inf
