Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID
gaze,384.419311,0.4972270551413576,0.5374366364950058,8.465778756441381,-27.47505961671907,1189.138673989961,32.59165197247289,-4.640307077055202,-29.01487131062378,-0.0194954404158716,-0.015701063814024,0.9996866531059116,3.863316535949707,-32.68787102538556,-5.613339472180691,-29.17325695274302,0.0334522881472218,-0.0209671956668907,0.9992203566399064,3.744076251983643,-0.04810952645633648,-5.126823274617946,-29.0940641316834,0.0069784238656751,-0.01833412974045735,0.999453504872909,3.803696393966675,6.529803253446172,True,0.0
gaze,384.439402,0.4983761760685133,0.5322216741728617,6.510450565257099,-23.15188958281506,1368.863517993607,32.63848272656663,-4.660961169376054,-28.91511375685532,-0.0184808239782263,-0.0152620416298465,0.9997127233512508,3.80843186378479,-32.7796448530698,-5.547025927773824,-29.15302486974996,0.0278841353806642,-0.0105508951951585,0.9995554780024236,3.775809288024902,-0.05934529485396034,-5.115408411596443,-29.064066722493017,0.005840039783447025,-0.015620299076479924,0.9995438027748731,3.7979084849357605,6.529803253446172,True,0.0
gaze,384.459383,0.4986330177642194,0.530650367488485,5.725698057696288,-20.35929361893378,1352.894936232371,32.65498903555561,-4.645386462370741,-28.88665644939333,-0.0194304316513272,-0.0123393587757969,0.9997350641799282,3.807119369506836,-32.83491970717245,-5.560589324902814,-29.11158708192196,0.0278360500414538,-0.0097336594755521,0.9995651105312268,3.767025470733643,-0.06955197517211431,-5.111268238943221,-29.042418403547895,0.005294296253985783,-0.014092369092878115,0.9995792309684411,3.794296463330587,4.132529813129065,True,0.0
gaze,384.479474,0.4989831238211823,0.5293075649313698,4.6122297743097,-17.68143361410529,1314.349753600508,32.68495680402497,-4.636965331035608,-28.87266043955347,-0.020894077353221,-0.0093620935223013,0.9997378600095314,3.803379535675049,-32.87386947103433,-5.582917364996198,-29.08445920734014,0.0278912911003094,-0.0093483371950894,0.9995672485993352,3.759976625442505,-0.07577806475525595,-5.110936516211392,-29.02645375852262,0.004845373908875387,-0.012908080659332424,0.9995975618024392,3.7911418676376343,2.820315644822189,True,0.0
gaze,384.499456,0.4981949020995249,0.529149709096419,6.786491667634859,-17.42661591983703,1312.179543523683,32.71189591038,-4.654465917043969,-28.8571882123628,-0.0193226212522286,-0.0097452864037801,0.9997658054268764,3.801198482513428,-32.88941308511343,-5.594697006031156,-29.06065057215111,0.0295621740143249,-0.0085941037841303,0.99952599728456,3.777477741241455,-0.07837416927754788,-5.113665505276626,-29.012946885269493,0.004900254403309939,-0.01216040354625698,0.9996072297130951,3.790781116485596,3.727893963233786,True,0.0
gaze,384.519548,0.4975850361600938,0.5290738191838816,8.393780870555565,-17.15988139186887,1299.756123423909,32.73190546756047,-4.660436848552629,-28.85676673482807,-0.0183088161035797,-0.0096436596891714,0.9997858706146456,3.800365447998047,-32.90260290120343,-5.613205543231889,-29.0417288221685,0.031056089325439,-0.0084473879996514,0.9994819462860718,3.776372909545898,-0.08582200735057625,-5.115665089531488,-28.983983614632468,0.0047792969523608505,-0.010302682367047792,0.9996433104285851,3.7877156734466553,3.664065039833685,True,0.0
gaze,384.539528,0.4972890721527736,0.5296059316057785,8.844734635703098,-17.29746478490753,1250.007391600166,32.7373936169159,-4.672223094651854,-28.8470195651716,-0.0186213857426929,-0.0109092084493644,0.999767089458355,3.799689769744873,-32.90908650967238,-5.624751044702853,-29.02871060443845,0.0325687483767486,-0.0080823580865223,0.9994368174711864,3.791965246200562,-0.08887508397590693,-5.124563793751971,-28.964742768932943,0.00523370207552263,-0.009620545338135961,0.9996368809861715,3.7884570598602294,1.9347916249874284,True,0.0
gaze,384.55962,0.4972430847979005,0.5301348885280256,8.833934877989185,-17.82978078589069,1232.625057605428,32.74141777814021,-4.68384701978002,-28.83832478463524,-0.0188048517739854,-0.0121624381504759,0.9997491948723912,3.797922372817993,-32.9163402143493,-5.63354783288653,-29.01926410656586,0.0329295006441387,-0.0079184060197139,0.9994263088559532,3.802432298660278,-0.08837426043513119,-5.135705700291271,-28.950677304921527,0.0058056051235252995,-0.00942132793002004,0.9996244138878906,3.791078042984009,1.9060992750661858,True,0.0
gaze,384.579601,0.4971280508524037,0.5307708251721597,9.036279050515272,-18.57993480905635,1220.77543416117,32.74533857284477,-4.694593971760648,-28.8312181853979,-0.0187391298252402,-0.0133713994881299,0.9997349902294717,3.798355340957642,-32.92118296157541,-5.64138961336934,-29.01252462067553,0.0333216194208459,-0.0080851260903141,0.9994119773223032,3.803689002990723,-0.08706743260725887,-5.147315789201089,-28.939339620839508,0.006564132708377029,-0.009695937416125368,0.9996085997821815,3.79494686126709,2.081604283010922,True,0.0
gaze,384.599692,0.4969928900117419,0.5315404671907676,9.243922611741803,-19.42286578171517,1203.902520244124,32.7477758530227,-4.702651388181,-28.82578031190413,-0.0188296129104474,-0.0142284007618441,0.999721460352534,3.797619104385376,-32.92319043872542,-5.650334103637457,-29.00771046901943,0.0339472385347334,-0.0088745726924422,0.999384223887586,3.802115678787231,-0.08685717370418758,-5.157698046075422,-28.930904820480475,0.0070519399945959986,-0.01017229574276296,0.9995899879350498,3.7970527172088624,1.9634262630813284,True,0.0
