ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2
409.486,0.780247,0.00783775,1895.55,8.24525,0.00275714,-0.299712,-179.825,49.9479,0.00329148,-0.299651,5.22677,-2.53717,0.00275714,0.128302,0.00289484,-0.00201715,0.180391,0.000162965,0.781141,0.00716111,0.211397,-179.825,0.183592,0.00413383,0.0,0.0,1.953,6,7.0,-0.30834,0.224609,2.30052,1873.58,3.33534,0,0.0,0,0.0,20.8453,-0.20704,20.8453,0,22.762,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.49681e-10,0.37741,6656.95,586.322,0,-7.90713e-12,0,-7.6127e-17,54.0,-0.0339632,54.0,0,1.4416,7.12992e-05,-0.306425,6868.75,-287.58,0,-2.19282e-09,0,-1.1165e-08,48.4995,0.0275798,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0802004504512,2580.4590842118696,14.522514763721174
409.502,0.772646,-0.00775445,1895.55,8.24525,0.00276538,-0.339498,-179.825,62.4493,0.00511776,-0.339431,6.99085,-2.43781,0.00276538,-0.863965,-0.00108862,-0.00223132,0.225412,0.000294988,0.77369,-0.00874437,0.246498,-179.825,-0.0839452,0.00421587,0.0,0.0,2.016,0,7.0,-0.30834,0.222791,2.31833,1873.66,3.38713,0,0.0,0,0.0,20.858,-0.208652,20.858,0,22.9242,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.1832e-10,0.377411,6656.75,586.462,0,-6.86031e-12,0,-6.61143e-17,54.0,-0.0339658,54.0,0,1.4416,7.07212e-05,-0.306424,6868.68,-287.784,0,-2.16875e-09,0,-1.11728e-08,48.4995,0.0275805,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0802004504512,2580.4590842118696,14.522514763721174
409.518,0.778646,0.00108872,1895.55,8.24524,0.00272418,-0.377486,-179.825,74.8952,0.00440322,-0.377413,8.05979,-2.31544,0.00272418,-0.636128,-0.00425052,-0.00245218,0.270214,0.000456926,0.779847,-0.000211864,0.284474,-179.825,-0.42621,0.00462842,0.0,0.0,2.07,0,7.0,-0.30834,0.220972,2.33614,1873.74,3.43891,0,0.0,0,0.0,20.8707,-0.210264,20.8707,0,23.0864,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.8696e-10,0.377413,6656.56,586.603,0,-5.8135e-12,0,-5.61016e-17,54.0,-0.0339683,54.0,0,1.44161,7.01432e-05,-0.306424,6868.61,-287.988,0,-2.14468e-09,0,-1.11806e-08,48.4995,0.0275813,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.080200447008,2580.4590842093153,14.522514577634256
409.534,0.76991,0.00638102,1895.54,8.24524,0.00262389,-0.413373,-179.825,87.2809,0.00296552,-0.413292,9.09292,-2.17665,0.00262389,-0.188404,-0.00718128,-0.00267389,0.314782,0.000623876,0.771245,0.004867,0.32431,-179.825,-0.222612,0.00503657,0.0,0.0,2.115,6,7.0,-0.30834,0.219188,2.35395,1873.81,3.4922,0,0.0,0,0.0,20.8831,-0.211859,20.8831,0,23.2484,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.93458e-10,0.377413,6656.36,586.743,0,-5.16e-12,0,-4.98512e-17,54.0,-0.0339672,54.0,0,1.44161,6.95761e-05,-0.306424,6868.54,-288.192,0,-1.69864e-09,0,-1.11885e-08,48.4995,0.0275798,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.090200446415,2580.469084208989,14.512516310330188
409.55,0.763222,-0.000454408,1895.54,8.24523,0.00248312,-0.446926,-179.825,99.6111,-0.00504892,-0.446839,9.74115,-2.02555,0.00248312,-0.580555,-0.00967015,-0.0028919,0.359134,0.000726494,0.764621,-0.00198935,0.365358,-179.825,-0.491471,0.00537265,0.0,0.0,2.151,0,7.0,-0.30834,0.217413,2.37176,1873.89,3.54588,0,0.0,0,0.0,20.8955,-0.213449,20.8955,0,23.4104,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.63675e-10,0.377413,6656.17,586.883,0,-4.61187e-12,0,-4.46087e-17,54.0,-0.033965,54.0,0,1.44161,6.9012e-05,-0.306424,6868.47,-288.396,0,-1.13957e-09,0,-1.11963e-08,48.4995,0.0275777,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0902004429718,2580.469084206434,14.512516124121955
409.566,0.765474,0.0201295,1895.54,8.24522,0.002318,-0.477994,-179.825,111.892,0.00331562,-0.4779,9.96222,-1.86701,0.002318,1.6707,-0.0105561,-0.00310135,0.403296,0.000834875,0.766968,0.0185515,0.40723,-179.825,0.607937,0.00566159,0.0,0.0,2.178,6,7.0,-0.30834,0.215638,2.38957,1873.97,3.59956,0,0.0,0,0.0,20.9079,-0.21504,20.9079,0,23.5724,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.13389e-09,0.377412,6655.97,587.023,0,-4.06373e-12,0,-3.93662e-17,54.0,-0.0339629,54.0,0,1.44161,6.84478e-05,-0.306423,6868.4,-288.6,0,-5.80495e-10,0,-1.12041e-08,48.4995,0.0275756,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0902004395284,2580.4690842038794,14.512515937920611
409.582,0.785516,0.000503623,1895.54,8.24521,0.0021327,-0.506502,-179.825,124.189,0.00105177,-0.506403,9.66187,-1.7073,0.0021327,0.256653,-0.0122174,-0.00329743,0.447505,0.0008937,0.786987,-0.00106019,0.44989,-179.825,0.0382761,0.00585887,0.0,0.0,2.196,0,7.0,-0.30834,0.213894,2.40683,1874.04,3.65444,0,0.0,0,0.0,20.92,-0.216615,20.92,0,23.7288,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.08689e-09,0.377412,6655.78,587.163,0,-3.01314e-12,0,-2.92658e-17,54.0,-0.0339665,54.0,0,1.44161,6.78933e-05,-0.306424,6868.33,-288.805,0,1.36679e-10,0,-1.12119e-08,48.4995,0.0275778,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.090200436085,2580.469084201325,14.512515751726154
409.598,0.778842,0.00941497,1895.54,8.2452,0.00194119,-0.532497,-179.825,136.739,0.000318187,-0.532392,9.70279,-1.55156,0.00194119,1.11865,-0.0121038,-0.00347968,0.492619,0.000975755,0.780316,0.00787564,0.493968,-179.825,0.381873,0.00643395,0.0,0.0,2.223,0,7.0,-0.30834,0.212165,2.42382,1874.12,3.70992,0,0.0,0,0.0,20.9321,-0.218182,20.9321,0,23.8824,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.30927e-10,0.377412,6655.58,587.303,0,-1.71053e-12,0,-1.67287e-17,54.0,-0.0339729,54.0,0,1.44161,6.73437e-05,-0.306424,6868.26,-289.009,0,9.33153e-10,0,-1.12198e-08,48.4995,0.0275822,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0902004326417,2580.4690841987704,14.512515565538585
409.614,0.766597,0.000806531,1895.54,8.24519,0.00172878,-0.555997,-179.824,149.099,0.000716941,-0.555888,9.8267,-1.39596,0.00172878,0.0531765,-0.0139303,-0.00364708,0.537045,0.0010736,0.768059,-0.000723886,0.537741,-179.824,-0.0291995,0.0068513,0.0,0.0,2.268,6,7.0,-0.30834,0.210437,2.4408,1874.19,3.7654,0,0.0,0,0.0,20.9441,-0.219749,20.9441,0,24.0359,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.74968e-10,0.377412,6655.39,587.443,0,-4.07917e-13,0,-4.19165e-18,54.0,-0.0339793,54.0,0,1.44161,6.67941e-05,-0.306425,6868.2,-289.213,0,1.72963e-09,0,-1.12276e-08,48.4995,0.0275865,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.0902004291984,2580.4690841962156,14.512515379357906
409.63,0.76527,-0.01231,1895.53,8.24518,0.00150577,-0.577031,-179.824,161.347,0.00178438,-0.576916,9.3884,-1.24343,0.00150577,-1.07044,-0.0146886,-0.00379915,0.581068,0.00112239,0.766617,-0.013787,0.581374,-179.824,-0.367793,0.0069288,0.0,0.0,2.313,6,7.0,-0.30834,0.208731,2.45695,1874.27,3.82188,0,0.0,0,0.0,20.956,-0.221204,20.956,0,24.1812,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.83419e-10,0.377411,6655.19,587.583,0,1.09784e-12,0,1.03432e-17,54.0,-0.0339802,54.0,0,1.4416,6.62519e-05,-0.306425,6868.13,-289.417,0,1.72201e-09,0,-1.12354e-08,48.4995,0.0275874,48.4995,0,-1.3032,999.0,999.0,1.0,,3381.1002004251627,2580.479084193335,14.50251692749917
409.646,0.756309,0.00190834,1895.53,8.24516,0.00129487,-0.595672,-179.824,173.506,0.00107162,-0.595553,8.97637,-1.09676,0.00129487,-0.219579,-0.0122069,-0.00393503,0.624768,0.00117977,0.757572,0.00048059,0.624867,-179.824,0.0849894,0.00782738,0.0,0.0,2.358,0,7.0,-0.30834,0.207044,2.47239,1874.34,3.87921,0,0.0,0,0.0,20.9678,-0.222565,20.9678,0,24.3194,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.50241e-09,0.37741,6655.0,587.723,0,2.7767e-12,0,2.65804e-17,54.0,-0.0339764,54.0,0,1.4416,6.5716e-05,-0.306426,6868.06,-289.621,0,1.02917e-09,0,-1.12432e-08,48.4995,0.0275854,48.4995,0,-1.30321,999.0,999.0,1.0,,3381.1002004182765,2580.4790841882264,14.502516554915564
409.662,0.743061,-0.00648877,1895.53,8.24515,0.0010856,-0.612022,-179.824,185.59,-0.000154696,-0.6119,8.52792,-0.957299,0.0010856,-1.03923,-0.013451,-0.0040544,0.668206,0.00125207,0.744172,-0.00788121,0.668219,-179.824,-0.607034,0.00837139,0.0,0.0,2.376,0,7.0,-0.30834,0.205357,2.48782,1874.42,3.93654,0,0.0,0,0.0,20.9796,-0.223926,20.9796,0,24.4576,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.0214e-09,0.37741,6654.8,587.862,0,4.45556e-12,0,4.28177e-17,54.0,-0.0339727,54.0,0,1.4416,6.51801e-05,-0.306427,6867.99,-289.825,0,3.36327e-10,0,-1.1251e-08,48.4995,0.0275833,48.4995,0,-1.30321,999.0,999.0,1.0,,3381.100200414833,2580.479084185672,14.5025163686341
409.678,0.737434,0.00281407,1895.52,8.24513,0.000883746,-0.626224,-179.824,197.61,-0.00235603,-0.626099,7.94819,-0.827413,0.000883746,0.755188,-0.0120101,-0.00415644,0.711416,0.00124393,0.738426,0.00152431,0.71142,-179.824,0.0324153,0.00833254,0.0,0.0,2.376,0,7.0,-0.30834,0.203688,2.50288,1874.49,3.99459,0,0.0,0,0.0,20.9912,-0.225256,20.9912,0,24.5919,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.21873e-09,0.377408,6654.61,588.002,0,6.65865e-12,0,6.42413e-17,54.0,-0.0339699,54.0,0,1.44159,6.46499e-05,-0.306427,6867.92,-290.029,0,2.38065e-10,0,-1.12588e-08,48.4995,0.0275807,48.4995,0,-1.30321,999.0,999.0,1.0,,3381.110200407354,2580.4890841802367,14.492517732157523
409.694,0.697109,-0.00230618,1895.52,8.24512,0.000715573,-0.638428,-179.824,209.555,0.00197635,-0.638301,7.82089,-0.706995,0.000715573,-0.025638,-0.00915321,-0.00424229,0.754363,0.00123258,0.697918,-0.00344561,0.7544,-179.824,-0.0166742,0.00871867,0.0,0.0,2.358,0,7.0,-0.30834,0.202046,2.51739,1874.56,4.05365,0,0.0,0,0.0,21.0026,-0.226546,21.0026,0,24.721,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.96575e-09,0.377407,6654.41,588.141,0,9.59568e-12,0,9.2926e-17,54.0,-0.0339685,54.0,0,1.44159,6.41277e-05,-0.306427,6867.85,-290.233,0,9.7223e-10,0,-1.12666e-08,48.4996,0.0275773,48.4996,0,-1.30321,999.0,999.0,1.0,,3381.1102004039108,2580.489084177683,14.492517545768239
409.71,0.741242,-0.0276856,1895.52,8.2451,0.000574768,-0.648795,-179.824,221.453,0.000721254,-0.648665,6.58234,-0.597303,0.000574768,-2.83615,-0.00926478,-0.00431222,0.797147,0.00123421,0.741943,-0.0288337,0.797235,-179.824,-1.21803,0.00897604,0.0,0.0,2.331,0,7.0,-0.30834,0.200403,2.5319,1874.64,4.11271,0,0.0,0,0.0,21.0141,-0.227835,21.0141,0,24.85,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.71277e-09,0.377405,6654.22,588.281,0,1.25327e-11,0,1.21611e-16,54.0,-0.033967,54.0,0,1.44158,6.36055e-05,-0.306426,6867.78,-290.436,0,1.7064e-09,0,-1.12744e-08,48.4996,0.0275738,48.4996,0,-1.30321,999.0,999.0,1.0,,3381.110200397025,2580.489084172574,14.492517173010363
409.726,0.74077,0.00794685,1895.51,8.24509,0.000431318,-0.657474,-179.824,233.274,-0.000252682,-0.657343,6.32553,-0.494666,0.000431318,0.173565,-0.00824222,-0.00436934,0.839662,0.00132512,0.741376,0.00677734,0.839806,-179.824,-0.39688,0.00970141,0.0,0.0,2.313,0,7.0,-0.30834,0.198772,2.54589,1874.71,4.17231,0,0.0,0,0.0,21.0255,-0.229093,21.0255,0,24.9737,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.46998e-09,0.377403,6654.02,588.42,0,1.38454e-11,0,1.34435e-16,54.0,-0.0339668,54.0,0,1.44157,6.30871e-05,-0.306426,6867.71,-290.64,0,1.98441e-09,0,-1.12822e-08,48.4996,0.0275732,48.4996,0,-1.3032,999.0,999.0,1.0,,3381.1202003929893,2580.4990841696936,14.48251872459002
409.742,1.53646,-0.0134567,1895.51,8.24507,0.000288797,-0.664548,-179.823,245.246,-0.00100296,-0.664415,-7.86523,-0.400148,0.000288797,-1.49207,-0.00934562,-0.00441494,0.882731,0.00134428,1.53681,-0.0157966,0.882924,-179.823,-2.25489,0.00973956,0.0,0.0,2.295,0,7.0,-0.30834,0.19717,2.55856,1874.78,4.2332,0,0.0,0,0.0,21.0366,-0.230274,21.0366,0,25.0847,0.0,0.0,1256.09,-0.0966621,0.123736,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.25214e-09,0.377399,6653.83,588.559,0,1.11797e-11,0,1.08413e-16,54.0,-0.0339694,54.0,0,1.44156,6.25777e-05,-0.306427,6867.64,-290.844,0,1.14518e-09,0,-1.129e-08,48.4996,0.0275794,48.4996,0,-1.30321,999.0,999.0,1.0,,3381.1202003861035,2580.4990841645854,14.482518351616218
