ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2,distance_to_inter_3
481.726,0.161662,0.0169084,1298.56,7.37912,-0.00236561,-0.555648,179.656,2675.62,3.69239e-05,-0.555539,-0.0778748,0.390607,-0.00236561,1.49596,-0.00153657,-0.00360672,9.63175,-0.0106775,0.161557,0.0170879,9.63223,-180.344,-0.202638,-0.109088,0.0,0.0,-2.682,0,-1.0,-0.131948,-1.54314,0.0,2365.94,-5.53647,0,-5.81252e-16,0,1.62606e-17,27.8324,-2.09071e-15,27.8324,0,0.0,-0.511747,0.0,1286.57,-41.4827,89.4612,0,0.0,0,0.0,9.3599,7.64669e-12,9.3599,0,0.0,1.03624e-09,0.377394,5754.05,323.147,0,4.74418e-12,0,4.61468e-17,54.0,-0.0339522,54.0,0,1.44154,6.35324e-10,-0.306413,6077.98,-643.98,0,4.06614e-09,0,-2.26633e-08,48.5,0.0275593,48.5,0,-1.30314,999.0,1.0,2.0,,3978.070011170685,3177.449006734858,582.4703047992871,14.009098976536627
481.742,0.145946,-0.0271902,1298.52,7.37942,-0.00240537,-0.549441,179.654,2678.52,0.000202902,-0.549333,-0.0312285,0.385979,-0.00240537,-1.76507,-0.00172089,-0.0035726,9.64221,-0.0107497,0.145911,-0.0270272,9.64268,-180.346,-1.02618,-0.110125,0.0,0.0,-2.682,0,-1.0,-0.132247,-1.5307,0.0,2366.06,-5.5362,0,-5.56066e-16,0,1.64861e-17,27.7456,5.42803e-15,27.7456,0,0.0,-0.510155,0.0,1286.57,-41.4415,89.4612,0,0.0,0,0.0,9.33069,7.6997e-12,9.33069,0,0.0,3.17893e-10,0.377393,5753.96,322.924,0,2.83938e-12,0,2.75792e-17,54.0,-0.0339565,54.0,0,1.44153,-1.11556e-10,-0.306416,6077.78,-643.897,0,5.41583e-09,0,-2.26606e-08,48.5,0.0275653,48.5,0,-1.30315,999.0,1.0,2.0,,3978.1100111930664,3177.4890067152546,582.5103044715487,13.969135517146384
481.758,0.167618,0.00177775,1298.48,7.37973,-0.00240992,-0.543295,179.652,2681.2,3.64643e-05,-0.543189,-0.318789,0.382939,-0.00240992,1.3543,0.000214568,-0.00353981,9.65188,-0.0107638,0.167633,0.00196464,9.65234,-180.348,2.20425,-0.109428,0.0,0.0,-2.682,0,-1.0,-0.132548,-1.51825,0.0,2366.18,-5.53593,0,-5.3088e-16,0,1.67116e-17,27.6588,1.29468e-14,27.6588,0,0.0,-0.508564,0.0,1286.57,-41.4003,89.4612,0,0.0,0,0.0,9.30148,7.75271e-12,9.30148,0,0.0,-4.00455e-10,0.377392,5753.87,322.701,0,9.34571e-13,0,9.01162e-18,54.0,-0.0339609,54.0,0,1.44153,-8.58437e-10,-0.306419,6077.59,-643.813,0,6.76552e-09,0,-2.26579e-08,48.5,0.0275712,48.5,0,-1.30316,999.0,1.0,2.0,,3978.1500112162203,3177.5290066950315,582.5503041337914,13.929171763349808
481.774,0.172338,-0.00695148,1298.43,7.38004,-0.00241859,-0.537188,179.651,2683.66,-0.000179153,-0.537083,-0.447158,0.380292,-0.00241859,-0.429769,-0.00154027,-0.00350735,9.66073,-0.0107471,0.172395,-0.0067599,9.66118,-180.349,0.372591,-0.109248,0.0,0.0,-2.682,0,-1.0,-0.13285,-1.50582,0.0,2366.31,-5.53566,0,-5.05645e-16,0,1.69349e-17,27.5721,1.94052e-14,27.5721,0,0.0,-0.506972,0.0,1286.57,-41.3591,89.4612,0,0.0,0,0.0,9.27228,7.74914e-12,9.27228,0,0.0,-1.06845e-09,0.377392,5753.78,322.477,0,-7.96619e-13,0,-7.86489e-18,54.0,-0.0339653,54.0,0,1.44153,-1.55046e-09,-0.306422,6077.39,-643.729,0,8.06757e-09,0,-2.26551e-08,48.5,0.0275771,48.5,0,-1.30318,999.0,1.0,2.0,,3978.2000112393694,3177.5790066748173,582.6003037910309,13.879221344211023
481.79,0.0953205,-0.0152677,1298.39,7.38035,-0.00244929,-0.531125,179.649,2685.89,8.94637e-05,-0.531021,0.449582,0.377694,-0.00244929,-0.808967,-0.00269743,-0.0034755,9.66878,-0.0107411,0.0953239,-0.0151617,9.66922,-180.351,0.775691,-0.10945,0.0,0.0,-2.682,0,-1.0,-0.133154,-1.49368,0.0,2366.43,-5.5354,0,-4.795e-16,0,1.71181e-17,27.4875,6.03076e-15,27.4875,0,0.0,-0.505391,0.0,1286.57,-41.3182,89.4612,0,0.0,0,0.0,9.24334,6.68722e-12,9.24334,0,0.0,-7.94602e-10,0.377393,5753.69,322.254,0,7.195e-13,0,6.888650000000001e-18,54.0,-0.0339714,54.0,0,1.44154,-1.21644e-09,-0.306423,6077.19,-643.645,0,8.47866e-09,0,-2.26524e-08,48.5,0.027581,48.5,0,-1.30318,999.0,1.0,2.0,,3978.240011262571,3177.6190066546555,582.6403034537024,13.83925808786381
481.806,0.124524,-0.00563561,1298.35,7.38066,-0.00248502,-0.525123,179.647,2687.98,0.000171329,-0.52502,-0.280761,0.371865,-0.00248502,0.138086,-0.00214517,-0.00344318,9.67629,-0.0107215,0.124518,-0.00549757,9.67672,-180.353,1.18541,-0.109704,0.0,0.0,-2.682,0,-1.0,-0.133459,-1.48154,0.0,2366.55,-5.53513,0,-4.53355e-16,0,1.73014e-17,27.4028,-7.34364e-15,27.4028,0,0.0,-0.50381,0.0,1286.57,-41.2774,89.4612,0,0.0,0,0.0,9.21439,5.62531e-12,9.21439,0,0.0,-5.20756e-10,0.377395,5753.61,322.031,0,2.23562e-12,0,2.16422e-17,54.0,-0.0339775,54.0,0,1.44154,-8.82428e-10,-0.306425,6076.99,-643.561,0,8.88974e-09,0,-2.26496e-08,48.5,0.027585,48.5,0,-1.30319,999.0,1.0,2.0,,3978.2800112857967,3177.659006634525,582.6803031165853,13.79929505140022
481.822,0.15078,-0.0300762,1298.3,7.38097,-0.00252976,-0.519239,179.645,2689.88,-6.74987e-05,-0.519137,-1.06781,0.364162,-0.00252976,-2.63225,-0.00380799,-0.00341111,9.68316,-0.0107253,0.150794,-0.0299091,9.68357,-180.355,-2.39579,-0.110594,0.0,0.0,-2.682,0,-1.0,-0.133766,-1.4694,0.0,2366.67,-5.53487,0,-4.2721e-16,0,1.74847e-17,27.3181,-2.0718e-14,27.3181,0,0.0,-0.502229,0.0,1286.57,-41.2365,89.4612,0,0.0,0,0.0,9.18545,4.56339e-12,9.18545,0,0.0,-2.46911e-10,0.377397,5753.52,321.807,0,3.75174e-12,0,3.63957e-17,54.0,-0.0339836,54.0,0,1.44155,-5.48412e-10,-0.306427,6076.79,-643.477,0,9.30083e-09,0,-2.26469e-08,48.5,0.027589,48.5,0,-1.3032,999.0,1.0,2.0,,3978.3300113090168,3177.7090066144037,582.7303027744832,13.749345569913494
481.838,0.113021,0.0127573,1298.26,7.38129,-0.00256316,-0.51347,179.644,2691.62,0.00012287,-0.513369,-0.579705,0.357035,-0.00256316,1.72296,-0.00141933,-0.00338012,9.68943,-0.0107197,0.112998,0.0128824,9.68984,-180.356,0.977736,-0.109586,0.0,0.0,-2.682,0,-1.0,-0.134074,-1.45755,0.0,2366.79,-5.53461,0,-4.00454e-16,0,1.76284e-17,27.2355,-1.0388e-14,27.2355,0,0.0,-0.500662,0.0,1286.57,-41.1961,89.4612,0,0.0,0,0.0,9.15679,1.0315e-12,9.15679,0,0.0,2.89491e-10,0.377395,5753.43,321.584,0,3.90943e-12,0,3.79473e-17,54.0,-0.0339781,54.0,0,1.44154,-1.55579e-10,-0.306428,6076.59,-643.393,0,7.93612e-09,0,-2.26441e-08,48.5,0.0275867,48.5,0,-1.3032,999.0,1.0,2.0,,3978.3700113330437,3177.74900659369,582.7703024276066,13.709382527455453
481.854,0.0932733,-0.00827157,1298.22,7.38161,-0.00260009,-0.507805,179.642,2693.22,0.000339474,-0.507705,-0.257983,0.351618,-0.00260009,-0.789187,-0.00405802,-0.00335065,9.6952,-0.0107472,0.0932828,-0.00816815,9.69559,-180.358,-1.58647,-0.110499,0.0,0.0,-2.691,0,-1.0,-0.134384,-1.44573,0.0,2366.91,-5.53435,0,-3.73649e-16,0,1.7769e-17,27.1531,1.81036e-15,27.1531,0,0.0,-0.499096,0.0,1286.57,-41.1557,89.4612,0,0.0,0,0.0,9.12817,-2.69506e-12,9.12817,0,0.0,8.46588e-10,0.377394,5753.34,321.361,0,3.96005e-12,0,3.84583e-17,54.0,-0.0339717,54.0,0,1.44154,2.41889e-10,-0.306428,6076.39,-643.309,0,6.43145e-09,0,-2.26414e-08,48.5,0.0275839,48.5,0,-1.3032,999.0,1.0,2.0,,3978.410011357096,3177.7890065730085,582.8103020809533,13.669419708681925
481.87,0.0643222,-0.0106215,1298.17,7.38192,-0.00266661,-0.502222,179.64,2694.68,-3.86586e-05,-0.502122,0.117642,0.346795,-0.00266661,-0.0384841,-0.00412502,-0.00332224,9.70046,-0.010735,0.0643473,-0.0105504,9.70085,-180.36,1.05836,-0.110156,0.0,0.0,-2.691,0,-1.0,-0.134696,-1.4339,0.0,2367.03,-5.53408,0,-3.46844e-16,0,1.79096e-17,27.0707,1.40087e-14,27.0707,0,0.0,-0.49753,0.0,1286.57,-41.1153,89.4612,0,0.0,0,0.0,9.09954,-6.42163e-12,9.09954,0,0.0,1.40368e-09,0.377392,5753.25,321.138,0,4.01067e-12,0,3.89694e-17,54.0,-0.0339653,54.0,0,1.44153,6.39357e-10,-0.306429,6076.2,-643.225,0,4.92678e-09,0,-2.26386e-08,48.5,0.0275812,48.5,0,-1.30321,999.0,1.0,2.0,,3978.460011380389,3177.8390065529825,582.8603017395217,13.619471188207092
481.886,0.12293,-0.0171777,1298.13,7.38224,-0.00271698,-0.496732,179.638,2696.04,2.81265e-05,-0.496633,-1.484,0.338146,-0.00271698,-1.51258,-0.00257282,-0.00329296,9.70538,-0.010728,0.122881,-0.0170415,9.70576,-180.362,-0.387648,-0.110888,0.0,0.0,-2.691,0,-1.0,-0.135009,-1.42231,-0.00057311,2367.15,-5.53383,0,-3.19641e-16,0,1.80238e-17,26.9899,5.1607e-05,26.9899,0,-0.00441042,-0.495978,0.0,1286.57,-41.0752,89.4612,0,0.0,0,0.0,9.07112,-3.75951e-12,9.07112,0,0.0,1.15551e-09,0.377392,5753.17,320.914,0,3.56641e-12,0,3.46524e-17,54.0,-0.0339688,54.0,0,1.44153,5.75598e-10,-0.306429,6076.0,-643.141,0,5.87128e-09,0,-2.26359e-08,48.5,0.0275824,48.5,0,-1.3032,999.0,1.0,2.0,,3978.5000114044915,3177.8790065323656,582.900301393315,13.579508891620641
481.902,0.108386,0.0176875,1298.09,7.38256,-0.0027592,-0.491415,179.637,2697.26,-1.72545e-05,-0.491317,-1.18002,0.326967,-0.0027592,2.48877,-0.00175853,-0.00326388,9.70976,-0.0107353,0.108361,0.0178074,9.71013,-180.363,2.00173,-0.109915,0.0,0.0,-2.691,0,-1.0,-0.135323,-1.41078,-0.00128865,2367.27,-5.53358,0,-2.92338e-16,0,1.81315e-17,26.9095,0.00011604,26.9095,0,-0.00991695,-0.494429,0.0,1286.57,-41.0352,89.4612,0,0.0,0,0.0,9.04275,4.9035e-13,9.04275,0,0.0,7.07208e-10,0.377391,5753.08,320.691,0,2.99917e-12,0,2.91354e-17,54.0,-0.0339747,54.0,0,1.44153,3.97213e-10,-0.306428,6075.8,-643.056,0,7.42446e-09,0,-2.26331e-08,48.5,0.0275847,48.5,0,-1.3032,999.0,1.0,2.0,,3978.540011428619,3177.9190065117823,582.9403010473317,13.539546825267044
481.918,0.0194652,0.000564058,1298.04,7.38289,-0.00279868,-0.486251,179.635,2698.35,0.000214671,-0.486154,0.115279,0.319281,-0.00279868,0.354065,-0.00115226,-0.00323724,9.71371,-0.0107663,0.0194442,0.00058573,9.71408,-180.365,0.0485382,-0.11047,0.0,0.0,-2.691,0,-1.0,-0.135639,-1.39925,-0.0020042,2367.39,-5.53333,0,-2.65035e-16,0,1.82391e-17,26.8291,0.000180472,26.8291,0,-0.0154235,-0.492881,0.0,1286.57,-40.9951,89.4612,0,0.0,0,0.0,9.01437,4.74021e-12,9.01437,0,0.0,2.58904e-10,0.377391,5752.99,320.467,0,2.43193e-12,0,2.36185e-17,54.0,-0.0339806,54.0,0,1.44153,2.18827e-10,-0.306427,6075.6,-642.972,0,8.97764e-09,0,-2.26304e-08,48.5,0.0275869,48.5,0,-1.3032,999.0,1.0,2.0,,3978.5900114535016,3177.9690064905717,582.9903006862568,13.489598243539357
481.934,0.0694569,-0.00284786,1298.0,7.38321,-0.00281688,-0.481207,179.633,2699.38,8.98705e-06,-0.481111,-0.502313,0.312123,-0.00281688,-0.239641,-0.00076999,-0.00321159,9.71741,-0.0107871,0.0694765,-0.00277082,9.71777,-180.367,-0.279845,-0.110611,0.0,0.0,-2.691,0,-1.0,-0.135956,-1.38791,-0.00439262,2367.51,-5.5331,0,-2.3754e-16,0,1.83446e-17,26.7501,0.000395354,26.7501,0,-0.0339911,-0.49134,0.0,1286.57,-40.9554,89.4612,0,0.0,0,0.0,8.9862,5.77424e-12,8.9862,0,0.0,4.09246e-10,0.377391,5752.9,320.244,0,2.22867e-12,0,2.16481e-17,54.0,-0.0339771,54.0,0,1.44153,3.07499e-10,-0.306428,6075.4,-642.888,0,8.74599e-09,0,-2.26276e-08,48.5,0.0275847,48.5,0,-1.3032,999.0,1.0,2.0,,3978.63001147768,3178.009006470055,583.030300340732,13.44963671197483
481.95,0.0608527,-0.0167006,1297.96,7.38354,-0.00283846,-0.476269,179.631,2700.3,2.18828e-05,-0.476173,-0.38691,0.305686,-0.00283846,-0.854617,-0.00117746,-0.00318694,9.72071,-0.010807,0.0609284,-0.0166332,9.72107,-180.369,0.23723,-0.110799,0.0,0.0,-2.691,0,-1.0,-0.136275,-1.37667,-0.00758487,2367.63,-5.53289,0,-2.09952e-16,0,1.84491e-17,26.6717,0.000682527,26.6717,0,-0.0588345,-0.489804,0.0,1286.57,-40.9158,89.4612,0,0.0,0,0.0,8.95813,5.26305e-12,8.95813,0,0.0,8.47236e-10,0.377391,5752.82,320.02,0,2.20032e-12,0,2.13817e-17,54.0,-0.0339691,54.0,0,1.44153,5.24491e-10,-0.306429,6075.2,-642.803,0,7.65674e-09,0,-2.26248e-08,48.5,0.0275803,48.5,0,-1.30321,999.0,1.0,2.0,,3978.6700115026442,3178.049006448933,583.070299985286,13.40967488985479
481.966,0.100987,0.000686243,1297.91,7.38386,-0.00283959,-0.471445,179.63,2701.14,-0.000116866,-0.47135,-1.47341,0.296351,-0.00283959,0.435237,0.000942966,-0.00316197,9.72376,-0.0108345,0.100995,0.00079874,9.7241,-180.37,0.050483,-0.110954,0.0,0.00321611,-2.691,0,-1.0,-0.136595,-1.36543,-0.0107771,2367.74,-5.53267,0,-1.82364e-16,0,1.85536e-17,26.5934,0.0009697,26.5934,0,-0.0836779,-0.488267,0.0,1286.57,-40.8761,89.4612,0,0.0,0,0.0,8.93005,4.75187e-12,8.93005,0,0.0,1.28523e-09,0.377392,5752.73,319.797,0,2.17196e-12,0,2.11153e-17,54.0,-0.0339611,54.0,0,1.44153,7.41484e-10,-0.306431,6075.01,-642.719,0,6.56749e-09,0,-2.26221e-08,48.5,0.0275759,48.5,0,-1.30322,999.0,1.0,2.0,,3978.7200115268456,3178.099006428463,583.1202996350748,13.359727840775921
481.982,0.0769656,-0.0121494,1297.87,7.38419,-0.00283295,-0.466792,179.628,2701.86,-0.000100759,-0.466697,-0.936667,0.285903,-0.00283295,-0.460738,-8.0915e-05,-0.00313742,9.72637,-0.010869,0.0770204,-0.0120635,9.72671,-180.372,0.82513,-0.110474,0.0,0.00650717,-2.691,0,-1.0,-0.136917,-1.35434,-0.0151235,2367.86,-5.5325,0,-1.54685e-16,0,1.86661e-17,26.5161,0.00136095,26.5161,0,-0.117814,-0.486741,0.0,1286.58,-40.8367,89.4612,0,0.0,0,0.0,8.90212,4.47944e-12,8.90212,0,0.0,1.13317e-09,0.377392,5752.64,319.573,0,1.24305e-12,0,1.20862e-17,54.0,-0.0339594,54.0,0,1.44153,6.44825e-10,-0.306432,6074.81,-642.634,0,5.66016e-09,0,-2.26193e-08,48.5,0.0275759,48.5,0,-1.30322,999.0,1.0,2.0,,3978.7600115518626,3178.13900640741,583.1602992801004,13.31976656612638
481.998,0.0608969,0.0056401,1297.83,7.38452,-0.00284085,-0.462296,179.626,2702.53,0.000100564,-0.462203,-0.733276,0.276678,-0.00284085,0.69234,0.000147819,-0.00311427,9.72878,-0.0108239,0.0609494,0.00570757,9.72911,-180.374,-0.151908,-0.11049,0.0,0.0163803,-2.691,0,-1.0,-0.13724,-1.34339,-0.0204132,2367.98,-5.53236,0,-1.2693e-16,0,1.87852e-17,26.4397,0.00183725,26.4397,0,-0.159544,-0.485222,0.0,1286.58,-40.7975,89.4612,0,0.0,0,0.0,8.8743,4.40216e-12,8.8743,0,0.0,4.98857e-10,0.377391,5752.55,319.35,0,-4.21908e-13,0,-4.10473e-18,54.0,-0.0339629,54.0,0,1.44153,2.91815e-10,-0.306431,6074.61,-642.549,0,4.90151e-09,0,-2.26165e-08,48.5,0.0275795,48.5,0,-1.30322,999.0,1.0,2.0,,3978.8000115769064,3178.1790063863914,583.200298925361,13.279805532853224
482.014,0.0274712,-0.0125437,1297.79,7.38485,-0.00285538,-0.457937,179.624,2703.12,-1.60349e-05,-0.457844,-0.242959,0.268947,-0.00285538,-0.968054,-0.00172054,-0.00309216,9.73091,-0.0108228,0.0274915,-0.0125132,9.73123,-180.376,-0.605381,-0.110722,0.0,0.0262535,-2.691,0,-1.0,-0.137564,-1.33243,-0.0257029,2368.1,-5.53221,0,-9.9175e-17,0,1.89042e-17,26.3633,0.00231356,26.3633,0,-0.201275,-0.483704,0.0,1286.58,-40.7582,89.4612,0,0.0,0,0.0,8.84649,4.32487e-12,8.84649,0,0.0,-1.35455e-10,0.377391,5752.47,319.126,0,-2.08686e-12,0,-2.02957e-17,54.0,-0.0339664,54.0,0,1.44153,-6.11946e-11,-0.306431,6074.41,-642.464,0,4.14287e-09,0,-2.26137e-08,48.5,0.0275831,48.5,0,-1.30321,999.0,1.0,2.0,,3978.8400116019775,3178.219006365408,583.240298570857,13.239844743141822
482.03,0.0591984,0.0116769,1297.74,7.38518,-0.0028736,-0.453699,179.622,2703.68,-0.000198314,-0.453607,-0.918628,0.261052,-0.0028736,1.59356,-0.000790246,-0.00307074,9.73292,-0.0108288,0.0592065,0.0117426,9.73324,-180.378,-0.0695822,-0.110682,0.0,0.0427088,-2.691,0,-1.0,-0.13789,-1.55805,-0.0315468,2368.21,-5.53211,0,-7.15481e-17,0,1.9027e-17,26.2452,0.00283937,26.2452,0,-0.248345,-0.482191,0.0,1286.58,-40.7191,89.4612,0,0.0,0,0.0,8.81879,3.15744e-12,8.81879,0,0.0,-4.12937e-10,0.377392,5752.38,318.902,0,-3.07273e-12,0,-2.98821e-17,54.0,-0.0339664,54.0,0,1.44153,-1.67782e-10,-0.30643,6074.21,-642.379,0,4.24061e-09,0,-2.26109e-08,48.5,0.0275824,48.5,0,-1.30321,999.0,1.0,2.0,,3978.890011627046,3178.26900634444,583.2902982114757,13.189898516379923
482.046,-0.0359621,-0.00611782,1297.7,7.38552,-0.00288635,-0.449594,179.621,2704.16,0.000146362,-0.449503,0.067599,0.25164,-0.00288635,-0.170649,-0.00143756,-0.00304961,9.73466,-0.0108519,-0.0360467,-0.00615743,9.73497,-180.379,-0.0290076,-0.111025,0.0,0.0624551,-2.7,0,-1.0,-0.138217,-2.10323,-0.0381392,2368.33,-5.53207,0,-4.40938e-17,0,1.91548e-17,26.0708,0.00343204,26.0708,0,-0.302627,-0.480685,0.0,1286.58,-40.6803,89.4612,0,0.0,0,0.0,8.79127,5.17464e-13,8.79127,0,0.0,-2.08421e-10,0.377393,5752.29,318.679,0,-3.1413e-12,0,-3.05471e-17,54.0,-0.0339616,54.0,0,1.44154,5.84935e-11,-0.30643,6074.02,-642.294,0,5.49513e-09,0,-2.26082e-08,48.5,0.027576,48.5,0,-1.30321,999.0,1.0,2.0,,3978.9300116529357,3178.3090063228956,583.3302978473433,13.149937757662666
482.062,-0.00366143,-0.00578713,1297.66,7.38585,-0.00291031,-0.445659,179.619,2704.64,0.000289545,-0.445568,-0.370307,0.240553,-0.00291031,0.124062,-0.0016839,-0.00302869,9.73641,-0.0108625,-0.00371844,-0.00579087,9.73672,-180.381,-1.24836,-0.111691,0.0,0.0723283,-2.7,0,-1.0,-0.138546,-2.64841,-0.0447316,2368.44,-5.53203,0,-1.66395e-17,0,1.92825e-17,25.8964,0.00402471,25.8964,0,-0.356909,-0.479179,0.0,1286.58,-40.6415,89.4612,0,0.0,0,0.0,8.76375,-2.12251e-12,8.76375,0,0.0,-3.90544e-12,0.377395,5752.21,318.455,0,-3.20987e-12,0,-3.12121e-17,54.0,-0.0339569,54.0,0,1.44154,2.84769e-10,-0.30643,6073.82,-642.209,0,6.74966e-09,0,-2.26054e-08,48.5,0.0275695,48.5,0,-1.30321,999.0,1.0,2.0,,3978.970011678088,3178.3490063020176,583.370297493558,13.109977784973672
482.078,0.0323249,-0.00120416,1297.61,7.38619,-0.00292309,-0.441911,179.617,2705.12,0.000216544,-0.441821,-0.525598,0.22955,-0.00292309,0.486288,0.000400407,-0.00300887,9.73813,-0.0108738,0.0323699,-0.0011683,9.73843,-180.383,0.197264,-0.111386,0.0,0.0887836,-2.7,0,-1.0,-0.138876,-3.06559,-0.0513412,2368.55,-5.53203,0,1.06491e-17,0,1.94083e-17,25.7156,0.00461988,25.7156,0,-0.41218,-0.477679,0.0,1286.58,-40.6027,89.4612,0,0.0,0,0.0,8.73631,-3.84606e-12,8.73631,0,0.0,2.15051e-11,0.377396,5752.12,318.232,0,-3.35499e-12,0,-3.26137e-17,54.0,-0.0339578,54.0,0,1.44155,3.1551e-10,-0.30643,6073.62,-642.124,0,7.2767e-09,0,-2.26026e-08,48.5,0.0275691,48.5,0,-1.30321,999.0,1.0,2.0,,3979.020011704005,3178.3990062805265,583.4202971248225,13.06003208786634
482.094,0.00224055,-0.00513139,1297.57,7.38653,-0.00292208,-0.438312,179.615,2705.56,-0.00011029,-0.438222,-0.0634277,0.221226,-0.00292208,0.506957,0.000304692,-0.0029906,9.73971,-0.0108776,0.00226005,-0.00512896,9.74001,-180.385,2.10509,-0.110855,0.0,0.0920746,-2.7,0,-1.0,-0.139208,-3.1833,-0.0579911,2368.67,-5.53211,0,3.75501e-17,0,1.95295e-17,25.5198,0.00522088,25.5198,0,-0.469765,-0.476191,0.0,1286.58,-40.5643,89.4612,0,0.0,0,0.0,8.70904,-3.42572e-12,8.70904,0,0.0,-3.72081e-10,0.377396,5752.03,318.008,0,-3.67921e-12,0,-3.57382e-17,54.0,-0.0339719,54.0,0,1.44155,-1.11182e-10,-0.306431,6073.42,-642.039,0,6.10186e-09,0,-2.25998e-08,48.5,0.027583,48.5,0,-1.30322,999.0,1.0,2.0,,3979.0600117299796,3178.439006259092,583.4602967614343,13.020072157284666
482.11,0.0235023,0.00451588,1297.53,7.38687,-0.00292511,-0.434836,179.614,2706.01,-0.000159104,-0.434747,-0.423823,0.213476,-0.00292511,1.18542,-4.76198e-05,-0.00297341,9.74135,-0.0108597,0.0235244,0.00454193,9.74164,-180.386,1.19666,-0.111085,0.0,0.0986568,-2.7,0,5.0,-0.139332,-3.30101,-0.064641,2368.78,-5.53219,0,6.44511e-17,0,1.96507e-17,25.3241,0.00582188,25.3241,0,-0.52735,-0.474702,0.0,1286.58,-40.5258,89.4612,0,0.0,0,0.0,8.68177,-3.00538e-12,8.68177,0,0.0,-7.65668e-10,0.377397,5751.95,317.784,0,-4.00342e-12,0,-3.88627e-17,54.0,-0.0339861,54.0,0,1.44155,-5.37874e-10,-0.306433,6073.22,-641.954,0,4.92702e-09,0,-2.2597e-08,48.5,0.0275968,48.5,0,-1.30322,999.0,1.0,2.0,,3979.1000117559825,3178.479006237694,583.5002963982939,12.980112482444069
482.126,0.0540155,-0.000235737,1297.48,7.38721,-0.00292009,-0.4315,179.612,2706.47,0.000119054,-0.431412,-1.14418,0.202934,-0.00292009,1.38202,0.00249303,-0.00295607,9.74299,-0.0109306,0.0540105,-0.000175099,9.74328,-180.388,2.18388,-0.111103,0.0,0.111821,-2.7,0,5.0,-0.139332,-3.40283,-0.0713928,2368.89,-5.5323,0,9.12211e-17,0,1.97693e-17,25.1276,0.0064307,25.1276,0,-0.586305,-0.473215,0.0,1286.58,-40.4874,89.4612,0,0.0,0,0.0,8.65455,-2.46828e-12,8.65455,0,0.0,-8.8891e-10,0.377397,5751.86,317.56,0,-4.07008e-12,0,-3.94963e-17,54.0,-0.0339939,54.0,0,1.44155,-7.19619e-10,-0.306434,6073.03,-641.869,0,4.01698e-09,0,-2.25942e-08,48.5,0.0276047,48.5,0,-1.30323,999.0,1.0,2.0,,3979.150011781984,3178.529006216313,583.5502960303285,12.930167878419116
482.142,0.0323905,-0.0348795,1297.44,7.38755,-0.00289604,-0.428367,179.61,2706.92,0.000200348,-0.428279,-0.849796,0.189426,-0.00289604,-2.77805,0.000127559,-0.00293845,9.74464,-0.010971,0.0324199,-0.034843,9.74493,-180.39,-0.502228,-0.111553,0.0,0.118403,-2.7,0,5.0,-0.139332,-3.42752,-0.0786388,2369.0,-5.53253,0,1.17356e-16,0,1.98759e-17,24.9274,0.00707747,24.9274,0,-0.651909,-0.471734,0.0,1286.58,-40.4493,89.4612,0,0.0,0,0.0,8.62755,-1.36472e-12,8.62755,0,0.0,2.99425e-10,0.377398,5751.77,317.336,0,-2.88723e-12,0,-2.80458e-17,54.0,-0.0339709,54.0,0,1.44155,2.86993e-10,-0.306434,6072.83,-641.783,0,4.3916e-09,0,-2.25914e-08,48.5,0.0275839,48.5,0,-1.30323,999.0,1.0,2.0,,3979.1900118080443,3178.5690061949895,583.5902956676905,12.890208799802368
