ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2,distance_to_inter_3
480.622,-1.06965,0.0176265,1301.12,7.36319,-0.00128181,-0.59915,179.762,1895.13,0.00020535,-0.599038,30.6745,-0.0252765,-0.00128181,1.8774,-0.000650475,-0.00373506,6.82212,-0.00770357,-1.06956,0.0164184,6.82248,-180.238,-1.07006,-0.0782658,0.0,0.542949,-2.673,0,-1.0,-0.116418,-2.58025,0.0,2356.33,-5.5574,0,-1.16574e-16,0,-3.68647e-18,35.9497,3.27602e-15,35.9497,0,0.0,-0.63485,0.0,1286.54,-44.6707,89.4612,0,0.0,0,0.0,11.615,4.20631e-12,11.615,0,0.0,1.65902e-09,0.377393,5760.38,338.448,0,-1.40912e-12,0,-1.38182e-17,54.0,-0.0339352,54.0,0,1.44153,8.88563e-10,-0.306433,6091.76,-649.574,0,3.06211e-09,0,-2.28464e-08,48.5,0.0275576,48.5,0,-1.30322,999.0,1.0,2.0,,3975.510010015218,3174.889007818273,579.9103227322964,16.566994549286775
480.638,-0.460949,0.00381582,1301.09,7.36335,-0.00132314,-0.599679,179.761,1907.11,-0.000188989,-0.599567,20.6966,-0.0272547,-0.00132314,1.12809,-0.00358385,-0.00373904,6.86524,-0.00773322,-0.460771,0.00329636,6.8656,-180.239,1.35094,-0.0781726,0.0,0.539658,-2.673,0,-1.0,-0.116575,-2.58259,0.0,2356.49,-5.55706,0,-1.17253e-16,0,-3.59762e-18,35.8005,-7.50963e-16,35.8005,0,0.0,-0.632872,0.0,1286.54,-44.6195,89.4612,0,0.0,0,0.0,11.5788,4.96334e-12,11.5788,0,0.0,4.87609e-10,0.377393,5760.28,338.227,0,-1.90128e-12,0,-1.85932e-17,54.0,-0.033953,54.0,0,1.44154,1.65009e-10,-0.306432,6091.56,-649.495,0,2.10873e-09,0,-2.28438e-08,48.5,0.0275722,48.5,0,-1.30322,999.0,1.0,2.0,,3975.5400100265024,3174.919007806974,579.9403225468311,16.53701652422524
480.654,-0.546761,-0.0281744,1301.06,7.36351,-0.00136612,-0.60018,179.759,1918.95,-0.000172203,-0.600068,22.1658,-0.0248288,-0.00136612,-1.90184,-0.00223937,-0.00374376,6.90785,-0.00784075,-0.546587,-0.0287952,6.90823,-180.241,0.701677,-0.0787324,0.0,0.542949,-2.673,0,-1.0,-0.116733,-2.58492,0.0,2356.65,-5.55671,0,-1.17928e-16,0,-3.50877e-18,35.6512,-4.59366e-15,35.6512,0,0.0,-0.630896,0.0,1286.54,-44.5684,89.4612,0,0.0,0,0.0,11.5425,5.58256e-12,11.5425,0,0.0,-8.08231e-10,0.377394,5760.19,338.006,0,-2.3606e-12,0,-2.30468e-17,54.0,-0.0339734,54.0,0,1.44154,-6.36521e-10,-0.306431,6091.36,-649.416,0,1.16111e-09,0,-2.28412e-08,48.5,0.0275888,48.5,0,-1.30322,999.0,1.0,2.0,,3975.5700100377935,3174.9490077956843,579.9703223614292,16.5070385805601
480.67,-0.148151,-0.00930446,1301.03,7.36368,-0.00139989,-0.600645,179.758,1930.95,-1.1669e-05,-0.600533,15.4258,-0.0242621,-0.00139989,-0.908321,-0.00266644,-0.00374774,6.95104,-0.00787262,-0.14802,-0.0094724,6.95141,-180.242,-2.39383,-0.0800342,0.0,0.542949,-2.673,0,-1.0,-0.116893,-2.58725,0.0,2356.8,-5.55637,0,-1.18604e-16,0,-3.4199200000000004e-18,35.5019,-8.43636e-15,35.5019,0,0.0,-0.628919,0.0,1286.54,-44.5172,89.4612,0,0.0,0,0.0,11.5062,6.20179e-12,11.5062,0,0.0,-2.10407e-09,0.377395,5760.09,337.786,0,-2.81993e-12,0,-2.75005e-17,54.0,-0.0339938,54.0,0,1.44154,-1.43805e-09,-0.30643,6091.16,-649.337,0,2.13496e-10,0,-2.28386e-08,48.5,0.0276053,48.5,0,-1.30321,999.0,1.0,2.0,,3975.6000100498018,3174.979007783703,580.0003221655505,16.477060277318902
480.686,1.31103,0.0083962,1301.0,7.36385,-0.00143646,-0.601098,179.757,1943.62,-0.000172931,-0.600985,-9.6452,-0.0290136,-0.00143646,0.890535,-0.00254917,-0.00375143,6.99664,-0.00789102,1.31102,0.00987491,6.99702,-180.243,-1.4946,-0.08026,0.0,0.546241,-2.673,0,-1.0,-0.11706,-2.5812,0.0,2356.96,-5.55603,0,-1.19246e-16,0,-3.3316e-18,35.3541,-1.50959e-14,35.3541,0,0.0,-0.626953,0.0,1286.54,-44.4665,89.4612,0,0.0,0,0.0,11.4704,4.34063e-12,11.4704,0,0.0,-1.10368e-09,0.377395,5760.0,337.565,0,-4.29018e-12,0,-4.16741e-17,54.0,-0.0339777,54.0,0,1.44154,-6.37077e-10,-0.30643,6090.96,-649.258,0,3.87515e-10,0,-2.2836e-08,48.5,0.0275918,48.5,0,-1.30321,999.0,1.0,2.0,,3975.630010061817,3175.0090077717296,580.0303219697419,16.447082054957388
480.702,0.769693,0.0121944,1300.97,7.36402,-0.001472,-0.601519,179.755,1955.45,-6.54298e-06,-0.601406,-0.622321,-0.0268396,-0.001472,1.12449,-0.00161007,-0.00375407,7.03925,-0.00797042,0.76964,0.013066,7.03963,-180.245,-0.225816,-0.0807392,0.0,0.542949,-2.673,0,-1.0,-0.117224,-2.57314,0.0,2357.12,-5.55569,0,-1.19881e-16,0,-3.2434e-18,35.2067,-2.24315e-14,35.2067,0,0.0,-0.62499,0.0,1286.54,-44.4159,89.4612,0,0.0,0,0.0,11.4345,1.88413e-12,11.4345,0,0.0,4.47844e-10,0.377396,5759.91,337.345,0,-6.00307e-12,0,-5.81807e-17,54.0,-0.0339528,54.0,0,1.44155,5.48527e-10,-0.306429,6090.76,-649.18,0,8.3075e-10,0,-2.28335e-08,48.5,0.0275712,48.5,0,-1.30321,999.0,1.0,2.0,,3975.660010073839,3175.0390077597663,580.0603217740033,16.417103913918623
480.718,0.690658,0.0433424,1300.94,7.36419,-0.00150451,-0.60198,179.754,1967.46,0.000567647,-0.601867,0.892657,-0.0294302,-0.00150451,4.31252,-0.00115656,-0.00375529,7.08248,-0.007987,0.690609,0.0441213,7.08286,-180.246,6.26251,-0.0795468,0.0,0.546241,-2.682,0,-1.0,-0.117389,-2.56508,0.0,2357.27,-5.55535,0,-1.20515e-16,0,-3.1551900000000002e-18,35.0593,-2.97671e-14,35.0593,0,0.0,-0.623027,0.0,1286.54,-44.3654,89.4612,0,0.0,0,0.0,11.3987,-5.72366e-13,11.3987,0,0.0,1.99937e-09,0.377397,5759.81,337.124,0,-7.71597e-12,0,-7.46873e-17,54.0,-0.0339279,54.0,0,1.44155,1.73413e-09,-0.306428,6090.56,-649.101,0,1.27398e-09,0,-2.28309e-08,48.5,0.0275505,48.5,0,-1.3032,999.0,1.0,2.0,,3975.690010085869,3175.069007747812,580.0903215783349,16.387125854648918
480.734,0.535444,-0.0365332,1300.91,7.36436,-0.00153054,-0.602456,179.753,1979.47,-1.05685e-05,-0.602343,3.62096,-0.028903,-0.00153054,-3.19447,-0.0018631,-0.00375835,7.12572,-0.00811597,0.535507,-0.0359233,7.12611,-180.247,-2.82078,-0.0825479,0.0,0.542949,-2.682,0,-1.0,-0.117551,-2.55024,0.0,2357.42,-5.55502,0,-1.21124e-16,0,-3.0673e-18,34.9139,-2.90146e-14,34.9139,0,0.0,-0.621083,0.0,1286.54,-44.3151,89.4612,0,0.0,0,0.0,11.3631,-2.82379e-12,11.3631,0,0.0,1.21216e-09,0.377398,5759.72,336.903,0,-6.47429e-12,0,-6.26806e-17,54.0,-0.0339367,54.0,0,1.44156,1.14055e-09,-0.306428,6090.36,-649.022,0,1.13533e-09,0,-2.28283e-08,48.5,0.0275566,48.5,0,-1.3032,999.0,1.0,2.0,,3975.7200100979057,3175.0990077358674,580.1203213827365,16.357147877597853
480.75,1.19189,0.00777277,1300.88,7.36453,-0.00155458,-0.602921,179.751,1991.37,-0.000111362,-0.602808,-7.1829,-0.0318325,-0.00155458,0.885406,-0.00148433,-0.00376135,7.16853,-0.00812035,1.19198,0.00912287,7.16892,-180.249,-1.6594,-0.0825711,0.0,0.542949,-2.682,0,-1.0,-0.117719,-2.53225,0.0,2357.58,-5.55468,0,-1.21721e-16,0,-2.97955e-18,34.7695,-2.4492e-14,34.7695,0,0.0,-0.619147,0.0,1286.54,-44.265,89.4612,0,0.0,0,0.0,11.3276,-4.97963e-12,11.3276,0,0.0,-6.65201e-10,0.3774,5759.62,336.683,0,-3.8554e-12,0,-3.7383e-17,54.0,-0.0339613,54.0,0,1.44156,-2.82371e-10,-0.306429,6090.16,-648.943,0,7.25446e-10,0,-2.28257e-08,48.5,0.0275752,48.5,0,-1.3032,999.0,1.0,2.0,,3975.750010109949,3175.129007723932,580.1503211872081,16.327169983218308
480.766,0.849609,-0.00392187,1300.84,7.36471,-0.00158146,-0.603408,179.75,2003.78,0.000182998,-0.603294,-1.29876,-0.0292906,-0.00158146,-0.175186,-0.00186829,-0.00376532,7.2132,-0.00822809,0.849702,-0.00295279,7.21359,-180.25,-2.9533,-0.083708,0.0,0.542949,-2.682,0,-1.0,-0.117895,-2.51425,0.0,2357.73,-5.55435,0,-1.22318e-16,0,-2.8918e-18,34.625,-1.99695e-14,34.625,0,0.0,-0.617212,0.0,1286.54,-44.2148,89.4612,0,0.0,0,0.0,11.2921,-7.13546e-12,11.2921,0,0.0,-2.54257e-09,0.377402,5759.53,336.462,0,-1.23651e-12,0,-1.20853e-17,54.0,-0.0339858,54.0,0,1.44157,-1.70529e-09,-0.306429,6089.96,-648.863,0,3.1556e-10,0,-2.28231e-08,48.5,0.0275938,48.5,0,-1.30321,999.0,1.0,2.0,,3975.790010122688,3175.1690077112844,580.1903209756986,16.28720166769291
480.782,0.77927,0.00474753,1300.81,7.36489,-0.00160093,-0.603849,179.749,2015.92,-5.36756e-05,-0.603735,-0.181795,-0.0263404,-0.00160093,1.02239,-0.000760356,-0.00376985,7.2569,-0.00822057,0.779316,0.00563026,7.2573,-180.251,2.80378,-0.0827203,0.0,0.546241,-2.682,0,-1.0,-0.118067,-2.49547,0.0,2357.88,-5.55402,0,-1.22892e-16,0,-2.80506e-18,34.4836,-1.07852e-14,34.4836,0,0.0,-0.615296,0.0,1286.54,-44.1653,89.4612,0,0.0,0,0.0,11.257,-6.783e-12,11.257,0,0.0,-2.41333e-09,0.377402,5759.44,336.242,0,3.42772e-13,0,3.1973600000000003e-18,54.0,-0.0339938,54.0,0,1.44157,-1.6695e-09,-0.306429,6089.76,-648.785,0,-1.22032e-10,0,-2.28205e-08,48.5,0.0276001,48.5,0,-1.30321,999.0,1.0,2.0,,3975.8200101354605,3175.199007698672,580.2203207698022,16.257223524701246
480.798,0.786736,0.000408874,1300.78,7.36506,-0.00162268,-0.604252,179.747,2028.12,0.000314901,-0.604139,-0.315498,-0.0247614,-0.00162268,0.560075,-0.000989013,-0.00377376,7.30084,-0.0083202,0.786783,0.00130545,7.30124,-180.253,0.732467,-0.0835958,0.0,0.539658,-2.682,0,-1.0,-0.118241,-2.47607,0.0,2358.03,-5.55369,0,-1.23446e-16,0,-2.7191300000000004e-18,34.3445,2.12457e-15,34.3445,0,0.0,-0.613396,0.0,1286.54,-44.1163,89.4612,0,0.0,0,0.0,11.2223,-4.42606e-12,11.2223,0,0.0,-6.80515e-10,0.3774,5759.34,336.024,0,1.09125e-12,0,1.04766e-17,54.0,-0.0339886,54.0,0,1.44156,-4.6799e-10,-0.306429,6089.56,-648.706,0,-5.81763e-10,0,-2.28179e-08,48.5,0.0275967,48.5,0,-1.3032,999.0,1.0,2.0,,3975.8500101475265,3175.2290076867657,580.2503205744945,16.227245911848396
480.814,0.873828,-0.0170172,1300.75,7.36525,-0.00163653,-0.604645,179.746,2040.39,-0.000233178,-0.604531,-1.79713,-0.0262685,-0.00163653,-1.10948,-0.000727906,-0.00377582,7.34501,-0.00835113,0.873901,-0.0160236,7.34541,-180.254,-1.77402,-0.0849749,0.0,0.542949,-2.682,0,-1.0,-0.118417,-2.45666,0.0,2358.18,-5.55336,0,-1.24001e-16,0,-2.63321e-18,34.2055,1.50343e-14,34.2055,0,0.0,-0.611495,0.0,1286.54,-44.0673,89.4612,0,0.0,0,0.0,11.1876,-2.06912e-12,11.1876,0,0.0,1.05229e-09,0.377398,5759.25,335.806,0,1.83974e-12,0,1.77559e-17,54.0,-0.0339834,54.0,0,1.44155,7.3352e-10,-0.306428,6089.36,-648.628,0,-1.0415e-09,0,-2.28154e-08,48.5,0.0275933,48.5,0,-1.3032,999.0,1.0,2.0,,3975.880010161029,3175.259007673478,580.2803203582407,16.197267487527064
480.83,0.622847,-0.0350353,1300.71,7.36543,-0.0016534,-0.605093,179.745,2052.58,0.00029888,-0.60498,2.24362,-0.0290793,-0.0016534,-3.06595,-0.00192642,-0.00377634,7.38889,-0.00841426,0.622879,-0.0343259,7.38929,-180.255,-3.79449,-0.0861476,0.0,0.542949,-2.682,0,-1.0,-0.118595,-2.43708,0.0,2358.33,-5.55304,0,-1.24548e-16,0,-2.5467500000000003e-18,34.0664,2.44745e-14,34.0664,0,0.0,-0.609584,0.0,1286.55,-44.018,89.4612,0,0.0,0,0.0,11.1526,-1.01456e-14,11.1526,0,0.0,2.06924e-09,0.377396,5759.16,335.586,0,1.68408e-12,0,1.6252e-17,54.0,-0.0339747,54.0,0,1.44155,1.44876e-09,-0.306428,6089.16,-648.549,0,-8.41608e-10,0,-2.28128e-08,48.5,0.0275866,48.5,0,-1.3032,999.0,1.0,2.0,,3975.9200101737993,3175.299007660873,580.3203201470589,16.157299676149552
480.846,0.852893,-0.0378837,1300.68,7.36561,-0.00166412,-0.605579,179.743,2064.94,3.23038e-05,-0.605466,-1.40621,-0.0309608,-0.00166412,-3.17677,-0.00192709,-0.00377906,7.43338,-0.00849911,0.852977,-0.0369085,7.43379,-180.257,-0.979386,-0.085827,0.0,0.542949,-2.682,0,-1.0,-0.118774,-2.41723,0.0,2358.49,-5.5527,0,-1.25083e-16,0,-2.45945e-18,33.9274,2.84924e-14,33.9274,0,0.0,-0.607655,0.0,1286.55,-43.9683,89.4612,0,0.0,0,0.0,11.1174,1.58315e-12,11.1174,0,0.0,1.96743e-09,0.377395,5759.06,335.362,0,1.15422e-13,0,1.02166e-18,54.0,-0.0339605,54.0,0,1.44154,1.40406e-09,-0.306428,6088.96,-648.468,0,3.89137e-10,0,-2.28101e-08,48.5,0.0275746,48.5,0,-1.3032,999.0,1.0,2.0,,3975.9500101866033,3175.329007648302,580.3503199414746,16.12732189956235
