ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_0
185.712,-9.90767,0.0212149,5299.28,7.57054,0.000297138,-0.594097,179.992,979.749,-0.000382721,-0.593983,174.502,0.0944604,0.000297138,1.10494,0.00199944,-0.00379825,3.52689,0.00149887,-9.90709,0.0254256,3.5271,-180.008,0.619476,0.0156854,0.0,0.579151,1.017,0,-1.0,-0.155265,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.97333,-0.141142,5303.96,-3.68223,0,-1.2582499999999999e-20,0,4.07723e-18,29.7807,0.0127009,29.7807,0,-0.980344,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.655289656316107
185.728,-9.90788,0.00715158,5299.26,7.57053,0.000319452,-0.593324,179.993,988.696,0.00060108,-0.59321,174.817,0.0903488,0.000319452,0.246977,0.00156699,-0.00379082,3.55909,0.0015535,-9.90725,0.0114764,3.5593,-180.007,1.94742,0.0166691,0.0,0.585733,1.017,0,-1.0,-0.155255,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.98597,-0.154524,5304.09,-3.68234,0,-1.04511e-20,0,4.14715e-18,29.2629,0.0139057,29.2629,0,-1.09152,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.635294113859114
185.744,-9.8165,0.00229036,5299.25,7.57053,0.000332383,-0.592606,179.993,997.708,0.000415253,-0.592492,173.397,0.086641,0.000332383,0.605402,0.00119042,-0.00378406,3.59154,0.00150976,-9.81583,0.00641705,3.59175,-180.007,1.21269,0.0155779,0.0,0.595606,1.017,0,-1.0,-0.155245,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99006,-0.166015,5304.21,-3.68259,0,-7.82307e-21,0,4.2059700000000006e-18,28.7444,0.0149431,28.7444,0,-1.19587,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.625296453768183
185.76,-9.82441,0.0283533,5299.23,7.57052,0.00034581,-0.591932,179.993,1006.77,0.000573579,-0.591818,173.688,0.0846078,0.00034581,2.97052,0.00167578,-0.00377882,3.62414,0.00160739,-9.82371,0.0327108,3.62436,-180.007,1.64782,0.0164436,0.0,0.602188,1.017,0,-1.0,-0.155234,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99415,-0.177505,5304.34,-3.68284,0,-5.195e-21,0,4.26478e-18,28.226,0.0159805,28.226,0,-1.30022,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.6053009232431
185.776,-9.8329,0.0117845,5299.22,7.57052,0.000348517,-0.591301,179.993,1015.91,-1.35166e-05,-0.591188,173.759,0.081042,0.000348517,1.31629,-0.000373179,-0.00377336,3.65706,0.00156643,-9.83222,0.0159964,3.65728,-180.007,1.58929,0.0159378,0.0,0.602188,1.017,0,-1.0,-0.155224,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99709,-0.187913,5304.46,-3.68319,0,-2.2501599999999998e-21,0,4.3163700000000004e-18,27.7075,0.016918,27.7075,0,-1.40059,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.595303269272723
185.792,-9.89559,-0.00421208,5299.2,7.57051,0.00036201,-0.590729,179.994,1025.11,-0.000406453,-0.590616,174.897,0.0775574,0.00036201,0.253051,0.000915131,-0.00376842,3.69018,0.00157854,-9.8949,2.11676e-05,3.6904,-180.006,0.117204,0.0162093,0.0,0.608771,1.017,0,-1.0,-0.155213,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99791,-0.196325,5304.57,-3.68372,0,1.2787499999999999e-21,0,4.35462e-18,27.1893,0.0176714,27.1893,0,-1.49362,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.575307750728157
185.808,-9.82976,-0.0217417,5299.18,7.57051,0.0003882,-0.590232,179.994,1034.44,-0.000568091,-0.590119,173.842,0.0721206,0.0003882,-2.18686,0.00133255,-0.0037634,3.72377,0.00158367,-9.82908,-0.0175609,3.72399,-180.006,-1.90965,0.0163084,0.0,0.615353,1.008,0,-1.0,-0.155203,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99873,-0.204737,5304.69,-3.68425,0,4.8076499999999994e-21,0,4.3928800000000005e-18,26.671,0.0184248,26.671,0,-1.58666,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.555312457159804
185.824,-9.86543,-0.00964708,5299.17,7.5705,0.000408966,-0.589816,179.994,1043.85,2.37659e-05,-0.589703,174.449,0.0670613,0.000408966,-0.617522,0.000686676,-0.00375912,3.75763,0.00159287,-9.86476,-0.00546476,3.75785,-180.006,-0.410484,0.0162647,0.0,0.618644,1.008,0,-1.0,-0.155192,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.9994,-0.212556,5304.81,-3.68484,0,8.52286e-21,0,4.426750000000001e-18,26.1527,0.0191264,26.1527,0,-1.67751,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.545314596385616
185.84,-9.83144,0.00801493,5299.15,7.5705,0.000430464,-0.589495,179.994,1053.37,0.000736003,-0.589382,173.933,0.0609599,0.000430464,0.824684,0.00146542,-0.00375465,3.79189,0.00164981,-9.83078,0.0122928,3.79212,-180.006,1.82623,0.0164469,0.0,0.625226,1.008,0,-1.0,-0.155181,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99956,-0.218357,5304.91,-3.68564,0,1.2873099999999998e-20,0,4.4456900000000004e-18,25.6342,0.0196515,25.6342,0,-1.76094,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.525319315161298
185.856,-9.85037,0.00554679,5299.13,7.57049,0.000438745,-0.589271,179.995,1062.98,0.000557914,-0.589158,174.233,0.0545453,0.000438745,0.0570415,2.54904e-05,-0.00375063,3.82651,0.00163142,-9.84973,0.00974685,3.82674,-180.005,-0.0833988,0.0172502,0.0,0.625226,1.008,0,-1.0,-0.15517,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99973,-0.224158,5305.02,-3.68644,0,1.72233e-20,0,4.4646400000000006e-18,25.1156,0.0201766,25.1156,0,-1.84436,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.505323824821986
185.872,-9.81851,-0.0160996,5299.11,7.57048,0.000435237,-0.589158,179.995,1072.72,-0.000577522,-0.589045,173.829,0.0472796,0.000435237,-1.38308,-0.000168366,-0.00374729,3.86157,0.00164477,-9.81787,-0.0119172,3.8618,-180.005,-0.0169632,0.0166612,0.0,0.628517,1.008,0,-1.0,-0.155158,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99988,-0.229725,5305.13,-3.68726,0,2.1644499999999997e-20,0,4.48178e-18,24.5972,0.0206797,24.5972,0,-1.92688,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.485328342507707
185.888,-9.79657,-0.0416999,5299.1,7.57048,0.000434,-0.589159,179.995,1082.56,0.000870232,-0.589046,173.495,0.0398745,0.000434,-3.29146,-0.00223541,-0.00374459,3.89698,0.00166861,-9.79593,-0.0375048,3.89722,-180.005,-0.62557,0.0163449,0.0,0.628517,1.008,0,-1.0,-0.155146,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99991,-0.233228,5305.24,-3.68832,0,2.6691399999999997e-20,0,4.4829800000000005e-18,24.0795,0.0209889,24.0795,0,-2.0014,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.47533071326007
185.904,-9.76297,-0.0282298,5299.08,7.57047,0.000425939,-0.589327,179.995,1092.5,-0.000449214,-0.589214,172.997,0.0272878,0.000425939,-2.26288,-0.0012976,-0.00373992,3.93278,0.00170155,-9.76232,-0.0240054,3.93301,-180.005,-0.708304,0.0170072,0.0,0.628517,1.008,0,-1.0,-0.155134,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99994,-0.236731,5305.34,-3.68938,0,3.1738399999999996e-20,0,4.484190000000001e-18,23.5618,0.0212981,23.5618,0,-2.07592,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.45533524311966
185.92,-9.85241,0.0487316,5299.06,7.57046,0.000419833,-0.589676,179.996,1102.53,-2.62771e-05,-0.589563,174.475,0.0174796,0.000419833,4.16804,9.48553e-05,-0.00373722,3.96887,0.00177139,-9.85177,0.0531292,3.9691,-180.004,1.45934,0.0176533,0.0,0.631808,1.008,0,-1.0,-0.155122,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99997,-0.240234,5305.44,-3.69044,0,3.67853e-20,0,4.4854e-18,23.0441,0.0216073,23.0441,0,-2.15043,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.435339781059994
185.936,-9.82284,-0.0359614,5299.04,7.57046,0.000406123,-0.59017,179.996,1112.71,0.000577697,-0.590057,173.957,0.00887817,0.000406123,-2.89594,-0.000642699,-0.00373605,4.00552,0.00165785,-9.82229,-0.0318955,4.00575,-180.004,-2.00603,0.0164776,0.0,0.63839,1.008,0,-1.0,-0.15511,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99998,-0.241793,5305.54,-3.69175,0,4.2380699999999994e-20,0,4.4682600000000006e-18,22.5257,0.0217549,22.5257,0,-2.21728,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.415344545457994
185.952,-9.74728,0.00756971,5299.03,7.57045,0.000423503,-0.590788,179.996,1123.0,-4.70966e-05,-0.590675,173.065,0.00141529,0.000423503,1.15012,0.000910287,-0.00373599,4.04257,0.00173496,-9.74663,0.0117533,4.04281,-180.004,1.58071,0.0175214,0.0,0.641681,1.008,0,-1.0,-0.155098,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99999,-0.243301,5305.63,-3.69305,0,4.79904e-20,0,4.45065e-18,22.0072,0.0218983,22.0072,0,-2.28393,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.405346712391747
185.968,-9.78628,-0.0393348,5299.01,7.57045,0.000432189,-0.591506,179.997,1133.38,0.000399828,-0.591394,173.694,-0.00407613,0.000432189,-3.45784,-0.000266472,-0.00373742,4.07992,0.0017156,-9.78568,-0.0352193,4.08017,-180.003,-0.658464,0.0168055,0.0,0.63839,1.008,0,-1.0,-0.155085,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-8.99999,-0.244809,5305.73,-3.69436,0,5.3600099999999996e-20,0,4.433040000000001e-18,21.4887,0.0220417,21.4887,0,-2.35058,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.38535148936699
185.984,-9.724,-0.0129189,5298.99,7.57044,0.000435341,-0.592312,179.997,1143.9,-0.000147652,-0.5922,173.042,-0.00914509,0.000435341,-0.967144,-0.000199229,-0.00373975,4.11781,0.00178618,-9.72329,-0.00870056,4.11805,-180.003,-0.764873,0.0178142,0.0,0.644972,1.008,0,-1.0,-0.155072,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,-9.0,-0.244841,5305.81,-3.69586,0,5.95829e-20,0,4.4063500000000004e-18,20.9699,0.0220433,20.9699,0,-2.41116,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,22.365356056043137
