ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0,distance_to_inter_1
256.064,0.728145,-0.0112865,4502.54,7.18493,-0.000190001,-0.61036,179.951,208.371,-0.000143845,-0.610242,3.16672,-0.511777,-0.000190001,-0.753154,-0.0024713,-0.00393198,0.750034,-0.000333362,0.728137,-0.0109629,0.750156,-180.049,-0.0684625,-0.00336454,0.0,0.0,-1.026,0,-1.0,0.140816,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,3.01637e-06,0.377647,5822.22,-443.503,0,-7.81519e-10,0,-1.70561e-08,54.0,-0.0340176,54.0,0,1.44251,-6.51836e-05,0.0,4892.53,-7.17561,0,0.0,0,0.0,58.2005,6.50999e-16,58.2005,0,0.0,999.0,2.0,4.0,,774.0900069768664,26.534031321020507
256.08,0.764714,0.00738389,4502.53,7.18493,-0.000220659,-0.618141,179.951,220.252,0.00204977,-0.618021,2.58701,-0.463939,-0.000220659,0.946618,-0.00140844,-0.00397206,0.792805,-0.000349135,0.764721,0.00772064,0.792927,-180.049,0.544576,-0.00358894,0.0,0.0,-1.062,0,-1.0,0.140813,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.99259e-06,0.377647,5822.36,-443.698,0,-1.02796e-09,0,-1.7064e-08,54.0,-0.0340171,54.0,0,1.44251,-6.46542e-05,0.0,4892.79,-7.17561,0,0.0,0,0.0,58.2004,1.67029e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1000069767765,26.524032463878598
256.096,0.71983,-0.00197211,4502.53,7.18494,-0.000242514,-0.625151,179.951,232.048,-0.00132755,-0.62503,3.50991,-0.414586,-0.000242514,-0.0880635,-0.00131667,-0.00400842,0.835268,-0.000385248,0.719807,-0.00164011,0.835387,-180.049,0.829606,-0.00361452,0.0,0.0,-1.098,0,-1.0,0.14081,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.96971e-06,0.377646,5822.5,-443.894,0,-9.39156e-10,0,-1.70719e-08,54.0,-0.0340011,54.0,0,1.4425,-6.41314e-05,0.0,4893.04,-7.17561,0,0.0,0,0.0,58.2004,-1.84321e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1000069781192,26.524032312670442
256.112,0.462828,0.00187962,4502.53,7.18494,-0.000261321,-0.631353,179.951,243.719,0.0014075,-0.631232,7.83265,-0.362426,-0.000261321,-0.0547802,-0.00031893,-0.00404079,0.877287,-0.00043412,0.462767,0.00210863,0.8774,-180.049,-6.57719,-0.00600512,0.0,0.0,-1.125,0,-1.0,0.140806,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.94682e-06,0.377645,5822.64,-444.089,0,-8.50349e-10,0,-1.70797e-08,54.0,-0.0339851,54.0,0,1.4425,-6.36086e-05,0.0,4893.3,-7.17561,0,0.0,0,0.0,58.2004,-5.35671e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1000069781192,26.524032312670442
256.128,-7.65839,0.005908,4502.52,7.18495,-0.000268413,-0.63669,179.951,253.21,-0.00174995,-0.636567,143.123,-0.273294,-0.000268413,0.82778,-0.000413164,-0.0040686,0.911458,-0.00049327,-7.65796,0.00176352,0.911562,-180.049,-0.272097,-0.00463044,0.0,0.0,-1.116,0,-1.0,0.140803,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.92326e-06,0.377645,5822.78,-444.284,0,-5.83796e-10,0,-1.70876e-08,54.0,-0.0339754,54.0,0,1.4425,-6.30908e-05,0.0,4893.56,-7.17561,0,0.0,0,0.0,58.2004,-7.2045e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1100069793712,26.51403330507304
256.144,-8.78304,0.00468717,4502.52,7.18496,-0.000272994,-0.641152,179.951,264.523,0.00206479,-0.641029,162.006,-0.213114,-0.000272994,0.352831,3.68411e-05,-0.0040931,0.952195,-0.000506397,-8.78258,1.63066e-05,0.952287,-180.049,0.274804,-0.00447997,0.0,0.0262535,-1.089,0,-1.0,0.140799,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.89853e-06,0.377645,5822.92,-444.479,0,-1.29778e-11,0,-1.70955e-08,54.0,-0.0339766,54.0,0,1.4425,-6.25815e-05,0.0,4893.82,-7.17561,0,0.0,0,0.0,58.2004,-6.20093e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.110006980714,26.514033153815404
256.16,-9.57818,0.00237588,4502.51,7.18496,-0.000274272,-0.644719,179.951,275.976,-0.00110911,-0.644596,175.279,-0.155268,-0.000274272,0.102499,0.000137327,-0.00411392,0.993436,-0.000521586,-9.57771,-0.00265285,0.993515,-180.049,0.309136,-0.00472097,0.0,0.0822015,-1.062,0,-1.0,0.140795,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.8738e-06,0.377645,5823.06,-444.674,0,5.5784e-10,0,-1.71033e-08,54.0,-0.0339777,54.0,0,1.4425,-6.20722e-05,0.0,4894.08,-7.17561,0,0.0,0,0.0,58.2004,-5.19737e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1200069806241,26.50403429822733
256.176,-9.61778,0.00767623,4502.51,7.18497,-0.000284134,-0.647469,179.951,287.737,0.00038985,-0.647345,175.779,-0.104034,-0.000284134,0.798958,-0.000754258,-0.00413112,1.03579,-0.000507441,-9.61733,0.00296446,1.03585,-180.049,0.166793,-0.00471589,0.0,0.154605,-1.026,0,-1.0,0.140791,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.84946e-06,0.377645,5823.2,-444.87,0,1.04309e-09,0,-1.71112e-08,54.0,-0.0339807,54.0,0,1.4425,-6.15659e-05,0.0,4894.34,-7.17561,0,0.0,0,0.0,58.2004,-5.47312e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1200069819671,26.504034146916407
256.192,-9.61064,0.0137365,4502.51,7.18497,-0.00029655,-0.649391,179.951,299.346,9.27158e-05,-0.649266,175.474,-0.053772,-0.00029655,1.58437,-3.03523e-05,-0.00414466,1.07759,-0.000510385,-9.61018,0.00918463,1.07765,-180.049,0.817783,-0.00488193,0.0,0.187515,-1.008,0,-1.0,0.140786,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.82633e-06,0.377646,5823.34,-445.065,0,1.26168e-09,0,-1.71191e-08,54.0,-0.0339895,54.0,0,1.4425,-6.1069e-05,0.0,4894.6,-7.17561,0,0.0,0,0.0,58.2004,-9.7353e-15,58.2004,0,0.0,999.0,2.0,4.0,,774.1200069819671,26.504034146916407
256.208,-9.6204,0.0178018,4502.5,7.18498,-0.000298368,-0.650542,179.951,310.922,0.000658817,-0.650417,175.323,-0.00737821,-0.000298368,1.53079,0.000700456,-0.00415521,1.11928,-0.000532983,-9.61993,0.0132207,1.11932,-180.049,0.322965,-0.00489228,0.0,0.213844,-1.008,0,-1.0,0.140782,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,2.8032e-06,0.377647,5823.48,-445.26,0,1.48027e-09,0,-1.71269e-08,54.0,-0.0339983,54.0,0,1.4425,-6.05721e-05,0.0,4894.85,-7.17561,0,0.0,0,0.0,58.2004,-1.39975e-14,58.2004,0,0.0,999.0,2.0,4.0,,774.1300069832203,26.494035140770823
