Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter
gaze,266.892344,0.4137757840806258,0.4781914897846411,107.5750791184048,26.58655299417886,583.2152228547599,-28.66654518163607,-4.269480876241288,-31.90823640190136,0.2026609863917461,0.02770124870684746,0.978857070983709,4.930183887481689,31.76981790379591,-4.105914762562778,-30.75456346339234,0.1360691224241581,0.0711910401968216,0.9881381632739494,4.729599475860596
gaze,266.912325,0.4323784977851074,0.4737419439019522,85.11082960980411,30.0676572349463,586.7057666863805,-29.19701316987966,-4.338739445255045,-31.86555069986196,0.1383094832658822,0.02727964149792346,0.990013286778753,4.92394495010376,31.49945203084915,-4.050004665087929,-30.77391436787805,0.1304106447417164,0.08237900123489325,0.9880317625934864,4.745748996734619
gaze,266.932417,0.4966149289479914,0.4785430223500716,5.373396462356524,27.70055600714684,592.4547385858216,-30.31234626455765,-4.409948778864496,-31.91592196957836,0.005588852061878741,0.01971080476924713,0.9997901024254937,4.850893020629883,30.37001506093432,-4.071443185629656,-30.64094792788389,0.01151688960319616,0.08251998578565105,0.9965228613533178,4.807213306427002
gaze,266.952398,0.5670569097543247,0.4788225884842247,-82.19164245951744,28.03959927984728,587.11563683239,-31.61993086751652,-4.320193873875183,-32.31092183608879,-0.1312876770436411,0.02797706232991203,0.9909494587716737,4.828088283538818,28.9956447180061,-3.934954210962789,-30.6932419800762,-0.127574285052715,0.07497680935124965,0.98899104134102,4.906130313873291
gaze,266.972491,0.6358535077799635,0.4687513598048479,-163.5709004961803,34.87540846405182,570.6904030906383,-32.86989749631095,-4.167279760326227,-32.82731130989256,-0.2613239995430927,0.04928467523699479,0.9639921099519362,4.981235027313232,27.67556067543218,-3.978393232645187,-30.74849350271496,-0.25388660945752,0.0753726135368988,0.9642927764256986,5.021849155426025
gaze,266.99247,0.7008519860511524,0.4926265299044542,-233.6534445179106,18.49739780406206,548.3343699917641,-33.91909210483865,-4.331301397208681,-33.25620451211854,-0.3685722633708005,0.01463613305594408,0.9294838730623001,4.94804048538208,26.50950424516765,-4.106442529379377,-30.94475530621312,-0.3673986479903677,0.05806928930966218,0.9282489919703228,5.042023658752441
gaze,267.012561,0.7669815042867771,0.4936712625374836,-295.8724829211299,17.50546460711867,519.774776405344,-34.83352439016276,-4.401579462708637,-33.77641699310917,-0.4683669386318746,0.01468401287045414,0.883412016310977,4.893047332763672,25.49787200911317,-4.144898071998085,-31.29328807652129,-0.4636592161576325,0.05502064566867256,0.88430360161106,5.138540267944336
gaze,267.032543,0.8661927914964143,0.5165871798968544,-381.2847139438331,3.817823892745104,486.2190720068195,-35.60021498736343,-4.427354181243152,-34.27656506843478,-0.5531968443602069,0.01319470935343456,0.8329460673026722,4.881174564361572,,,,,,,
gaze,267.052635,0.8479210197034355,0.4851157656716478,-358.8594474903318,21.91128915455617,481.3968672350123,-35.90806211768157,-4.471015275020525,-34.38343377545699,-0.5816579910794121,0.01944497916538914,0.8132010047944606,4.864262104034424,24.65601236526952,-4.074338981633704,-31.76490071376641,-0.5488966927584443,0.0643591113521269,0.8334088585231182,5.073429584503174
gaze,267.072616,0.8623569655052646,0.4817445819816357,-368.7838502882319,23.66703580362669,474.5625458379678,-36.01748952264008,-4.488821025776758,-34.40920431357343,-0.5913509813049072,0.0270797688481591,0.8059594921761601,4.869457244873047,24.38973516960291,-4.094843476044224,-31.88899767528365,-0.5703663900499121,0.06240505113273921,0.8190163555720678,5.015249729156494
