Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter
gaze,142.649217,0.487413554809593,0.5041165179843511,48.76383316559262,27.98701354426522,1729.227523909735,-30.68888147735502,-3.255617599121271,-29.18936615044574,0.03276555339782662,0.009836709647346504,0.999414657514011,5.444479942321777,30.27859763218686,-2.601175986605043,-30.37705553890457,0.02287834937357508,0.02529596984571943,0.9994181782614849,5.654222965240479
gaze,142.669197,0.4859728328331787,0.513418004619628,45.39769612493238,7.472507453213806,1458.599103038414,-30.68262303109166,-3.338557833939296,-29.14333443527681,0.04304385162907116,-0.002849867274771024,0.9990691192772655,5.418735504150391,30.2638948631785,-2.648652317261408,-30.35862062632843,0.01819807859341252,0.0169095536191781,0.9996914008492362,5.657270431518555
gaze,142.68929,0.4838504010405046,0.5175739870856465,91.44780530811889,0.4000001486369973,2572.487757219699,-30.68045637757191,-3.345432541624807,-29.14157591028652,0.04645607645711541,-0.0008340846379636393,0.9989199854157627,5.422634124755859,30.27116727333453,-2.762414521188868,-30.2901781693596,0.02393343969473161,0.003487705499193109,0.9997074704005816,5.649646282196045
gaze,142.70927,0.4848839261923066,0.5261283540000414,36.81437085740751,-11.02229682876344,1106.81730220972,-30.69237320161804,-3.439506736702701,-29.10919976911714,0.0465509047574281,-0.02019985696948092,0.998711659611861,5.390209674835205,30.25370028715638,-2.738496236112247,-30.30445885254125,0.01856130933233381,0.006258696873747126,0.9998081348485379,5.663553237915039
gaze,142.729362,0.4833210643487494,0.524372576987198,41.64239511354477,-9.00461796355328,1138.448554480318,-30.67843158770079,-3.451120388753175,-29.09073860589468,0.05029005485258211,-0.01784236643600359,0.9985752652368713,5.434896945953369,30.25369639441953,-2.742350730120612,-30.30226174577236,0.02129789825067636,0.007746478119713662,0.9997431628207541,5.676084041595459
gaze,142.749342,0.4840779946715604,0.5245517325682607,35.61527001486583,-8.254236445544237,1018.154876828904,-30.68822574005201,-3.457896489548975,-29.10863479552879,0.04920336749002215,-0.0192653822451282,0.9986029609782814,5.435917377471924,30.2487488779864,-2.70574049265819,-30.33550284542701,0.01912429530548359,0.009412874084769426,0.9997728037562,5.694931983947754
gaze,142.769435,0.4827167635510919,0.5240054488107537,57.0790137177716,-11.28777473360962,1507.758575668943,-30.68109808414507,-3.433444413717877,-29.11626941155589,0.05188697299945823,-0.01388622772767966,0.9985564153879584,5.45311164855957,30.25729940912986,-2.754194646220507,-30.30556550657637,0.0225655180678853,0.0032422873346181,0.999740108711843,5.678747177124023
gaze,142.789415,0.4844358972561011,0.5223263354258337,68.07129887501598,-10.85880908276896,1987.26713708141,-30.69221516579463,-3.404129195565467,-29.11650666179639,0.04845222646964643,-0.006389270472021888,0.9988050655523177,5.444582939147949,30.23690139958669,-2.796228464048206,-30.27395291017986,0.01921905308068012,-0.001297660943088932,0.9998144548238733,5.684720039367676
gaze,142.809507,0.4832867067030469,0.5215629626542742,66.53384062108015,-8.31007152648588,1813.584755706133,-30.67933386041078,-3.423933897150148,-29.09424252488625,0.05254098365893234,-0.004257649570254041,0.998609692250325,5.475913047790527,30.23226026254494,-2.813614088573615,-30.25229545082226,0.01982633859650296,-0.001369800337269411,0.9998025004694142,5.688799858093262
gaze,142.829487,0.4838964169654502,0.5212440876415984,68.89968800373852,-8.158885477526521,1946.052497398347,-30.69214780888373,-3.442998013243106,-29.09799282585569,0.04957237238671729,-0.005857417718569278,0.9987533582189463,5.462002754211426,30.2325159293797,-2.801770551680342,-30.26285388735138,0.02034820881970925,0.0007643775860926708,0.9997926615677549,5.697134494781494
gaze,142.849579,0.4840215683787482,0.5204427154719655,74.58851989350009,-6.876472398451396,2121.939839123671,-30.69079897401244,-3.431481017397084,-29.09697364780202,0.04885051706333882,-0.00237243012899288,0.9988032832134301,5.473779201507568,30.22843606323632,-2.811026074952589,-30.26786356117963,0.02064148167823449,-0.001115424923136453,0.9997863197010489,5.70379638671875
gaze,142.86956,0.484244994094454,0.5218382616523407,75.74662806201883,-10.68530983142835,2185.269475811184,-30.69470711754766,-3.437662602995462,-29.09166107395679,0.0476596496981375,-0.00551855631416252,0.9988483885589736,5.466626167297363,30.22430181240392,-2.792511905434163,-30.29476336574808,0.02089575842432805,-0.001311449688842552,0.9997807996653996,5.708712100982666
gaze,142.889652,0.4835742821310346,0.5197345567741583,78.14851870451837,-5.21715666435423,2164.584425542272,-30.68934961361996,-3.424752192355048,-29.07784404253666,0.04955409795077029,-0.0008881709322198855,0.9987710461004967,5.500496387481689,30.22956326754338,-2.78525483644176,-30.30216105424338,0.0218264922288713,-0.001035597468939172,0.9997612373836393,5.70125150680542
