Type,Timestamp,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z
imu,61.420706,0.9265386872000001,-9.672130776000001,2.0803754384,2.02635008,-2.06413717,3.54686722,,,
imu,61.429466,0.9361091320000001,-9.6218859408,2.090544036,1.68988913,-2.31835211,3.33003683,,,
imu,61.438226,0.9319220624000001,-9.604539509600002,2.1060960088,1.64502767,-2.22862919,3.29265228,,,
imu,61.446986,0.9522592576000002,-9.624278552000002,2.096525564,1.54035093,-2.03422953,3.22536009,,,
imu,61.455746,0.9492684936000001,-9.6494009696,2.087553272,1.46558183,-2.22862919,3.14311408,,,
imu,61.464505,0.9528574104000002,-9.6428212888,2.0767865216,1.48053565,-2.25105992,2.83656077,,,
imu,61.473265,0.9570444800000002,-9.639830524800002,2.096525564,1.33847436,-1.94450661,2.58982274,,,
imu,61.482025,0.9983170232,-9.6499991224,2.1515556216,1.24127453,-1.73515313,2.43280763,,,
imu,61.490785,1.0066911624,-9.6637566368,2.0708049936,1.15155161,-1.72767622,2.17111578,,,
imu,61.499545,0.9869521200000001,-9.672130776000001,2.0522622568,1.08425942,-1.53327656,1.92437775,,,
imu,61.508305,0.9911391896000001,-9.6703363176,2.0839643552,1.13659779,-1.20429252,1.90942393,,,
imu,61.517065,1.0114763848,-9.663158484000002,2.159331608,1.06182869,-0.8977392100000001,1.71502427,,,
imu,61.525825,1.0533470808,-9.694860582400002,2.0678142296,1.2188438,-0.5014629800000003,1.55053225,,,
imu,61.534303,1.0730861232,-9.6817012208,2.0977218696,0.9272443100000001,-0.4117400600000001,1.2140713,,,
imu,61.542782,1.0623193728,-9.6499991224,2.0743939104,0.60573718,-0.4715553400000001,0.54862631,,,
imu,61.551261,1.0629175256,-9.648204664000001,2.1060960088,0.35899915,-0.4266938800000002,0.02524261000000028,,,
imu,61.55974,1.0545433864,-9.602146898400001,2.1306202736,0.16459949,-0.3070633200000001,-0.5280487299999999,,,
imu,61.568219,1.0360006496,-9.595567217600001,2.1342091904,0.26927623,0.02939763000000006,-0.90937114,,,
imu,61.576697,1.0503563168,-9.596165370400001,2.0564493264,0.23936859,0.3733354899999997,-1.15610917,,,
imu,61.585176,1.0730861232,-9.609922884800001,2.1090867728,0.15712258,0.6275504299999999,-1.38789338,,,
imu,61.593655,1.0772731928,-9.614109954400002,2.10848862,0.23936859,0.7920424499999998,-1.73930815,,,
imu,61.602134,1.0515526224,-9.578220786400001,2.1282276624,0.22441477,0.92662683,-2.28512258,,,
imu,61.610613,1.0246357464,-9.568052188800001,2.2263247216,0.3963837,1.22570323,-2.77859864,,,
imu,61.619007,1.067702748,-9.61530626,2.0887495776,0.79265993,1.63693328,-2.85336774,,,
imu,61.627486,1.1382847784,-9.644017594400001,2.1162646064,0.63564482,1.77899457,-3.21973633,,,
imu,61.635964,1.0964140824,-9.6039413568,2.1318165792,0.5459219,1.83133294,-3.45899745,,,
imu,61.644443,1.1131623608,-9.5907819952,2.1048997032,0.65807555,1.80890221,-3.68330475,,,
imu,61.652922,1.1197420416,-9.605735815200001,2.1736872752,0.8973366700000001,1.59207182,-3.62348947,,,
imu,61.661401,1.0814602624,-9.606333968000001,2.1497611632,1.12912088,1.9509635,-3.25712088,,,
imu,61.66988,1.0922270128,-9.578818939200001,2.0839643552,1.28613599,2.0257326,-2.88327538,,,
imu,61.678358,1.097610388,-9.555490980000002,2.1419851768,1.11416706,1.98834805,-2.79355246,,,
imu,61.686837,1.067702748,-9.571641105600001,2.13839626,1.34595127,2.18274771,-2.56924516,,,
imu,61.695316,1.1311069448,-9.620689635200002,2.130022120800001,1.39081273,2.1752708,-2.24026112,,,
imu,61.703795,1.163407196,-9.554294674400001,2.2000059984,1.39081273,1.93600968,-2.20287657,,,
imu,61.712274,1.0569359976,-9.5800152448,2.1826595672,1.8917657,2.09302479,-2.17296893,,,
imu,61.720752,1.058730456,-9.614708107200002,2.1246387456,1.98896553,2.42948574,-1.98604618,,,
imu,61.729231,1.1203401944,-9.682897526400001,2.1790706504,1.65250458,2.31733209,-2.00847691,,,
imu,61.737695,1.0425803304,-9.711608860800002,2.2185487352,1.32352054,2.36219355,-2.38979932,,,
imu,61.746158,1.1370884728,-9.606932120800002,2.0582437848,0.9646288599999999,2.66126995,-2.47204533,,,
imu,61.754622,1.1526404456,-9.541135312800002,2.2137635128,0.78518302,2.57154703,-2.42718387,,,
imu,61.763085,1.1203401944,-9.602745051200001,2.1401907184,1.12164397,2.90053107,-2.68139881,,,
imu,61.771549,1.1436681536,-9.7122070136,2.1551445384,1.08425942,2.73603905,-2.88327538,,,
imu,61.780012,1.0928251656,-9.681103068,2.156340844,0.8973366700000001,2.68370068,-2.96552139,,,
imu,61.788476,1.0431784832,-9.700243957600001,2.1377981072,0.40386061,3.02016163,-3.1973056,,,
imu,61.796939,1.1687905712,-9.559678049600002,2.1545463856,-0.01484635000000001,2.90053107,-3.2720747,,,
imu,61.805403,1.1358921672,-9.5118258256,2.1228442872,0.44124516,3.45382241,-3.45899745,,,
imu,61.813867,1.1628090432,-9.5219944232,2.075590216,0.68050628,3.35662258,-3.78050458,,,
imu,61.82233,1.1945111416,-9.512423978400001,2.0319250616,1.09921324,3.13979219,-4.02724261,,,
