Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter
gaze,333.033665,0.5092530233124626,0.5358557402991218,-21.49056155513162,-24.8104212855238,1180.913142510235,-30.98954296760047,-3.175283267731165,-29.45933967425117,0.007761115245173714,-0.01946620241129443,0.9997803919130609,4.65834903717041,29.51869265787568,-2.517008148033276,-30.71363725352113,-0.04197027646012207,-0.01678842382959388,0.9989777999130806,4.982172012329102
gaze,333.053646,0.5099182435367727,0.539784538322748,-21.64156996213115,-28.26064245756857,1102.017457975892,-30.98362625600423,-3.190471213070927,-29.43575365307329,0.00816278731661116,-0.0207133492956985,0.9997521323128941,4.643467426300049,29.5502009939481,-2.577675061869899,-30.67252777100139,-0.0450458364845608,-0.02408038340297701,0.9986946519084661,4.952135562896729
gaze,333.073738,0.5106067482689963,0.5410855266831708,-23.32680374614603,-30.03619967135646,1105.4793947896,-30.99311911904032,-3.211352332850941,-29.41347488848191,0.006752662840280592,-0.02359323252990089,0.9996988351115329,4.624294757843018,29.56112510232505,-2.597261018961612,-30.64301885307532,-0.04648697907296539,-0.02415425812363713,0.9986268234887177,4.956645488739014
gaze,333.093718,0.5117005530107186,0.5439157126554632,-26.08322273869724,-33.94679006519751,1113.136746843932,-31.00944089074787,-3.225744167504965,-29.39557806591326,0.004226397670367477,-0.02550615971903322,0.9996657308216177,4.610347747802734,29.56798754383003,-2.652668702029279,-30.59466224256714,-0.04849850749546231,-0.02868831419014693,0.998411175518203,4.918375015258789
gaze,333.11381,0.5122262967940312,0.5430119290686394,-28.29789983009934,-33.9359457248519,1153.563932175977,-31.02413881076212,-3.239417581475136,-29.38122045462761,0.002207049787629464,-0.02763090692320081,0.9996157571356288,4.597089290618896,29.57504977909753,-2.659943925446451,-30.55997476724962,-0.04870230993774629,-0.02468543101136378,0.998508244584145,4.913358211517334
gaze,333.133791,0.5127966678993853,0.5428165145664328,-29.96657906407338,-33.98052297660053,1164.639896613467,-31.0392028779568,-3.253093473300951,-29.36805649794179,0.0002315067860433201,-0.02989978969507124,0.9995528745298063,4.585488796234131,29.57867827375853,-2.667212035011279,-30.53167155336603,-0.04907814999483003,-0.02199454836007292,0.9985527402373504,4.907520771026611
gaze,333.153883,0.513426853167391,0.5427090111147782,-30.53539133791869,-32.77167732070743,1128.570956281089,-31.05087926550238,-3.263628530828512,-29.35214486485025,-0.0008444897821472811,-0.03125830640785082,0.9995109829899423,4.576591014862061,29.57599747688196,-2.67228182701945,-30.5110428789991,-0.050488597286999,-0.02015625951662114,0.9985212199779682,4.901345729827881
gaze,333.173863,0.5135186192396584,0.5424562638282021,-30.8370069058558,-32.52338083402488,1131.732835239555,-31.06233943011056,-3.272197801525321,-29.33520707994841,-0.001744104435305247,-0.03215147079625606,0.9994814860843378,4.572379589080811,29.57049639716861,-2.654600054283916,-30.53475674880371,-0.04995455660551441,-0.01870748255727902,0.9985762726856251,4.903960704803467
gaze,333.193955,0.5130092317584063,0.5391998644278294,-29.00486707956462,-27.62048398405503,1109.430668726292,-31.0695399354215,-3.269416359674509,-29.31353182150895,-0.0001059900609598486,-0.02839363902056957,0.9995968137350562,4.583521366119385,29.56878863478869,-2.637116494205495,-30.54096485800335,-0.04938892552454407,-0.01488523675776756,0.9986686956955227,4.904312133789062
gaze,333.213936,0.5128711086153551,0.539104314416807,-27.14714237127658,-26.02729171399144,1050.09684733585,-31.07729763953622,-3.283715003425584,-29.30075922020132,0.0002341854408470095,-0.03037573534575192,0.9995385234493886,4.575618267059326,29.56829012315475,-2.627790051982192,-30.5410944659173,-0.04900384823648044,-0.01233427752985313,0.9987224281329786,4.904706954956055
