Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter
gaze,108.620012,0.4432090956639005,1.013349640243412,32.5254970150354,-165.4818883309547,285.8929672540731,29.89373715133098,-14.64970983410101,-27.868132163237,0.007568207389940573,-0.4327264812138796,0.9014934912095355,5.262708187103271,-27.5656724496766,-12.93823182320702,-30.35245970042282,0.1686832885121442,-0.428740517725243,0.8875401493101138,5.18242883682251
gaze,108.639992,0.4522490689895861,0.9973717219567001,33.08970051422257,-194.6343864441736,347.3558015229422,29.90052147094086,-14.63934510051235,-27.85632919246105,0.007782945522349764,-0.4301757353970628,0.9027116164282991,5.272597789764404,-27.60465778070012,-13.033398693973,-30.06106202985369,0.1432972891538171,-0.4314023511089582,0.8907064041415841,5.13944673538208
gaze,108.660084,0.4561978165742869,0.9901039966186869,33.83685127548029,-214.2244087349557,388.1480740524009,29.91019869674535,-14.63541839814841,-27.84944542208453,0.008774750584895658,-0.4291425779524143,0.9031941383448683,5.279006004333496,-27.61441180806924,-13.08699129080952,-29.90676300955191,0.1310525397416723,-0.4331748411397513,0.8917313434161708,5.104917049407959
gaze,108.680065,0.4586948950531058,0.9859454126851223,34.3069936217243,-228.7430075326372,418.1084929989869,29.9164950568507,-14.63419944153341,-27.84454535504785,0.009263354273529062,-0.4287553128629967,0.9033731631830542,5.279516696929932,-27.621216436506,-13.12104344717366,-29.81322133476444,0.1232365866046844,-0.4344179410430941,0.8922408846392912,5.079140186309814
gaze,108.700157,0.4599487009359517,0.9827813065618515,35.08693076320138,-239.8543285413909,441.3693896898485,29.92601221447071,-14.63128786320087,-27.83893961514066,0.01045449222811577,-0.4280335005392799,0.9037023990276571,5.279169082641602,-27.62230541299853,-13.14458431301784,-29.7496000544618,0.1185575240754177,-0.43517365571961,0.8925065842069386,5.06427001953125
gaze,108.720137,0.4551494796895252,0.9885479984971283,35.03924050176724,-215.6896749412277,392.0546226524093,29.93409573441185,-14.62766939621523,-27.83266556784055,0.01145639111367128,-0.4271430286726052,0.9041114887883267,5.27588415145874,-27.60072025517843,-13.0942460463728,-29.90121064226819,0.1321606992561518,-0.4336669027331067,0.8913285404641766,5.082999706268311
gaze,108.740229,0.4574642476315717,0.9839314378146155,35.71883732431597,-229.923523299486,422.0287221491123,29.94210331338578,-14.6232983921477,-27.82144582118059,0.01236459347467769,-0.4258744136757628,0.9046977951805405,5.277998924255371,-27.60605812977464,-13.13081996555984,-29.80477518132727,0.1245924970442505,-0.4349252101902608,0.8918053437949539,5.050817012786865
gaze,108.76021,0.4594694255026289,0.9800623418499926,36.44647914700671,-244.5426195873895,452.5875478174255,29.95124870509069,-14.61952973363153,-27.81264219147049,0.01332496112860822,-0.424898791879985,0.9051427854597586,5.27899694442749,-27.61266474213092,-13.16316610397181,-29.72173003934417,0.1177873977036177,-0.4361928288286427,0.8921109488290548,5.027392864227295
gaze,108.780302,0.4615388379785229,0.9768590037212481,37.16626828707523,-261.455195432614,487.2454374336821,29.9577393482795,-14.62114962310959,-27.80839384880576,0.01383604004260109,-0.4253502278741807,0.9049230617258696,5.270199298858643,-27.61809499307924,-13.19151487708905,-29.63624698425866,0.1110662365603962,-0.4369657375889646,0.8925946645984628,5.008944034576416
gaze,108.800282,0.4876283284658671,1.043125802906018,10.12622516132254,-290.7377562890441,475.1094870293537,,,,,,,,-27.7933604810198,-13.37178383471223,-29.47935360082132,0.0657135183129864,-0.4806670115594422,0.8744375092077444,4.783695220947266
gaze,108.820374,,,,,,,,,,,,,,,,,,,
gaze,108.840355,,,,,,,,,,,,,,,,,,,
gaze,108.860447,,,,,,,,,,,,,,,,,,,
gaze,108.880428,0.4914160279832393,0.9826484701117444,6.926446881413248,-264.8993940266547,488.1555982203626,,,,,,,,-28.01418374602241,-12.18929540992786,-29.43152886821695,0.06055107754235091,-0.4379391127835404,0.8969631544845227,4.090488433837891
gaze,108.900521,0.5148601117626167,0.8578867390249125,-17.07847817125052,-204.8183565440145,514.4497037645656,,,,,,,,-28.36556669672462,-11.42272109366172,-29.1037945782383,0.0195601899639646,-0.3351489056786373,0.9419621064517328,4.536335468292236
gaze,108.920501,0.4965224587329059,0.7911335964179589,3.022474265812495,-168.1588517523749,524.2354306611863,29.85207269413108,-13.06536989659052,-27.32990386105903,0.002970237518007277,-0.2888860076214885,0.9573588941925615,5.114597797393799,-28.49842714820426,-10.95495942962915,-28.93726603396996,0.005201207805591433,-0.2550824645882693,0.9669053126842035,4.699538230895996
gaze,108.940592,0.4992053517945528,0.7214013350096862,0.5185456016491052,-132.4947750235924,553.7092480759956,29.81200416236694,-12.38044303119615,-27.22058469332008,-0.002920366649969739,-0.2140506175954007,0.9768182044606138,5.143409252166748,-28.54259133387327,-10.67331290848937,-28.83440495119309,0.002520623389015721,-0.1931337132280374,0.981169208277798,4.852522373199463
gaze,108.960573,0.5000643865073581,0.6644649822532712,-0.9989480531269361,-726.8567397265849,4211.461795659528,29.79715303515395,-12.05139603847959,-27.10720408618519,-0.006194638947054769,-0.1640117630099577,0.9864389327488454,5.269988059997559,-28.57046792538465,-10.64012116360124,-28.77730338540444,0.005442123041687979,-0.1688258356429765,0.9856308743724751,4.923208236694336
gaze,108.980665,0.4999901947411108,0.6573484705618262,-0.01162707926949835,-467.9120647757927,2848.87246621687,29.78967609335069,-11.96337680454488,-27.09124670509193,-0.008482432765416633,-0.1529023511763887,0.9882048974474436,5.281074047088623,-28.57580592099434,-10.66078148180656,-28.75945098301857,0.008052511378786952,-0.1605940451098858,0.9869876948248841,4.933046340942383
