Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_3,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z
391.597,3.74357,-0.0872222,5291.95,-7.13195,-0.0417179,-1.32214,-1.39071,7092.19,0.00041515,-1.32171,4.41766,-0.397747,-0.0417179,1.96019,-0.00498607,-0.0143184,25.5255,-0.0657041,3.74498,-0.0775939,25.5319,-1.39071,1.88057,-0.788937,0.0,0.829271,-6.921,6.0,11.0,-0.0343204,0.0202594,0.0,1296.22,87.0947,0.0,0.0,0.0,0.0,65.8587,3.28105e-13,65.8587,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461089,1.29696,5286.55,4.10509,0.0,-0.00917111,0.0,0.000363441,22.7514,-0.116764,22.7514,0.0,11.7581,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.743588329906537,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.613,3.85313,-0.0857174,5292.07,-7.13502,-0.0417089,-1.32835,-1.40333,7155.14,0.000365741,-1.32792,2.74954,-0.378909,-0.0417089,1.71931,0.00520873,-0.0144694,25.752,-0.0656013,3.85458,-0.07591,25.7585,-1.40333,2.61151,-0.787525,0.0,0.82598,-6.822,0.0,11.0,-0.0343204,0.0200924,0.0,1296.22,86.7961,0.0,0.0,0.0,0.0,65.8599,2.86074e-12,65.8599,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457093,1.27907,5286.45,4.11128,0.0,-0.00876188,0.0,0.000273035,22.754,-0.115147,22.754,0.0,11.5946,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.624013254905424,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.629,4.02638,-0.104851,5292.18,-7.13814,-0.0415707,-1.33426,-1.41593,7218.38,0.000350809,-1.33382,-0.00430432,-0.359738,-0.0415707,-0.261637,0.0114922,-0.0146211,25.9795,-0.0653895,4.02794,-0.0947255,25.9862,-1.41593,-1.55611,-0.786869,0.0,0.829271,-6.714,0.0,11.0,-0.0343204,0.0199254,0.0,1296.21,86.4974,0.0,0.0,0.0,0.0,65.861,5.39338e-12,65.861,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453097,1.26118,5286.34,4.11748,0.0,-0.00835265,0.0,0.000182629,22.7567,-0.113529,22.7567,0.0,11.431,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.514376982950246,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.645,3.91028,-0.114722,5292.3,-7.14132,-0.0413059,-1.33987,-1.42847,7281.71,0.000525834,-1.33942,2.11954,-0.342442,-0.0413059,-2.17761,0.0186418,-0.0147595,26.2074,-0.065046,3.91188,-0.105026,26.2142,-1.42847,-4.78862,-0.783327,0.0,0.82598,-6.588,6.0,11.0,-0.0343204,0.0197615,0.0,1296.21,86.2013,0.0,0.0,0.0,0.0,65.8622,6.23339e-12,65.8622,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449186,1.24327,5286.24,4.12329,0.0,-0.00796995,0.0,9.95286e-05,22.7593,-0.111906,22.7593,0.0,11.2674,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.394809482736864,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.661,3.85681,-0.102991,5292.42,-7.14454,-0.0409564,-1.3452,-1.44093,7345.32,0.000706086,-1.34476,3.23941,-0.324534,-0.0409564,-1.68181,0.0259222,-0.0149017,26.4363,-0.064539,3.85836,-0.0935844,26.4432,-1.44093,-4.62085,-0.776664,0.0,0.829271,-6.453,6.0,11.0,-0.0343204,0.0196018,0.0,1296.21,85.9086,0.0,0.0,0.0,0.0,65.8633,4.83782e-12,65.8633,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445389,1.22534,5286.14,4.12858,0.0,-0.0076223,0.0,2.60763e-05,22.7618,-0.110277,22.7618,0.0,11.1037,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.275248381017294,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.677,3.80568,-0.0879358,5292.53,-7.14781,-0.0404872,-1.35027,-1.45331,7409.09,0.000668177,-1.34982,4.19685,-0.308249,-0.0404872,0.524886,0.0324577,-0.0150343,26.6657,-0.0639778,3.80723,-0.0788148,26.6727,-1.45331,-0.334228,-0.770887,0.0,0.82598,-6.318,6.0,11.0,-0.0343204,0.019442,0.0,1296.21,85.6158,0.0,0.0,0.0,0.0,65.8644,3.44224e-12,65.8644,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441592,1.2074,5286.04,4.13387,0.0,-0.00727465,0.0,-4.73759e-05,22.7644,-0.108648,22.7644,0.0,10.94,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.165623223202063,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.693,3.67424,-0.0867881,5292.65,-7.15113,-0.039932,-1.35508,-1.46558,7472.98,0.000225061,-1.35462,6.53506,-0.290707,-0.039932,0.190224,0.0372236,-0.0151661,26.8956,-0.0632817,3.67575,-0.0781524,26.9027,-1.46558,-1.63682,-0.764093,0.0,0.82598,-6.174,6.0,11.0,-0.0343204,0.0192835,0.0,1296.21,85.323,0.0,0.0,0.0,0.0,65.8655,1.50985e-12,65.8655,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437831,1.1893,5285.94,4.13893,0.0,-0.00694127,0.0,-0.000116758,22.7669,-0.107011,22.7669,0.0,10.7747,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,10.046072060109228,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.709,3.9563,-0.0963597,5292.77,-7.15449,-0.0393053,-1.35962,-1.47772,7537.17,0.000615881,-1.35916,1.97479,-0.276067,-0.0393053,-1.08276,0.0399281,-0.0152923,27.1266,-0.0624973,3.95797,-0.0872557,27.1338,-1.47772,-3.28538,-0.756158,0.0,0.82598,-6.03,6.0,11.0,-0.0343204,0.0191279,0.0,1296.21,85.0303,0.0,0.0,0.0,0.0,65.8666,-1.63285e-12,65.8666,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434153,1.17078,5285.84,4.14348,0.0,-0.00664005,0.0,-0.000176962,22.7694,-0.105359,22.7694,0.0,10.6059,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,9.926528045600405,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.725,3.82967,-0.0988382,5292.89,-7.15791,-0.0385995,-1.3639,-1.48973,7601.35,0.00025788,-1.36344,4.09578,-0.26048,-0.0385995,-1.80806,0.0476615,-0.0154108,27.3575,-0.0616725,3.83126,-0.090214,27.3649,-1.48973,-5.14954,-0.747375,0.0,0.82598,-5.895,6.0,11.0,-0.0343204,0.0189723,0.0,1296.2,84.7376,0.0,0.0,0.0,0.0,65.8677,-4.77554e-12,65.8677,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430475,1.15227,5285.74,4.14803,0.0,-0.00633884,0.0,-0.000237166,22.7718,-0.103706,22.7718,0.0,10.4371,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,9.806989063320792,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.741,4.057,-0.0693585,5293.02,-7.16137,-0.0378117,-1.36796,-1.50158,7665.73,0.000311473,-1.36749,0.408847,-0.246112,-0.0378117,1.58488,0.0504374,-0.0155259,27.5891,-0.0607701,4.0587,-0.0604338,27.5966,-1.50158,3.57568,-0.735817,0.0,0.822689,-5.751,6.0,11.0,-0.0343204,0.0188183,0.0,1296.2,84.4465,0.0,0.0,0.0,0.0,65.8688,-7.21483e-12,65.8688,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426837,1.13378,5285.64,4.15244,0.0,-0.00604637,0.0,-0.000295005,22.7743,-0.102052,22.7743,0.0,10.2684,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,9.677532677128587,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.753507,3.931987023661189,-0.09026252652967229,5293.131593288063,-7.164869982222029,-0.03531641258318234,-1.3272946939674857,-1.5015688262629798,7717.4931684610665,0.00029875733449546743,-1.3278559029290218,1.231218449155496,-0.17823236319624933,-0.03582048165127573,1.142250119377733,-0.013236225278665255,0.018657395380832595,27.68431388170749,-0.058133689069497216,3.9334527997756843,-0.08181851814913967,27.691635511369473,-1.5015688262629798,3.795885273739912,-0.7154395082593091,0.0,0.7995540534474859,-5.936274276348352,4.655608953850088,11.278200376228073,-0.03418827061432856,0.017859570801800274,0.0001481608997001393,1296.1976982980664,85.6290114637946,0.0,0.0,0.0,0.0,65.86968838050595,-1.3391428213372233e-05,65.86968838050595,0.0,0.0004700120270204418,0.0,0.0,1890.6700000000014,-8.574460000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048254616364641234,1.083203722487885,5285.559775155464,4.157220432579986,0.0,-0.0034472646988395403,0.0,0.000841732891617167,22.633872485254514,-0.09749189053735652,22.633872485254514,0.0,9.810611802340025,0.0,0.0,6015.210000000005,12.850200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000007,999.0000000000007,3.0000000000000013,9.535759018965384,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.0544319048,-9.4980683112,3.0607478776,-0.17933837,10.81110185,-4.057150249999999,-95.6068012,162.6303916,116.4261848
391.757,3.8657,-0.0643875,5293.14,-7.16488,-0.0370175,-1.37176,-1.51328,7730.09,0.000303977,-1.37129,3.51653,-0.230068,-0.0370175,0.775792,0.0489381,-0.0156349,27.8207,-0.0597755,3.86712,-0.0560873,27.8283,-1.51328,2.56311,-0.724676,0.0,0.82598,-5.616,6.0,11.0,-0.0343204,0.0186713,0.0,1296.2,84.1628,0.0,0.0,0.0,0.0,65.8698,-6.48346e-12,65.8698,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423379,1.11538,5285.54,4.15619,0.0,-0.00579335,0.0,-0.00034218,22.7766,-0.100393,22.7766,0.0,10.1007,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,9.558009676412436,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.06088763659080227,-9.359783153437117,3.276877292289673,0.689105786865501,10.73322416431743,-4.057789987834902,-95.6068012,162.6303916,116.4261848
391.759858,3.9283899153968065,-0.09034471737131146,5293.180067098689,-7.166247147644361,-0.03532801366212827,-1.3291976852479361,-1.5062773382132761,7743.052712243751,0.00029679222348417744,-1.3296366264810682,0.9643042936296798,-0.17412489537538464,-0.035840708116508295,1.24170879931153,-0.013249206857568044,0.014589876694815526,27.77246375031811,-0.05791525314750706,3.929859702991234,-0.08195824500374055,27.779824192033406,-1.5062773382132761,2.4679581934910995,-0.7139325179597552,0.0,0.7988939084018805,-5.895201146395814,3.7144499334465872,11.286571518502267,-0.03416885133538424,0.017808974994182766,0.00013549117892797103,1296.227534232799,85.52420098749876,0.0,0.0,0.0,0.0,65.87010284409087,-1.2252542539684684e-05,65.87010284409087,0.0,0.0004297261571430237,0.0,0.0,1890.6700000000014,-8.574460000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04688794589003076,1.0760212471368962,5285.519783026275,4.1585752652556875,0.0,-0.0035684903575341834,0.0,0.0008401167200448164,22.63507398720305,-0.09684543918175395,22.63507398720305,0.0,9.745341906725796,0.0,0.0,6015.210000000005,12.850199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000006,999.0000000000006,3.0000000000000013,9.487435829238997,gaze,0.9325342803140652,0.1103099351927451,-1136.922538168471,613.8310230286019,1184.346628887123,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.92708958487978,-0.8645518577804427,-32.50530757311198,-0.6279469021881627,0.3509070719662555,0.6946559687185876,5.075274467468262,0.0,True,0.0,imu,-0.06245593659491401,-9.361587265228335,3.271832329112887,0.5795125029685263,10.612821837250518,-4.127664320011806,-95.6068012,162.6303916,116.4261848
391.761969,3.9271580946492857,-0.09037149668190424,5293.196212436618,-7.1667065050156635,-0.03533176977228091,-1.3298254048595528,-1.5078410976525867,7751.548771994338,0.0002961370968117672,-1.330223679590103,0.8985726239674768,-0.17275376261462,-0.0358472897359392,1.2487298966543101,-0.01325298430025618,0.013237011709090557,27.801776972183603,-0.0578422530331756,3.928629196016338,-0.08200424921487812,27.809150287753873,-1.5078410976525867,2.0894827116590937,-0.7134274930545568,0.0,0.7986727724349723,-5.881542671285214,3.4230704596821457,11.289297827816538,-0.034162413140786066,0.01779221483410033,0.0001312596654695229,1296.2372597868166,85.48911011475565,0.0,0.0,0.0,0.0,65.87024031305101,-1.1872164639993856e-05,65.87024031305101,0.0,0.0004162713092006236,0.0,0.0,1890.6700000000014,-8.574460000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046417214778250004,1.073636983550926,5285.506489743353,4.159017900954412,0.0,-0.003609575685654891,0.0,0.000839540826404019,22.635487194322806,-0.09663084591399398,22.635487194322806,0.0,9.723676282063547,0.0,0.0,6015.210000000005,12.850200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000007,999.0000000000007,3.000000000000001,9.471343673559112,gaze,1.1871645800761914,-0.10783396049833457,-2119.2497090563925,38525.83908181705,132.3317873993661,-39.021908343825054,0.16103410509409213,-34.16645317902425,-1.0673516006430488,0.5896449645732306,0.5001791614158884,4.888110695415263,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.96088944794495,-0.004656801105666241,-33.22711016481238,-0.964898551799166,0.5254082627913363,0.5650409803570994,4.798923487340477,-14.396125210989577,True,0.4152363689060038,imu,-0.0873303088,-9.5172092008,3.0463922104,0.0898303899999999,10.54193309,-4.26650373,-95.6068012,162.6303916,116.4261848
391.770431,3.922040131408779,-0.0904761234851515,5293.26109793636,-7.168555901461405,-0.03534633012285261,-1.3323171450074551,-1.5141028218804111,7785.605474763952,0.00029350167755777935,-1.332552306026393,0.7519877378098002,-0.16722848752038813,-0.03587296717878503,1.1243455984853739,-0.01326537029381289,0.007810659217776128,27.919343161692733,-0.05754768189101061,3.923516399673309,-0.08218643495470077,27.92676794321235,-1.5141028218804111,1.9643266253546035,-0.7113826821783074,0.0,0.7977777539656168,-5.826766532044543,2.561587171915271,11.299938494765719,-0.034136693823107155,0.017725316368186486,0.00011419983721941245,1296.2752375920586,85.34718931236065,0.0,0.0,0.0,0.0,65.87078989378371,-1.0338599712625536e-05,65.87078989378371,0.0,0.0003620269659905923,0.0,0.0,1890.6700000000014,-8.574460000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04444665816296023,1.064095294166777,5285.453201417959,4.160754024669581,0.0,-0.0037782834338390414,0.0,0.0008370359981441995,22.63721409700388,-0.09577205537603302,22.63721409700388,0.0,9.636976918543834,0.0,0.0,6015.210000000005,12.850200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000007,999.0000000000007,3.0000000000000018,9.406687229999523,gaze,1.169588335656674,-0.09252964134506632,-4452.082474395872,127741.57927840033,-2365.9700237619727,-38.95593530995537,0.08308773982301075,-34.059683891518894,-1.0389183647888838,0.5749509007568491,0.5112191616591006,4.894303231509658,23.85992473502176,-1.103159859445364,-31.2046205638388,-0.5794177115478037,0.2464182612453058,0.7768868360768808,5.290422439575195,-36.942726379024066,-0.06567025451934487,-33.160555217840596,-0.9423222940734033,0.5133201019529818,0.5739662284750359,4.807932163893416,-22.93653825923396,True,0.24550308471150759,imu,-0.1112564208,-9.513620284000002,3.0398125296,-0.17186146,10.19799523,-4.48333412,-95.6068012,162.6303916,116.4261848
