Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_0,distance_to_inter_1
224.335,-0.00551255,-0.047051,4572.17,6.91046,-0.0216872,-0.36417,-179.936,19824.7,2.88e-05,-0.364096,-0.580268,0.00402294,-0.0216872,0.270701,-0.0453402,-0.00246355,71.3673,0.00551003,-0.00550387,-0.0470513,71.3688,-179.936,-0.63809,-0.159214,0.0,0.220426,-0.594,0,-1.0,0.41189,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.327026,0.347265,5712.49,-126.578,0,3.3e-07,0,2.71e-09,51.7194,-0.0312256,51.7194,0,1.38495,1.45274,8.14e-06,4476.31,27.6031,0,6.960000000000001e-21,0,-3.21e-18,0.992531,-7.11e-07,0.992531,0,0.00168667,999.0,4.0,999.0,704.4600206426846,96.1633728364995
224.351,-0.0254563,-0.0483565,4571.86,6.91008,-0.022405,-0.364145,-179.938,19824.3,-4.11e-05,-0.364071,-0.257852,-0.000740752,-0.022405,0.0411496,-0.0429078,-0.00246336,71.3659,0.00582394,-0.0254484,-0.0483552,71.3673,-179.938,-0.263795,-0.159443,0.0,0.217135,-0.585,6,-1.0,0.412329,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.324493,0.347472,5712.5,-126.799,0,2.78e-07,0,2.47e-09,51.7371,-0.0312527,51.7371,0,1.3853,1.45332,9.8e-06,4476.31,27.5978,0,8.06e-21,0,-3.74e-18,1.07308,-8.59e-07,1.07308,0,0.00185355,999.0,4.0,999.0,704.7700207256598,95.85338318936027
224.367,0.00721098,-0.0464369,4571.54,6.90973,-0.0230723,-0.364205,-179.941,19823.9,4.38e-07,-0.364131,-0.710302,-0.0062328,-0.0230723,0.425589,-0.0408856,-0.00246327,71.3647,0.00613202,0.00720866,-0.0464377,71.3662,-179.941,-0.266997,-0.159619,0.0,0.220426,-0.585,0,-1.0,0.412755,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.321959,0.347679,5712.52,-127.02,0,2.27e-07,0,2.24e-09,51.7548,-0.0312797,51.7548,0,1.38565,1.45389,1.15e-05,4476.31,27.5925,0,9.170000000000001e-21,0,-4.27e-18,1.15363,-1.01e-06,1.15363,0,0.00202043,999.0,4.0,999.0,705.0900208011833,95.53339364909472
224.383,0.00548352,-0.0511689,4571.22,6.90938,-0.0237272,-0.364339,-179.943,19823.6,-2.86e-05,-0.364265,-0.617629,-0.0106314,-0.0237272,0.036677,-0.0397399,-0.00246379,71.3637,0.00639825,0.00549199,-0.0511702,71.3651,-179.943,-0.0579412,-0.159473,0.0,0.217135,-0.585,0,-1.0,0.413168,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.319426,0.347886,5712.53,-127.241,0,1.76e-07,0,2e-09,51.7725,-0.0313068,51.7725,0,1.386,1.45446,1.31e-05,4476.31,27.5872,0,1.03e-20,0,-4.81e-18,1.23418,-1.16e-06,1.23418,0,0.00218731,999.0,4.0,999.0,705.4100208768119,95.21340418042223
224.399,-0.00205158,-0.0500225,4570.9,6.90905,-0.0243544,-0.364553,-179.946,19823.4,-1.6e-05,-0.364479,-0.453384,-0.0162291,-0.0243544,0.0401035,-0.038505,-0.00246406,71.3628,0.00664268,-0.00204245,-0.0500232,71.3643,-179.946,-0.170505,-0.159491,0.0,0.217135,-0.585,0,-1.0,0.413569,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.316767,0.348102,5712.54,-127.478,0,1.32e-07,0,1.78e-09,51.791,-0.0313291,51.791,0,1.38636,1.45464,1.54e-05,4476.31,27.5804,0,1.17e-20,0,-5.42e-18,1.32067,-1.4e-06,1.32067,0,0.00238148,999.0,4.0,999.0,705.7300209476731,94.8934146413882
224.415,-0.0298122,-0.0510479,4570.59,6.90872,-0.0249733,-0.364853,-179.949,19823.2,7.61e-07,-0.364779,-0.0692842,-0.0209234,-0.0249733,0.39641,-0.0376691,-0.00246487,71.3622,0.00685178,-0.0298497,-0.0510429,71.3637,-179.949,-0.325822,-0.159638,0.0,0.213844,-0.585,0,-1.0,0.413957,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.314091,0.34832,5712.55,-127.718,0,8.91e-08,0,1.56e-09,51.8097,-0.0313506,51.8097,0,1.38673,1.45477,1.78e-05,4476.31,27.5734,0,1.32e-20,0,-6.05e-18,1.40798,-1.65e-06,1.40798,0,0.00257944,999.0,4.0,999.0,706.0400210189209,94.58342491789153
224.431,-0.0110451,-0.0493642,4570.27,6.90842,-0.0255582,-0.365227,-179.951,19823.1,-1.42e-05,-0.365153,-0.118555,-0.0252389,-0.0255582,0.3699,-0.0360042,-0.00246622,71.3618,0.00703659,-0.0110364,-0.0493641,71.3632,-179.951,0.00991665,-0.159415,0.0,0.217135,-0.585,0,-1.0,0.414331,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.311414,0.348538,5712.56,-127.958,0,4.65e-08,0,1.33e-09,51.8283,-0.0313722,51.8283,0,1.3871,1.45489,2.02e-05,4476.31,27.5664,0,1.47e-20,0,-6.68e-18,1.49529,-1.9e-06,1.49529,0,0.0027774,999.0,4.0,999.0,706.3600210826318,94.26343530583043
224.447,-0.0364935,-0.0522535,4569.95,6.90812,-0.0260949,-0.365673,-179.954,19823.0,-6.21e-05,-0.365599,0.206494,-0.0298749,-0.0260949,0.184999,-0.031757,-0.0024674,71.3615,0.00717853,-0.0365179,-0.0522485,71.3629,-179.954,0.0588715,-0.159121,0.0,0.213844,-0.585,0,-1.0,0.414693,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.308974,0.348737,5712.57,-128.181,0,1.57e-08,0,1.15e-09,51.8454,-0.031392,51.8454,0,1.38744,1.45493,2.3e-05,4476.31,27.559,0,1.63e-20,0,-7.31e-18,1.57669,-2.11e-06,1.57669,0,0.00298223,999.0,4.0,999.0,706.6800211464131,93.94344576549427
224.463,0.00754606,-0.0524466,4569.63,6.90784,-0.0266014,-0.366182,-179.956,19823.0,-2.72e-05,-0.366108,-0.297824,-0.0333523,-0.0266014,-0.0140043,-0.0317839,-0.00246925,71.3614,0.00731357,0.00755846,-0.0524487,71.3628,-179.956,0.176465,-0.158955,0.0,0.217135,-0.585,0,-1.0,0.415041,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.306566,0.348934,5712.58,-128.403,0,-1.34e-08,0,9.71e-10,51.8622,-0.0314115,51.8622,0,1.38777,1.45495,2.58e-05,4476.31,27.5514,0,1.78e-20,0,-7.95e-18,1.65726,-2.31e-06,1.65726,0,0.00318802,999.0,4.0,999.0,707.0000212053643,93.62345615274849
224.479,-0.0119697,-0.0557521,4569.32,6.90758,-0.0270925,-0.366745,-179.959,19823.0,-2.04e-05,-0.366671,-0.0814024,-0.0366725,-0.0270925,0.0614854,-0.0298295,-0.0024712,71.3615,0.00742177,-0.0119921,-0.0557497,71.3629,-179.959,-0.0411783,-0.158985,0.0,0.220426,-0.585,0,-1.0,0.415376,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.304158,0.349131,5712.6,-128.624,0,-4.24e-08,0,7.93e-10,51.879,-0.031431,51.879,0,1.3881,1.45497,2.87e-05,4476.31,27.5439,0,1.94e-20,0,-8.58e-18,1.73784,-2.51e-06,1.73784,0,0.00339381,999.0,4.0,999.0,707.3100212597705,93.31346620234585
224.495,0.0127031,-0.0543613,4569.0,6.90732,-0.0275482,-0.367355,-179.961,19823.1,-1.04e-05,-0.367281,-0.221908,-0.0394656,-0.0275482,0.163239,-0.0270307,-0.00247366,71.3617,0.00751785,0.0127112,-0.0543637,71.3631,-179.961,-0.193357,-0.15885,0.0,0.217135,-0.585,0,-1.0,0.415698,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.301665,0.349336,5712.61,-128.857,0,-6.77e-08,0,6.2e-10,51.8963,-0.0314466,51.8963,0,1.38845,1.45498,3.22e-05,4476.31,27.5351,0,2.12e-20,0,-9.29e-18,1.82264,-2.83e-06,1.82264,0,0.00363094,999.0,4.0,999.0,707.6300213139226,92.99347658595411
224.511,0.000810831,-0.0557183,4568.68,6.90708,-0.0279522,-0.368007,-179.964,19823.2,-2.67e-05,-0.367933,-0.154204,-0.041931,-0.0279522,0.225299,-0.0236708,-0.00247615,71.3621,0.00758895,0.000772901,-0.055716,71.3635,-179.964,0.18595,-0.158615,0.0,0.217135,-0.585,0,-1.0,0.416006,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.299119,0.349546,5712.62,-129.097,0,-9.07e-08,0,4.51e-10,51.9141,-0.0314597,51.9141,0,1.38881,1.45499,3.62e-05,4476.31,27.5258,0,2.33e-20,0,-1e-17,1.90996,-3.22e-06,1.90996,0,0.00388678,999.0,4.0,999.0,707.9500213632076,92.67348689547865
224.527,-0.00243072,-0.0555066,4568.37,6.90686,-0.028306,-0.368694,-179.966,19823.3,-3.04e-05,-0.368619,0.0995833,-0.0439516,-0.028306,-0.148203,-0.0209532,-0.00247859,71.3625,0.00764065,-0.00243724,-0.0555062,71.364,-179.966,-0.152707,-0.158344,0.0,0.220426,-0.585,0,-1.0,0.4163,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.296574,0.349756,5712.63,-129.338,0,-1.14e-07,0,2.82e-10,51.9318,-0.0314728,51.9318,0,1.38917,1.45499,4.02e-05,4476.31,27.5164,0,2.53e-20,0,-1.08e-17,1.99728,-3.6e-06,1.99728,0,0.00414262,999.0,4.0,999.0,708.2600214079148,92.36349685963377
224.543,0.0239993,-0.0560324,4568.05,6.90665,-0.0286143,-0.369414,-179.969,19823.5,-8.31e-06,-0.369339,-0.192084,-0.0457113,-0.0286143,0.0782349,-0.0177376,-0.00248145,71.3631,0.00767861,0.0240125,-0.0560365,71.3646,-179.969,0.120211,-0.158248,0.0,0.220426,-0.585,0,-1.0,0.416582,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.29419,0.349953,5712.65,-129.566,0,-1.31e-07,0,1.34e-10,51.9484,-0.0314908,51.9484,0,1.38951,1.455,4.46e-05,4476.31,27.5067,0,2.75e-20,0,-1.16e-17,2.08036,-4.04e-06,2.08036,0,0.00440903,999.0,4.0,999.0,708.580021449887,92.04350708997637
224.559,0.000753234,-0.0562259,4567.73,6.90645,-0.0288707,-0.370157,-179.971,19823.7,-4.2e-05,-0.370083,0.0997684,-0.046943,-0.0288707,0.136314,-0.0147006,-0.00248446,71.3639,0.0076958,0.000739093,-0.0562254,71.3654,-179.971,-0.14734,-0.158255,0.0,0.217135,-0.585,0,-1.0,0.416849,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.291903,0.350142,5712.66,-129.788,0,-1.45e-07,0,-1.93e-12,51.9644,-0.0315116,51.9644,0,1.38984,1.455,4.93e-05,4476.31,27.4969,0,2.97e-20,0,-1.26e-17,2.16092,-4.5e-06,2.16092,0,0.0046817,999.0,4.0,999.0,708.9000214894222,91.7235173180925
224.576,0.0180003,-0.0545153,4567.4,6.90626,-0.0290863,-0.370941,-179.974,19824.0,-3.4e-05,-0.370867,0.0367158,-0.0479494,-0.0290863,0.094569,-0.0121165,-0.00248759,71.3648,0.00770449,0.0179978,-0.0545175,71.3663,-179.974,-0.0191034,-0.157889,0.0,0.217135,-0.585,0,-1.0,0.417104,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.289615,0.350332,5712.67,-130.01,0,-1.59e-07,0,-1.38e-10,51.9804,-0.0315325,51.9804,0,1.39016,1.455,5.4e-05,4476.31,27.4871,0,3.19e-20,0,-1.35e-17,2.24149,-4.97e-06,2.24149,0,0.00495438,999.0,4.0,999.0,709.23002152621,91.3935278204509
224.591,0.0255281,-0.0532084,4567.1,6.9061,-0.0292717,-0.371693,-179.977,19824.2,-3e-05,-0.371618,-0.12624,-0.0487322,-0.0292717,0.248445,-0.0113722,-0.00249009,71.3658,0.00771191,0.0255269,-0.0532115,71.3673,-179.977,-0.176745,-0.157785,0.0,0.240172,-0.585,0,-1.0,0.417344,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.287314,0.350523,5712.68,-130.235,0,-1.71e-07,0,-2.7e-10,51.9964,-0.0315521,51.9964,0,1.39049,1.455,5.94e-05,4476.31,27.4767,0,3.44e-20,0,-1.44e-17,2.3233,-5.47e-06,2.3233,0,0.00525799,999.0,4.0,999.0,709.5300215565298,91.09353733942966
224.607,0.0154015,-0.0544152,4566.78,6.90594,-0.0294311,-0.372483,-179.979,19824.6,-4.33e-05,-0.372408,0.0123796,-0.0499018,-0.0294311,0.307371,-0.00866739,-0.00249294,71.3669,0.00770037,0.0154044,-0.0544175,71.3684,-179.979,0.257321,-0.157567,0.0,0.217135,-0.585,0,-1.0,0.41757,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.284992,0.350718,5712.69,-130.466,0,-1.81e-07,0,-3.94e-10,52.0126,-0.0315696,52.0126,0,1.39083,1.455,6.59e-05,4476.31,27.4654,0,3.71e-20,0,-1.52e-17,2.40718,-6.05e-06,2.40718,0,0.00561291,999.0,4.0,999.0,709.8500215862532,90.77354748275265
224.624,0.0174963,-0.0578666,4566.45,6.90579,-0.0295589,-0.373318,-179.982,19824.9,-1.43e-05,-0.373243,0.00661866,-0.0511476,-0.0295589,0.116725,-0.0069918,-0.0024958,71.3682,0.00768031,0.0174825,-0.0578678,71.3698,-179.982,0.361783,-0.157588,0.0,0.220426,-0.585,0,-1.0,0.417783,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.282669,0.350912,5712.71,-130.697,0,-1.91e-07,0,-5.18e-10,52.0288,-0.0315871,52.0288,0,1.39117,1.455,7.23e-05,4476.31,27.454,0,3.99e-20,0,-1.6e-17,2.49106,-6.63e-06,2.49106,0,0.00596782,999.0,4.0,999.0,710.1800216132136,90.44355790571302
224.64,0.0271226,-0.0554085,4566.14,6.90567,-0.0296514,-0.374144,-179.984,19825.3,-5.72e-05,-0.374069,-0.0710961,-0.0520473,-0.0296514,-0.107202,-0.00495292,-0.00249865,71.3696,0.0076636,0.0271185,-0.0554115,71.3711,-179.984,-0.000140913,-0.157271,0.0,0.220426,-0.585,0,-1.0,0.417982,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.280362,0.351106,5712.72,-130.929,0,-1.99e-07,0,-6.38e-10,52.0449,-0.0316039,52.0449,0,1.39151,1.455,7.92e-05,4476.31,27.4424,0,4.27e-20,0,-1.68e-17,2.57492,-7.24e-06,2.57492,0,0.00633279,999.0,4.0,999.0,710.4900216333855,90.13356760890449
