Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_3
405.31,0.00662586,0.0178789,1372.57,7.07066,0.00284871,-0.37325,179.931,17247.7,-0.000162665,-0.373174,-0.10413,0.000559156,0.00284871,-0.456425,0.0642286,-0.00251617,62.0904,0.00237737,0.00661051,0.0178785,62.0917,-180.069,-0.482305,0.0678031,0.0,0.240172,0.423,0,-1.0,0.242801,0.117251,-0.000107548,1833.19,-6.75091,0,0.0,0,0.0,5.86028,9.69e-06,5.86028,0,-0.00378531,0.979992,0.0,1256.16,-0.0965024,0,1.11e-24,0,4.86e-18,1.27868,4.49e-15,1.27868,0,0.0,3.58e-10,0.377383,6596.13,624.85,0,4.69e-12,0,4.59e-17,54,-0.0339863,54,0,1.44149,0.000953876,-0.306339,6887.0,-220.973,0,6.19e-10,0,-8.53e-09,48.4933,0.0275881,48.4933,0,-1.303,999.0,2.0,999.0,88.00691503919221
405.326,0.00515438,0.0212284,1372.3,7.07098,0.003889,-0.373248,179.932,17247.8,-9.11e-05,-0.373173,-0.151025,-0.00034685,0.003889,-0.145274,0.064796,-0.00251608,62.0909,0.00224271,0.00512628,0.0212279,62.0922,-180.068,0.251038,0.0744724,0.0,0.246754,0.441,0,-1.0,0.242182,0.11705,-0.000108256,1833.21,-6.75088,0,0.0,0,0.0,5.86686,9.75e-06,5.86686,0,-0.00380598,0.979996,0.0,1256.17,-0.0964896,0,1.19e-24,0,5.2e-18,1.33384,4.21e-15,1.33384,0,0.0,1.01e-09,0.37738,6595.93,624.963,0,9.73e-13,0,9.33e-18,54,-0.0339867,54,0,1.44149,0.000946279,-0.306339,6886.96,-221.179,0,1.31e-09,0,-8.54e-09,48.4934,0.0275904,48.4934,0,-1.303,999.0,2.0,999.0,87.7369295211566
405.342,-0.00808231,0.0192041,1372.02,7.0713,0.00494562,-0.37325,179.933,17248.0,-9.26e-05,-0.373175,0.281926,-6.67e-05,0.00494562,-0.164464,0.0663504,-0.00251685,62.0915,0.00208808,-0.00809342,0.0192042,62.0928,-180.067,0.522519,0.0807064,0.0,0.243463,0.459,0,-1.0,0.241565,0.078882,-0.000108714,1833.24,-6.75084,0,0.0,0,0.0,5.86674,9.79e-06,5.86674,0,-0.00382221,0.979998,0.0,1256.17,-0.0964758,0,1.2699999999999999e-24,0,5.56e-18,1.39016,2.36e-15,1.39016,0,0.0,1.51e-09,0.37738,6595.72,625.078,0,-1.91e-12,0,-1.9e-17,54,-0.0339796,54,0,1.44148,0.000938595,-0.30634,6886.91,-221.39,0,2.15e-09,0,-8.55e-09,48.4935,0.0275854,48.4935,0,-1.303,999.0,2.0,999.0,87.45694477335692
405.358,-0.000576551,0.0183839,1371.75,7.07161,0.00599659,-0.373261,179.934,17248.2,-9.58e-05,-0.373185,0.155658,-0.00141518,0.00599659,-0.291646,0.0648175,-0.00251695,62.0921,0.0019088,-0.000576592,0.0183839,62.0934,-180.066,0.536715,0.0864672,0.0,0.240172,0.477,0,-1.0,0.240951,-0.0178284,-0.000108786,1833.27,-6.75081,0,0.0,0,0.0,5.85628,9.79e-06,5.85628,0,-0.00383161,0.979998,0.0,1256.18,-0.0964606,0,1.3499999999999999e-24,0,5.93e-18,1.44828,-1.9e-15,1.44828,0,0.0,1.76e-09,0.377383,6595.5,625.198,0,-3.5e-12,0,-3.45e-17,54,-0.033961,54,0,1.4415,0.000930777,-0.306341,6886.87,-221.607,0,3.23e-09,0,-8.56e-09,48.4935,0.0275691,48.4935,0,-1.30301,999.0,2.0,999.0,87.18695955802168
405.374,-0.0030506,0.0212524,1371.47,7.07191,0.00703731,-0.373292,179.936,17248.4,-9.79e-05,-0.373217,0.120565,-0.00239572,0.00703731,-0.697423,0.0638889,-0.00251735,62.0928,0.00169732,-0.00306081,0.0212523,62.0941,-180.064,0.0426033,0.0916167,0.0,0.240172,0.477,0,-1.0,0.24034,-0.114539,-0.000108859,1833.29,-6.75078,0,0.0,0,0.0,5.84582,9.79e-06,5.84582,0,-0.003841,0.979999,0.0,1256.19,-0.0964453,0,1.44e-24,0,6.31e-18,1.50641,-6.16e-15,1.50641,0,0.0,2.01e-09,0.377386,6595.28,625.317,0,-5.09e-12,0,-5e-17,54,-0.0339424,54,0,1.44151,0.00092296,-0.306342,6886.82,-221.824,0,4.31e-09,0,-8.57e-09,48.4936,0.0275528,48.4936,0,-1.30301,999.0,2.0,999.0,86.9069752403575
405.39,-0.000190543,0.0262156,1371.19,7.07221,0.00802028,-0.373343,179.937,17248.6,-6.79e-05,-0.373267,-0.0217831,-0.0037303,0.00802028,-0.151002,0.0602534,-0.00251761,62.0936,0.00145252,-0.000213414,0.0262151,62.0949,-180.063,0.435352,0.0961327,0.0,0.236881,0.477,0,-1.0,0.239732,-0.148382,-0.000109104,1833.32,-6.75075,0,0.0,0,0.0,5.84043,9.81e-06,5.84043,0,-0.0038532,0.98,0.0,1256.2,-0.0964295,0,1.5299999999999999e-24,0,6.69e-18,1.56434,-7.46e-15,1.56434,0,0.0,1.58e-09,0.377389,6595.07,625.435,0,-5.27e-12,0,-5.18e-17,54,-0.0339347,54,0,1.44152,0.000915243,-0.306344,6886.78,-222.04,0,4.67e-09,0,-8.58e-09,48.4936,0.0275457,48.4936,0,-1.30301,999.0,2.0,999.0,86.62699102510786
405.406,0.0132787,0.0268096,1370.92,7.0725,0.00895937,-0.373409,179.939,17248.8,-4.48e-05,-0.373333,0.0384863,-0.0047473,0.00895937,0.175879,0.0572137,-0.00251785,62.0944,0.00117617,0.0132727,0.0268092,62.0957,-180.061,0.67424,0.0996682,0.0,0.23359,0.477,0,-1.0,0.239129,-0.0711681,-0.000109657,1833.35,-6.75072,0,0.0,0,0.0,5.84396,9.86e-06,5.84396,0,-0.00387036,0.98,0.0,1256.2,-0.0964126,0,1.62e-24,0,7.08e-18,1.62193,-3.55e-15,1.62193,0,0.0,-3.1e-11,0.377391,6594.85,625.553,0,-2.98e-12,0,-2.93e-17,54,-0.0339461,54,0,1.44153,0.000907704,-0.306345,6886.73,-222.255,0,3.76e-09,0,-8.59e-09,48.4937,0.0275549,48.4937,0,-1.30302,999.0,2.0,999.0,86.35700633561831
405.422,0.000920398,0.0258272,1370.64,7.07279,0.00984488,-0.373487,179.94,17249.0,-5.56e-05,-0.373411,0.325852,-0.00483714,0.00984488,-0.352711,0.0532453,-0.00251861,62.0951,0.000897781,0.000934045,0.0258275,62.0965,-180.06,-0.0522242,0.102472,0.0,0.240172,0.477,0,-1.0,0.238529,0.00604541,-0.000110209,1833.37,-6.75068,0,0.0,0,0.0,5.8475,9.92e-06,5.8475,0,-0.00388751,0.98,0.0,1256.21,-0.0963958,0,1.71e-24,0,7.47e-18,1.67952,3.58e-16,1.67952,0,0.0,-1.64e-09,0.377392,6594.64,625.671,0,-6.78e-13,0,-6.88e-18,54,-0.0339575,54,0,1.44153,0.000900165,-0.306347,6886.68,-222.47,0,2.85e-09,0,-8.6e-09,48.4937,0.0275641,48.4937,0,-1.30303,999.0,2.0,999.0,86.07702244271769
405.438,0.0115944,0.0254328,1370.37,7.07307,0.0106691,-0.373575,179.942,17249.3,-6.89e-05,-0.373499,0.0273052,-0.00576301,0.0106691,0.0196188,0.0502961,-0.00251899,62.096,0.000624756,0.011598,0.0254328,62.0974,-180.058,0.349198,0.104783,0.0,0.230299,0.477,0,-1.0,0.237935,0.0641037,-0.000110775,1833.4,-6.75065,0,0.0,0,0.0,5.8517,9.97e-06,5.8517,0,-0.00390467,0.98,0.0,1256.22,-0.0963787,0,1.79e-24,0,7.86e-18,1.73643,4.44e-15,1.73643,0,0.0,-2.59e-09,0.377392,6594.43,625.787,0,1.15e-12,0,1.1e-17,54,-0.033966,54,0,1.44153,0.000892769,-0.306348,6886.64,-222.683,0,2.1e-09,0,-8.6e-09,48.4938,0.0275711,48.4938,0,-1.30303,999.0,2.0,999.0,85.80703807080681
405.454,0.0172992,0.0260889,1370.09,7.07334,0.0114545,-0.373667,179.944,17249.5,-6.51e-05,-0.373591,-0.154661,-0.00619534,0.0114545,-0.725134,0.0462338,-0.00251983,62.0969,0.00036379,0.0172948,0.0260887,62.0982,-180.056,-0.519514,0.106744,0.0,0.227008,0.477,0,-1.0,0.237347,0.0772185,-0.000111372,1833.43,-6.75062,0,0.0,0,0.0,5.85746,1e-05,5.85746,0,-0.00392182,0.98,0.0,1256.23,-0.0963608,0,1.88e-24,0,8.25e-18,1.79176,8.91e-15,1.79176,0,0.0,-1.97e-09,0.37739,6594.22,625.9,0,1.86e-12,0,1.8e-17,54,-0.0339679,54,0,1.44152,0.000885709,-0.306348,6886.59,-222.889,0,1.7e-09,0,-8.61e-09,48.4938,0.0275728,48.4938,0,-1.30303,999.0,2.0,999.0,85.52705462527979
