,Unnamed: 0,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_3,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_4_x,hazard_4_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous,local_collision_flag,global_collision_flag,time_to_collision_flag
182,182,400.41786,0.9013903926194184,-0.1408983161555637,5287.554652713194,-7.145543844838496,-0.0631112402819442,-0.6261503821690533,-3.1142889829059874,3504.449341367429,0.0009488376288953,-0.6385893598767771,0.0199905505809471,-0.0610223908705571,-0.0607577286065845,0.1596708464195586,-0.0063440143309176,0.4138254773848762,12.594347123278393,-0.2087307491638737,0.903278788963376,-0.1241415802800093,12.596595919811362,-3.1142889829059874,-0.0364664154878751,-2.184454688141476,0.0,0.5585909544324421,-36.38908210558397,0.93686569311411,10.745380535536142,-0.0107112004329204,1.2512947299532635,0.0627025915931608,1310.3394750130697,-33.964504562445185,0.0,0.0,0.0,0.0,55.64447079550795,-0.0056432115451016,55.64447079550795,0.0,0.2202904000832398,0.0,0.0,1890.670000000001,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4863691738190172,-0.2220183815822228,5277.003684206592,4.143330229402032,0.0,-0.071498098584129,0.0,0.0007506952685494,26.38176884791261,0.0199835616191194,26.38176884791261,0.0,-1.5279483777255762,0.0,0.0,6015.210000000016,12.850200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000003,15.118111112221277,gaze,0.4875699524281771,0.437919994678736,12.441012876838723,46.28309091645804,459.15621008890406,32.18405682465048,-6.197952032986242,-30.70255060695062,0.0136425333702978,0.1290692076413687,0.9918140724173274,5.297478819549576,-30.289684728307435,-6.298059829189443,-30.2528451458726,0.0298617893435428,0.0804816855320446,0.996545590071697,4.813586353268683,0.9380509360355048,-6.257691838004706,-30.4652751685568,0.0210225533586889,0.1045601519125036,0.9941159180338192,5.0514053380343285,4.986622392735869,True,-0.0026991124275776,imu,0.0017944584,-9.6888790544,1.8381235544,0.60573718,3.99215993,-2.56176825,85.19025470411671,-16.357148145561737,118.08073043730276,6015.210000000016,12.850200000000005,False,0.9994726171793114,0.0324728734290279,5286.029704066259,-7.563313666884298,-3.1142889829059874,False,False,inf
183,183,400.426337,0.9035892214592302,-0.1410582028412365,5287.584290452712,-7.14766368875698,-0.0632289441740887,-0.6267025252044949,-3.1336592085096227,3513.5513308400987,0.0009462440670176,-0.6390249723177023,0.0188251971356543,-0.0613885834485523,-0.0609166787695988,0.2023858925144666,-0.0054781979914008,0.4099487330116677,12.626706884630154,-0.2090261096570486,0.9054748464868208,-0.1242813306088245,12.628955424209762,-3.1336592085096227,-0.2034575604300716,-2.187990744003499,0.0,0.5586842512146213,-36.376620067530986,4.6093075797908245,10.73823696738172,-0.0107097476032292,1.2546399019393668,0.0638726873758439,1310.3405728361192,-33.832668869893105,0.0,0.0,0.0,0.0,55.68338357274224,-0.0057485244387869,55.68338357274224,0.0,0.2243592617287301,0.0,0.0,1890.6700000000008,-8.574459999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491953978619683,-0.2291844847451039,5276.940834210012,4.143368119955162,0.0,-0.0716154200136924,0.0,0.0008229461800627,26.428396000852747,0.0206285229871781,26.428396000852747,0.0,-1.5809764988953574,0.0,0.0,6015.210000000016,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000003,15.08842272020406,gaze,0.4880611746437879,0.4379059664569166,14.90589055541655,52.63966885091175,529.232939413348,32.17470672923219,-6.193865483235147,-30.70533073813146,0.0125987973474562,0.1293229495969512,0.991873700801461,5.2967740915472605,-30.301795606835302,-6.292445942279199,-30.2572422828726,0.0288235684319646,0.0805396284320242,0.996643166109199,4.814517024165035,0.9275641231978196,-6.25306774608366,-30.468561927738875,0.0200080269513142,0.1047193996735368,0.9941839876545456,5.051292260265925,7.779682790693474,True,-0.0064937435480555,imu,0.0173464312,-9.7098144024,1.8488903048,0.65807555,4.05945212,-2.29259949,85.15867589460808,-16.366774927396502,118.11198572903857,6015.210000000016,12.8502,False,0.9994266391137412,0.0338584262748804,5286.059200655722,-7.564917941123624,-3.133659208509623,False,False,inf
184,184,400.432,1.09922,-0.142663,5287.6,-7.14886,-0.0622254,-0.625932,-3.08771,3520.71,0.000853299,-0.634051,-0.223065,-0.0822089,-0.0618912,-0.819831,-0.0745544,0.270104,12.6723,-0.195574,1.10139,-0.125686,12.6746,-3.08771,-0.231065,-2.05744,0.0,0.556114,-36.837,6.0,11.0,-0.00818309,1.41373,0.0,1310.34,-33.7781,0.0,0.0,0.0,0.0,56.1413,-4.41564e-12,56.1413,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61272,-0.220787,5276.93,4.13938,0.0,-0.0746038,0.0,-0.000754194,26.7265,0.0198659,26.7265,0.0,-1.70303,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,15.072457816148932,gaze,0.4883761517087105,0.4379012123909431,16.43607702965267,54.75331427906728,556.8827569628967,32.16872897417879,-6.191212206767459,-30.707212496873545,0.0119296117370815,0.1294838653042448,0.9919129715405643,5.2963562262214525,-30.30957852490105,-6.288787276621667,-30.26015706566118,0.0281559542624838,0.080572819256701,0.9967067873823996,4.815148173914374,0.9208387492902516,-6.250051773186494,-30.47076398391067,0.0193564932421388,0.1048194704886256,0.9942286409963405,5.051251946591984,9.866305449146065,True,-0.0090803037858669,imu,0.0657583113860119,-9.724237971141948,1.771729037181595,0.4444840372136363,3.530662059982282,-2.1759825125035643,85.1383240603219,-16.373102758070093,118.1321369768853,6015.21,12.8502,False,0.999430996678284,0.0337295549726399,5286.075245316701,-7.567337186661704,-3.0877100000000004,False,False,inf
185,185,400.43407,0.9056662962249892,-0.1411958974922595,5287.611393452803,-7.14960990997686,-0.0633327576887019,-0.6272083743552779,-3.1513374415161315,3521.8706940829634,0.0009438107175263,-0.6394228949833407,0.0177702327842834,-0.0617288327814289,-0.0610581908267807,0.2423585204883447,-0.0046832608935472,0.4063582298374929,12.656294446156032,-0.2092866864064577,0.9075493151699514,-0.1244010027782434,12.658542701632268,-3.1513374415161315,-0.3284117687366229,-2.1911219960771766,0.0,0.5587673658830126,-36.3651217800514,5.465974452716652,10.732246176607804,-0.010707340719561,1.257579504368223,0.0649395438525314,1310.3415702953366,-33.71232874589142,0.0,0.0,0.0,0.0,55.71900945720327,-0.0058445454500966,55.71900945720327,0.0,0.228068802402594,0.0,0.0,1890.6700000000008,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496983173189078,-0.235680941572003,5276.883409036399,4.14342605442995,0.0,-0.0717183021866041,0.0,0.000889409736924,26.47110239638148,0.0212132149030554,26.47110239638148,0.0,-1.628946474745615,0.0,0.0,6015.210000000016,12.850200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000004,15.061272720504542,gaze,0.486231131431779,0.4343380629127773,17.65527852116131,55.53467145601256,559.1079202531389,32.19686992936707,-6.200148956837388,-30.69022115088078,0.0133859437721887,0.1275907280441845,0.9917365691686896,5.312141418457031,-30.16221547830643,-6.314176969513923,-30.23408619683786,0.0426716776100012,0.080773604290392,0.9958186344811426,4.830655097961426,0.9254438923269196,-6.270759924256813,-30.43948547319302,0.0198790800388634,0.104171538103171,0.994028436890808,5.06498384475708,10.6077160743794,True,0.0,imu,0.0669496130063998,-9.724588354826702,1.7705539463126028,0.4463180807430392,3.528047822662792,-2.1634269246723856,85.13103118181577,-16.375395269693406,118.13935875697682,6015.210000000016,12.850200000000005,True,0.999640784109682,0.0268011705822736,5286.086174987375,-7.566393586141463,-3.151337441516132,False,False,inf
186,186,400.434815,0.9058699830553748,-0.1412087476975183,5287.61400792021,-7.149798036963673,-0.0633425777573896,-0.6272572185451992,-3.1530409386850127,3522.6730032404384,0.0009435729002573,-0.6394612606745214,0.0176690229376893,-0.0617619231207611,-0.0610716462071023,0.2462403938418297,-0.004606423460065,0.4060096306368361,12.659148355051684,-0.2093113394861506,0.9077527470160706,-0.124412134600184,12.661396580674548,-3.1530409386850127,-0.3389213052058479,-2.1914188522905844,0.0,0.5587752734554429,-36.36400667068413,5.360160961034018,10.731695332428565,-0.0107070548425329,1.2578570773890616,0.0650422905914954,1310.3416661869735,-33.70073134017744,0.0,0.0,0.0,0.0,55.72244802093759,-0.0058537930365632,55.72244802093759,0.0,0.228426044483553,0.0,0.0,1890.670000000001,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497464389590729,-0.2363047472655152,5276.877872064091,4.143432824758117,0.0,-0.0717280052753178,0.0,0.0008958404133378,26.47522531791564,0.0212693584450928,26.47522531791564,0.0,-1.6335474892149675,0.0,0.0,6015.210000000015,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000006,999.0000000000006,3.000000000000003,15.058653684855951,gaze,0.4885288416373703,0.4379002205152902,17.10270939680418,54.64529156612308,558.1349724351101,32.1658365370374,-6.189916060868116,-30.70815504218981,0.011605234051411,0.129561304621429,0.9919323248252752,5.296164058956363,-30.313356663103743,-6.286995771269361,-30.261599227131025,0.0278317403494863,0.0805876802838274,0.9967379498244756,4.815464646474203,0.9175781975573276,-6.248574281817595,-30.47186041171657,0.019040345216758,0.1048673389115056,0.9942505940885732,5.051242247089729,10.937912025783763,True,-0.0103783861015157,imu,0.023926112,-9.722375611200002,1.8399180128,0.44872207,3.99963684,-2.19539966,85.12842545776634,-16.37621767561931,118.14193912351472,6015.210000000015,12.8502,False,0.9993804482834716,0.0351954484092441,5286.088777063796,-7.566536365706283,-3.153040938685013,False,False,inf
187,187,400.439419,0.9071426751842756,-0.1412865280858705,5287.6301780735785,-7.150963085637449,-0.0634025513433226,-0.6275595040217203,-3.163569653333887,3527.6343616859817,0.0009420900422101,-0.6396984782643557,0.0170452712660771,-0.061967623074515,-0.0611540981938303,0.2702893284566129,-0.0041306062583574,0.4038449489255846,12.676798544429792,-0.2094619202948957,0.909023848168769,-0.1244793667878508,12.6790465759479,-3.163569653333887,-0.3976427566400236,-2.193234478991108,0.0,0.5588237545793983,-36.35708427277505,4.1008965824453005,10.728393178099848,-0.0107050791337799,1.259550531503543,0.065677095052653,1310.3422579837525,-33.62904612219296,0.0,0.0,0.0,0.0,55.74372230986074,-0.0059109277919185,55.74372230986074,0.0,0.2306331452865293,0.0,0.0,1890.670000000001,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5004253831934269,-0.240151686337026,5276.843636315926,4.143479334127223,0.0,-0.0717871559905542,0.0,0.0009356874879345,26.500737623542623,0.0216155892820676,26.500737623542623,0.0,-1.6619012663537442,0.0,0.0,6015.210000000016,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000004,15.04245514229593,gaze,0.4887730673642309,0.4379005555350976,18.014592695605423,52.66545203795881,540.142072478496,32.161217885125694,-6.187828647122408,-30.7097066571854,0.0110864240473723,0.1296843224727945,0.9919637379653446,5.295871769958708,-30.31940732356191,-6.284104440159479,-30.26394830328968,0.0273123281551125,0.0806096494469068,0.9967882578893128,4.815986083437028,0.9123625317769148,-6.246188783852224,-30.473656156984564,0.0185342260663507,0.1049429516806412,0.994286151475856,5.051241007289845,12.69684776442964,True,-0.0125157060603622,imu,0.069995576157529,-9.725481829211,1.7675674540697612,0.4610074696334518,3.52213076797386,-2.1311709389048934,86.79318119999999,-16.66896200000001,116.2430768,6015.210000000016,12.8502,False,0.9993553360656352,0.0359014244444605,5286.104870662774,-7.567421129799726,-3.163569653333887,False,False,inf
188,188,400.443292,0.908231847251298,-0.1413497710485967,5287.643798284795,-7.15194642176587,-0.0634520463111072,-0.6278143778094191,-3.172428340954333,3531.812243958234,0.0009408250822904,-0.6398982019398387,0.0165228856531472,-0.0621422662649025,-0.061222518803172,0.2905411853528273,-0.0037290539819068,0.4020102120677352,12.69166424019952,-0.2095862176969213,0.9101116616404488,-0.1245338325039937,12.693912095675344,-3.172428340954333,-0.4386174880806923,-2.194736484261271,0.0,0.5588640247904081,-36.35121706863647,2.545319938301961,10.725750694609788,-0.0107031398749504,1.2609459355403538,0.0662108792808553,1310.3427547454494,-33.56872297259765,0.0,0.0,0.0,0.0,55.76165101414788,-0.0059589703601654,55.76165101414788,0.0,0.2324889331022533,0.0,0.0,1890.6700000000008,-8.574459999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502899102157027,-0.243376992959345,5276.814812323186,4.143524716254294,0.0,-0.071835831436443,0.0,0.0009693486210367,26.522243273462774,0.0219058721390261,26.522243273462774,0.0,-1.685646485247551,0.0,0.0,6015.210000000016,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000004,15.028810837688512,gaze,0.4889732704232145,0.437902714165307,18.59350336047576,49.51088296917015,508.5748638947786,32.15743930113325,-6.186103772565187,-30.71102144177637,0.0106611582057081,0.1297843242060829,0.9919899334519564,5.29564683600751,-30.32437466143027,-6.281709260373219,-30.265915188628533,0.0268857306393425,0.0806258909535645,0.9968299479456694,4.816428354255079,0.9080865862292334,-6.244211737689338,-30.47516912455072,0.0181189059426845,0.105003991546468,0.9943157301711958,5.051253876478674,14.142008536511367,True,-0.0143245675203558,imu,0.0245242648,-9.7056273328,1.8237678872,0.55339881,3.83514482,-2.34493786,85.09947655213422,-16.385476135791563,118.1706051525728,6015.210000000016,12.8502,False,0.9993342195745706,0.0364844841992302,5286.118426502284,-7.568168628190295,-3.172428340954333,False,False,inf
189,189,400.448,1.05925,-0.124191,5287.66,-7.15279,-0.0634286,-0.627235,-3.12068,3537.98,0.000923758,-0.635353,0.491321,-0.0806128,-0.0630896,1.50222,-0.0745093,0.270093,12.7345,-0.195983,1.06107,-0.107874,12.7367,-3.12068,0.0110014,-2.06369,0.0,0.549532,-36.774,0.0,11.0,-0.00818309,1.40227,0.0,1310.34,-33.5282,0.0,0.0,0.0,0.0,56.2212,-3.08145e-12,56.2212,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61259,-0.237845,5276.81,4.13914,0.0,-0.074311,0.0,-0.000606794,26.8193,0.0213985,26.8193,0.0,-1.82827,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,15.012335136950028,gaze,0.4892102429352001,0.4379076411359463,19.06390266327635,44.52748175783273,458.2294780365481,32.15297611720294,-6.184045169728989,-30.712631208071777,0.0101578195541018,0.1299016144950679,0.99202149391982,5.295398890528189,-30.33026340497266,-6.278843124031882,-30.26829481876119,0.0263797739031811,0.0806428872765945,0.9968798547427148,4.816970344913335,0.9030248095026204,-6.241844876915823,-30.477011059029422,0.0176267716191874,0.1050750403457546,0.994351277296881,5.051286432907752,15.79175516713078,True,-0.0165327310698374,imu,0.0747850093274105,-9.726879540015158,1.762925593469244,0.5152027331192075,3.515259093006024,-2.080175937777428,85.08394696733481,-16.39053975747347,118.18597924674737,6015.21,12.8502,False,0.9993485572472882,0.0360896263178707,5286.135004762714,-7.570389720131789,-3.120680000000001,False,False,inf
190,190,400.45177,0.9106750571856044,-0.1414811622189634,5287.673668755245,-7.154109385363459,-0.0635573079437594,-0.6283741807750622,-3.191824723819151,3540.9712486416115,0.0009380002967597,-0.6403359793304857,0.0153870945593075,-0.0625296459892632,-0.0613692567889025,0.3345980248415142,-0.0028460411641201,0.3979506582493679,12.724262572572336,-0.2098506558658372,0.9125518333818032,-0.1246463244682608,12.726510002370231,-3.191824723819151,-0.5014578768443353,-2.19794270653316,0.0,0.5589505514392232,-36.33821974003455,-0.4391520316880852,10.720394352104949,-0.0106980189733349,1.2639076591762155,0.0673784827487062,1310.343838706232,-33.43661250251949,0.0,0.0,0.0,0.0,55.800997883791375,-0.0060640590471273,55.800997883791375,0.0,0.2365480290837302,0.0,0.0,1890.670000000001,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5082594043276163,-0.2504023952867521,5276.751639813774,4.143644200880304,0.0,-0.071938928062018,0.0,0.0010434758810114,26.56945847088368,0.0225381696886448,26.56945847088368,0.0,-1.737283339667824,0.0,0.0,6015.210000000014,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000003,14.998886946038738,gaze,0.4893949894480588,0.4379134036533402,19.267378555463843,40.24376983039164,415.8376939905548,32.149504081793815,-6.182426792822867,-30.713929217033247,0.0097654355346864,0.1299921687844075,0.9920465431306108,5.295220290133686,-30.334861612320616,-6.276583823055992,-30.270191423212783,0.0259845145859524,0.0806543308598248,0.9969192111360208,4.817407740033928,0.89907819831227,-6.239978314400523,-30.478488137315026,0.0172426683967833,0.1051294470265703,0.9943794198479898,5.051325731353228,16.975757819529875,True,-0.0183052791686594,imu,0.0257205704,-9.6667474008,1.8189826648,0.5982602699999999,3.53606842,-2.58419898,85.07178874994717,-16.394554454011324,118.19801199797182,6015.210000000014,12.8502,False,0.9992880950235712,0.037726690076946,5286.1481561561295,-7.569815182703216,-3.1918247238191504,False,False,inf
191,191,400.454159,0.9113781205093104,-0.1415164243066846,5287.682099757896,-7.154721474947759,-0.0635861980155952,-0.6285323985675288,-3.197291429282979,3543.55552815071,0.0009371905098478,-0.6404594925439268,0.0150690140932392,-0.0626400598623864,-0.0614098455332865,0.3468706867661047,-0.0025962399718508,0.3967961041996539,12.733462644190832,-0.2099232590035081,0.9132540247163732,-0.1246763405026935,12.73570994411978,-3.197291429282979,-0.5126738058848145,-2.198825754706805,0.0,0.5589745334306074,-36.33451601047758,-0.8763729602251403,10.71899028398978,-0.0106963606209568,1.2647192747566005,0.0677072628634977,1310.3441432914542,-33.39936969287096,0.0,0.0,0.0,0.0,55.81210997664475,-0.0060936504960347,55.81210997664475,0.0,0.2376909448838195,0.0,0.0,1890.6700000000008,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5097563211333522,-0.2523733917032942,5276.733819485206,4.143682904300307,0.0,-0.0719671236079383,0.0,0.0010644726068193,26.582797432702144,0.022715562518578,26.582797432702144,0.0,-1.7517490852723514,0.0,0.0,6015.210000000016,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000003,14.990440719950028,gaze,0.4769100778826709,0.4383023374922175,20.01867524834739,36.85395080482783,390.3717307681632,32.38021298928716,-6.227007622923654,-30.7448415230368,0.0343481712500311,0.1269978630743933,0.9913080983762396,5.302431583404541,-30.00589281253478,-6.312382047393078,-30.26338411896262,0.0544973751490621,0.0767180918629093,0.9955623388230276,4.821085453033447,0.9832253535081672,-6.2686370950218935,-30.454165417063628,0.025253305146227,0.1037587678236623,0.9938897243790672,5.065214824676514,17.611078817572597,True,0.0,imu,0.0781496331009025,-9.72785600593683,1.7597057626626895,0.5776237773936417,3.5123986290139944,-2.044311253552894,85.06421046415542,-16.397080152577264,118.20550981595257,6015.210000000016,12.8502,False,0.999938210071878,0.0111164759815599,5286.1565475024,-7.570281718172836,-3.1972914292829784,False,False,inf
192,192,400.460247,0.9131987007922612,-0.1416027465543187,5287.70361246586,-7.156286452329492,-0.0636582703335207,-0.6289365415406815,-3.211224241101106,3550.147898230909,0.0009350995502554,-0.6407745698750933,0.0142624915558608,-0.062923913234258,-0.0615117504138134,0.3776948555917432,-0.0019577528607861,0.3938330627456703,12.756936025067954,-0.2101044388027762,0.9150723514779358,-0.1247494557850248,12.759182974511653,-3.211224241101106,-0.5290975094017963,-2.201035051396216,0.0,0.5590348584301926,-36.324988573853695,-1.0753252011096714,10.715619491333324,-0.0106917106415687,1.2667420191604604,0.0685445789082277,1310.344917751611,-33.30443098168311,0.0,0.0,0.0,0.0,55.84047542421871,-0.0061690121076763,55.84047542421871,0.0,0.240601517015379,0.0,0.0,1890.6700000000008,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5135440477083837,-0.2573788033975702,5276.688369145994,4.143791632122575,0.0,-0.0720372754487266,0.0,0.0011181923330988,26.6168572720491,0.0231660575202727,26.6168572720491,0.0,-1.7884434555047994,0.0,0.0,6015.210000000016,12.850200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000008,999.0000000000008,3.000000000000004,14.968888876766204,gaze,0.4897943189513429,0.4379322418348925,19.249172743565445,31.940997331046365,339.890182115463,32.142023875844224,-6.178885062264769,-30.716876301191384,0.0089173741869598,0.1301848971991651,0.9921021434271958,5.294882531120207,-30.34482436957144,-6.271619331829652,-30.27442715936137,0.0251275104081584,0.080673054876428,0.9970057471566725,4.81840194563972,0.8905463869912728,-6.2358742383945485,-30.48181596591857,0.0164110233431233,0.1052437333294039,0.9944416566987948,5.051456389331167,18.93690400656311,True,-0.0222913243712242,imu,0.002990764,-9.6159044128,1.8249641928,0.7702292,3.32671494,-2.748691,85.04533537445778,-16.403452438374824,118.22417442726405,6015.210000000016,12.850200000000005,False,0.9992422278146212,0.0389226174874286,5286.177959202256,-7.57147570948119,-3.211224241101106,False,False,inf
193,193,400.464,1.05623,-0.144211,5287.72,-7.15677,-0.0645766,-0.628501,-3.15375,3555.32,0.00092967,-0.636619,0.661276,-0.0772399,-0.0642329,-0.0526463,-0.0691544,0.27008,12.7969,-0.196584,1.05836,-0.127968,12.7992,-3.15375,-0.974066,-2.07065,0.0,0.556114,-36.711,0.0,11.0,-0.00818309,1.39081,0.0,1310.34,-33.2783,0.0,0.0,0.0,0.0,56.3011,-1.74725e-12,56.3011,0.0,0.0,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61245,-0.254904,5276.69,4.1389,0.0,-0.0740182,0.0,-0.000459394,26.912,0.022931,26.912,0.0,-1.9535,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,14.95220853495872,gaze,0.4899640871718333,0.4379431730233046,19.07087472016632,29.301897336959808,318.8854056449757,32.1388549033521,-6.1773598531261245,-30.71819336312851,0.0085568680362089,0.1302654319150693,0.9921264397619508,5.294760820497113,-30.349070556726883,-6.269472273481824,-30.276289725319256,0.0247619712498868,0.0806782588816902,0.9970431989304814,4.818846715890657,0.886918711749128,-6.234098197669258,-30.483292046648224,0.0160568283022167,0.1052907839229263,0.9944687513413968,5.05153265429793,19.38502995179749,True,-0.0240505002701885,imu,0.0834005352346295,-9.729370517308164,1.754752063275966,0.7175591498072161,3.511566542843223,-1.988614245593215,85.03400836091234,-16.40733507664219,118.23536636138483,6015.21,12.8502,False,0.9992668451693448,0.038285403815355,5286.194763986377,-7.573489453285564,-3.1537500000000005,False,False,inf
