Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID
gaze,587.575591,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.595572,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.615664,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.635645,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.655736,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.675718,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.695808,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.71579,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.735881,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.755862,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.775953,,,,,,,,,,,,,,,,,,,,,,,,,,,34.856217594215735,False,-1.0
gaze,587.795934,0.4630461506853839,0.3458715558175104,36.77580587252994,91.95296578559451,447.2711620689022,28.38639676240697,-2.768195304165083,-37.05652704234728,0.0169972497412294,0.1919085372626766,0.98126561481942,4.882285594940186,,,,,,,,28.38639676240697,-2.768195304165083,-37.05652704234728,0.0169972497412294,0.1919085372626766,0.98126561481942,4.882285594940186,34.856217594215735,False,-1.0
gaze,587.816026,0.4527089544391878,0.3640357086947265,46.63050265363986,82.25452260992996,448.5479170903893,28.48573865818787,-2.656396737222502,-37.32932491464961,0.0367619555892471,0.1720326286340552,0.9844050656647962,4.927215099334717,,,,,,,,28.436067710297422,-2.7122960206937927,-37.192925978498444,0.02687960266523825,0.18197058294836588,0.9828353402421082,4.904750347137451,34.856217594215735,False,-1.0
gaze,587.836007,0.4465755139824673,0.3748880420096486,52.4808394834708,76.42826314607136,449.194411669128,28.54648451051965,-2.646339847120104,-37.41646449040695,0.0484918786925775,0.1602080382088014,0.985891435298102,4.943057060241699,,,,,,,,28.472873310371497,-2.6903106295025627,-37.26743881580128,0.03408369467435133,0.17471640136851105,0.983854038594106,4.917519251505534,14.691636549294774,True,0.0
