ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 87,distance_to_inter_0
189.2,11.0115,0.0255536,5302.33,7.23682,0.000677042,-0.581528,-179.612,1006.12,0.000197818,-0.581415,-175.979,0.0456876,0.000677042,2.82071,0.00151685,-0.00373673,3.62183,0.00314793,11.011,0.0159825,3.62204,-179.612,1.60425,0.0321411,0.0,0.467255,2.043,0,-1.0,0.165103,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.85862,5282.15,0.719776,0,0.0,0,0.0,26.289,-0.347323,26.289,0,30.2705,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.70047236671713
189.216,10.9953,0.0516089,5302.31,7.23669,0.000681968,-0.580094,-179.612,1013.9,-6.99401e-05,-0.579982,-175.892,0.0455322,0.000681968,4.86995,0.00077214,-0.00372716,3.64985,0.00321333,10.9947,0.0419282,3.65006,-179.612,1.03301,0.0322331,0.0,0.490293,2.016,-6,-1.0,0.165224,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.88563,5282.24,0.64118,0,0.0,0,0.0,26.3443,-0.349609,26.3443,0,30.4187,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.680471946132823
189.232,11.0393,0.00393268,5302.3,7.23657,0.000670495,-0.578665,-179.611,1021.67,-0.000580408,-0.578553,-176.712,0.0449599,0.000670495,-0.0986349,-0.000576966,-0.00371687,3.67779,0.00321671,11.0387,-0.00572303,3.678,-179.611,1.9708,0.0322324,0.0,0.493584,1.944,-6,-1.0,0.165346,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.91262,5282.32,0.562665,0,0.0,0,0.0,26.3999,-0.351938,26.3999,0,30.5658,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.670471402467538
189.248,11.043,0.0331224,5302.28,7.23644,0.000645417,-0.57723,-179.611,1029.39,-1.55132e-05,-0.577118,-176.97,0.0456284,0.000645417,2.71097,-0.00147053,-0.00370668,3.70559,0.00319712,11.0424,0.0235943,3.7058,-179.611,0.707711,0.0303025,0.0,0.496875,1.827,-6,-1.0,0.165469,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.93953,5282.41,0.484404,0,0.0,0,0.0,26.4563,-0.354402,26.4563,0,30.7099,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.650470981905602
189.264,11.0197,0.0415345,5302.27,7.23632,0.000567023,-0.575804,-179.61,1037.09,-6.46077e-05,-0.575693,-176.388,0.0444918,0.000567023,3.90189,-0.0051264,-0.00369557,3.73331,0.00303004,11.0191,0.0325904,3.73352,-179.61,-0.838157,0.0284194,0.0,0.500166,1.656,-6,-1.0,0.165593,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.96644,5282.5,0.406143,0,0.0,0,0.0,26.5127,-0.356867,26.5127,0,30.854,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.640470438399074
189.28,11.0245,0.00428902,5302.25,7.23619,0.000441215,-0.574404,-179.61,1044.81,-0.000309362,-0.574294,-176.694,0.0423546,0.000441215,0.561838,-0.00903571,-0.00368376,3.7611,0.00280629,11.0238,-0.00393675,3.76131,-179.61,-0.149435,0.0265372,0.0,0.500166,1.413,-18,-1.0,0.165718,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,3.99313,5282.59,0.327921,0,0.0,0,0.0,26.5692,-0.35932,26.5692,0,30.996,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.62047001786061
189.296,11.0282,0.0014272,5302.23,7.23607,0.000235104,-0.573071,-179.609,1052.52,-0.000325296,-0.57296,-177.342,0.0358376,0.000235104,0.700964,-0.0163881,-0.00366996,3.78886,0.00266717,11.0274,-0.00633573,3.78906,-179.609,1.27049,0.0235523,0.0,0.503457,1.116,-18,-1.0,0.165844,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.01817,5282.68,0.249995,0,0.0,0,0.0,26.6268,-0.36169,26.6268,0,31.1224,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.600469657896358
189.312,11.0614,-0.0076799,5302.22,7.23594,-6.02333e-05,-0.571856,-179.609,1060.24,-5.76299e-05,-0.571746,-177.826,0.0274312,-6.02333e-05,0.41684,-0.0208879,-0.00365543,3.81668,0.0022572,11.0607,-0.0142208,3.81688,-179.609,0.628439,0.018324,0.0,0.510039,0.783,-24,-1.0,0.165971,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.04321,5282.78,0.172069,0,0.0,0,0.0,26.6844,-0.36406,26.6844,0,31.2487,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.590469053997573
189.328,11.0086,-0.0242091,5302.2,7.23582,-0.000409701,-0.570757,-179.609,1067.96,0.000100051,-0.570648,-176.396,0.022475,-0.000409701,-1.99231,-0.022306,-0.00364304,3.84445,0.00180967,11.008,-0.0293898,3.84465,-179.609,-0.313814,0.0121334,0.0,0.510039,0.423,-18,-1.0,0.166099,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.06812,5282.87,0.0943447,0,0.0,0,0.0,26.742,-0.366403,26.742,0,31.374,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.57046869403033
189.344,11.0591,-0.0118582,5302.18,7.23569,-0.000775304,-0.569714,-179.609,1075.7,-4.61065e-05,-0.569605,-176.746,0.0204824,-0.000775304,0.0725888,-0.0241471,-0.00363232,3.87231,0.00124767,11.0586,-0.0154197,3.87251,-179.609,0.422045,0.00608096,0.0,0.510039,0.045,-24,-1.0,0.166228,0,0,1779.95,-3.30369,0,0,0,0,0,0,0,0,0,0,0,1256.09,-0.0966621,0.123736,0,0,0,0,0,0,0,0,0,0.979997,4.09069,5282.97,0.0201851,0,0.0,0,0.0,26.7984,-0.368254,26.7984,0,31.4813,0.0,0.0,4476.3,27.6368,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,999.0,999.0,3.0,,25.550468273519165
