,Unnamed: 0,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_3,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_2_x,hazard_2_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous,local_collision_flag,global_collision_flag,time_to_collision_flag
0,0,464.246873,-0.146132,-0.000249703,1383.3,7.31044,-0.000153033,-0.335712,-179.65,20129.6,1.21054e-05,-0.335642,-0.0176467,0.00198599,-0.000153033,-0.143328,0.00102168,-0.00232921,72.4653,0.000257266,-0.146112,-0.000249194,72.4665,-179.65,-0.183888,0.000973938,0.0,0.0,0.009,0.0,-1.0,0.00172496,0.0028964,0.000719604,1826.08,-6.76027,0.0,0.0,0.0,0.0,6.28834,-6.47669e-05,6.28834,0.0,0.0236038,0.98,0.0,1256.23,-0.0963515,0.123736,0.0,1.9302700000000003e-24,0.0,8.452520000000001e-18,1.82053,9.44529e-15,1.82053,0.0,0.0,3.21229e-10,0.377389,5897.32,535.01,0.0,-1.39698e-11,0.0,-1.34838e-16,54.0,-0.0339601,54.0,0.0,1.44152,5.76993e-10,-0.306437,6496.18,-659.479,0.0,-6.15673e-09,0.0,-2.3483e-08,48.5,0.0275815,48.5,0.0,-1.30324,999.0,999.0,2.0,98.73408547666608,gaze,0.5109643982628036,0.4113954524490766,-29.61784590681045,182.7343951892978,1435.255814181594,30.42861680017776,-9.380651944962326,-28.7908926631577,-0.0390178771373593,0.1355461663161171,0.9900024454821804,5.038864135742188,-31.5846275287878,-9.373990544519817,-28.91505058448093,-0.0002839642736771,0.1245443876338188,0.9922139965114424,5.146838188171387,-0.5780053643050191,-9.377321244741072,-28.852971623819315,-0.0196509207055181,0.1300452769749679,0.9911082209968114,5.092851161956787,0.5436802604580234,True,0.0,imu,-0.3762381112000001,-9.746301723200002,2.1060960088,1.00201341,1.33785688,-3.99733497,80.3966084,-47.51655640000001,116.4505992,1256.23,-0.0963515,False,-0.999905937557532,-0.0137155399891234,1384.796917706166,7.819593592706545,-179.65,False,False,inf
1,1,464.251151,-0.146132,-0.000249703,1383.3,7.31044,-0.000153033,-0.335712,-179.65,20129.6,1.21054e-05,-0.335642,-0.0176467,0.00198599,-0.000153033,-0.143328,0.00102168,-0.00232921,72.4653,0.000257266,-0.146112,-0.000249194,72.4665,-179.65,-0.183888,0.000973938,0.0,0.0,0.009,0.0,-1.0,0.00172496,0.0028964,0.000719604,1826.08,-6.76027,0.0,0.0,0.0,0.0,6.28834,-6.47669e-05,6.28834,0.0,0.0236038,0.98,0.0,1256.23,-0.0963515,0.123736,0.0,1.9302700000000003e-24,0.0,8.452520000000001e-18,1.82053,9.44529e-15,1.82053,0.0,0.0,3.21229e-10,0.377389,5897.32,535.01,0.0,-1.39698e-11,0.0,-1.34838e-16,54.0,-0.0339601,54.0,0.0,1.44152,5.76993e-10,-0.306437,6496.18,-659.479,0.0,-6.15673e-09,0.0,-2.3483e-08,48.5,0.0275815,48.5,0.0,-1.30324,999.0,999.0,2.0,98.73408547666608,gaze,0.5252591593124128,0.3995266482997162,-29.43096798296661,181.40366832099355,1425.2226025642883,30.10741627555053,-9.369089515263626,-28.72384923522375,-0.0664145118674043,0.1388756208841368,0.9893649336490856,5.158819827035073,-31.94913221553703,-9.329181246431704,-28.93251416232892,-0.0289668732403945,0.137915470103944,0.9918636487164876,5.228665965339549,-0.6280600850166842,-9.3306189760097,-28.83059120384985,-0.048788689411235,0.1402578185174807,0.990593991064082,5.211664425661098,0.5407319874443567,True,0.129684101286004,imu,-0.3762381112000001,-9.746301723200002,2.1060960088,1.00201341,1.33785688,-3.99733497,80.3966084,-47.51655640000001,116.4505992,1256.23,-0.0963515,False,-0.9991182660878009,-0.0419844062683591,1384.796917706166,7.819593592706545,-179.65,False,False,inf
2,2,464.254,-0.146132,-0.000249703,1383.3,7.31044,-0.000153033,-0.335712,-179.65,20129.6,1.21054e-05,-0.335642,-0.0176467,0.00198599,-0.000153033,-0.143328,0.00102168,-0.00232921,72.4653,0.000257266,-0.146112,-0.000249194,72.4665,-179.65,-0.183888,0.000973938,0.0,0.0,0.009,0.0,-1.0,0.00172496,0.0028964,0.000719604,1826.08,-6.76027,0.0,0.0,0.0,0.0,6.28834,-6.47669e-05,6.28834,0.0,0.0236038,0.98,0.0,1256.23,-0.0963515,0.123736,0.0,1.9302700000000003e-24,0.0,8.452520000000001e-18,1.82053,9.44529e-15,1.82053,0.0,0.0,3.21229e-10,0.377389,5897.32,535.01,0.0,-1.39698e-11,0.0,-1.34838e-16,54.0,-0.0339601,54.0,0.0,1.44152,5.76993e-10,-0.306437,6496.18,-659.479,0.0,-6.15673e-09,0.0,-2.3483e-08,48.5,0.0275815,48.5,0.0,-1.30324,999.0,999.0,2.0,98.73408547666608,gaze,0.5250451059427484,0.3997375929767533,-29.424086233292112,180.873591538848,1421.1182710220037,30.11272247300162,-9.369187207957909,-28.72338795867853,-0.0659910963552943,0.1388929584898939,0.9893693233384838,5.155247356889974,-31.94407064170807,-9.330148752053148,-28.931325663640926,-0.0285614754632484,0.1376475998290534,0.9918776973637168,5.225646235382056,-0.6293392591134637,-9.33142718975391,-28.82990659358527,-0.0483713107670735,0.1401015077778443,0.990602947641098,5.208382331748265,0.5426929830619437,True,0.1238942697472887,imu,-0.4555587541723394,-9.716653551204818,2.1164355666791725,-0.2512312149564196,0.8193092134765483,-5.125820840722616,80.3966084,-47.51655640000001,116.4505992,1256.23,-0.0963515,False,-0.9991357206840912,-0.0415669538585881,1384.796917706166,7.819593592706545,-179.65,False,False,inf
3,3,464.259627,-0.1517324993935991,0.0263061409560883,1383.1915165299454,7.315315819776282,0.0266123430208815,-0.3346206427397408,-179.61627973908946,20128.979698622912,-4.464796809615234e-05,-0.3345538319437839,-0.0530629612176596,0.0102699333231315,0.0266123430208815,-0.2944579234946585,-0.1104408194852546,-0.002222290063139,72.46145155632605,-0.0117065380373288,-0.1516797306110816,0.026290747633292,72.4626756940351,-179.57031259769093,-0.9526836731116984,0.0629930643575111,0.0,0.0125608023870848,-0.0786042790829175,-0.1623676104311198,-0.5132112756613759,-0.0155461659107784,-0.0840799101615373,0.000708948456264,1826.0941941089727,-6.760278536845374,0.0,0.0,0.0,0.0,5.792466997434513,-6.380983972589755e-05,5.792466997434513,0.0,0.0240209392460445,0.9712008949243026,0.0007063078528739,1256.2405194636822,-0.0964240871829984,0.1346840907352447,0.0,-7.046204816925245e-20,0.0,1.8210054079307748e-17,1.8592402552356,-6.434509431121698e-05,1.8592402552356,0.0,-0.026608265803214,5.6800403411223517e-11,0.3773938176264196,5897.261644919759,534.9554281142186,0.0,-1.0023384981188551e-11,0.0,-9.705302832132395e-17,54.00000000000032,-0.0339684917392488,54.00000000000032,0.0,1.441537474323037,2.9298316385352e-10,-0.306437004498399,6496.11308503942,-659.5020764995809,0.0,-5.0825420250676674e-09,0.0,-2.3483611732820476e-08,48.50000000000048,0.0275811469332983,48.50000000000048,0.0,-1.3032410068980125,999.0000000000084,999.0481819352324,2.000000000000013,98.606134958704,gaze,0.5246232899840962,0.4001513742899652,-29.424741915257247,180.51359316224105,1417.5839611872436,30.123176302982067,-9.369407460314871,-28.722498481321576,-0.0651564764664182,0.138923577148577,0.989378222920142,5.148227740653351,-31.93410007132202,-9.33206402169376,-28.92899347830384,-0.0277618853727856,0.1371221621640004,0.9919050598967272,5.219719035170546,-0.6317405787220878,-9.333030783840211,-28.82856757208289,-0.0475488187215225,0.1397937819657583,0.9906205596469244,5.201935770750218,0.5487556489739245,True,0.1126867781473811,imu,-0.3870048616000001,-9.737927584,2.0971237168,0.8449983,1.2780416,-4.08705789,80.3966084,-47.51655640000001,116.4505992,1256.2405194636822,-0.0964240871829984,False,-0.999193432569933,-0.0401557506356786,1384.6881343249386,7.825350304600149,-179.6162797390895,False,False,inf
4,4,464.266853,-0.1516692160824941,0.0243810980634958,1383.0460422896936,7.314015132707317,0.0249510764048134,-0.3346682851616002,-179.61977754582392,20127.87526807973,-4.376522401961171e-05,-0.3346012988717737,-0.0499398157298275,0.0097825415268819,0.0249510764048134,-0.2733468802787838,-0.1051314573044497,-0.0022281263714449,72.4576074282636,-0.0110348325777026,-0.1516192517156878,0.024366640830573,72.45883243562197,-179.57446228400872,-0.9048324403385176,0.0578934586940976,0.0,0.0116435662725152,-0.0816171256789766,-0.065639005995911,-0.5371203302745463,-0.0136879677582388,-0.0788019502233045,0.0007070385285715,1826.10619336518,-6.760262984127207,0.0,0.0,0.0,0.0,5.819106965481888,-6.363794425129314e-05,5.819106965481888,0.0,0.0239058255198932,0.9715936866976368,0.0006500041485437,1256.244113378511,-0.0964015465452755,0.1339354995839247,0.0,-6.698929590616394e-20,0.0,1.7821066024497733e-17,1.8835266752406528,-5.92373838777005e-05,1.8835266752406528,0.0,-0.0251517678135619,5.562376359901333e-11,0.3773940330842338,5897.183125850451,534.8807637532566,0.0,-9.762645729478644e-12,0.0,-9.452659692859743e-17,54.00000000000029,-0.0339684747838811,54.00000000000029,0.0,1.4415383177077876,2.818330747064059e-10,-0.3064369370314428,6496.020831487094,-659.5330481416951,0.0,-4.958250323499041e-09,0.0,-2.348447411586253e-08,48.50000000000046,0.0275811063201249,48.50000000000046,0.0,-1.303240691081933,999.0000000000076,999.0330653350254,2.000000000000012,98.46171495173104,gaze,0.5108059023376911,0.4111054248921679,-28.80245016266631,181.1633653889015,1419.067082189814,30.43433879205634,-9.382116880773538,-28.77207660607885,-0.0387950129375883,0.1361437355689888,0.9899292046588452,5.020503520965576,-31.58555440128418,-9.375352066852484,-28.90976379173571,0.0001678585148927,0.1246959854646869,0.9921949823661224,5.140604496002197,-0.5768065844594696,-9.378027859277042,-28.8469459113633,-0.019482248958433,0.1302325687459029,0.9910851572546476,5.086702585220337,0.5436802604580234,True,0.0,imu,-0.4519222681002642,-9.715356655703864,2.119174786447111,-0.0380015929065399,0.799804721029113,-4.872091153257923,80.3966084,-47.51655640000001,116.4505992,1256.244113378511,-0.0964015465452755,False,-0.9999174507200728,-0.0128488032699751,1384.5426912186076,7.823958250692325,-179.61977754582392,False,False,inf
5,5,464.268073,-0.1516587088183009,0.024061893641354,1383.0214820632202,7.313796844209084,0.0246749914150883,-0.3346762000332357,-179.62035234056313,20127.68888258792,-4.3615788899610224e-05,-0.3346091845270071,-0.0494190813073007,0.0097013681721895,0.0246749914150883,-0.269835433133794,-0.1042454621941279,-0.0022290979974229,72.45695819081001,-0.0109230659748994,-0.151609211608921,0.0240475920852852,72.45818334274277,-179.57515406386827,-0.8968553262391811,0.0570486538879053,0.0,0.0114915246766382,-0.0820995950655425,-0.0513152806714896,-0.5411063484685774,-0.0133773098632476,-0.0779335032400351,0.0007067114653172,1826.1082223528224,-6.7602603545528,0.0,0.0,0.0,0.0,5.823538799303639,-6.360850814123711e-05,5.823538799303639,0.0,0.0238864155500832,0.971659294375674,0.0006406977208458,1256.2447259424978,-0.0963978006418663,0.1338114538047322,0.0,-6.641010209398966e-20,0.0,1.7756938122013053e-17,1.8876302915168268,-5.83930809698776e-05,1.8876302915168268,0.0,-0.0249091044735428,5.5426305015752636e-11,0.3773940688551618,5897.169870266499,534.8681562195696,0.0,-9.718974474224512e-12,0.0,-9.410344575586603e-17,54.00000000000029,-0.0339684719522939,54.00000000000029,0.0,1.4415384577612296,2.799693567613831e-10,-0.3064369257997675,6496.005255147183,-659.5382757881207,0.0,-4.937445457664402e-09,0.0,-2.3484619668271093e-08,48.50000000000047,0.0275810995338108,48.50000000000047,0.0,-1.3032406384949755,999.000000000008,999.030696490628,2.0000000000000124,98.43733025263089,gaze,0.5239925787031583,0.4007653853185414,-29.45638264970065,181.0789723967776,1419.536668841435,30.13880073031215,-9.369804976182383,-28.721216444225924,-0.0639079605238241,0.1389606344068314,0.9893921444365812,5.137781803838019,-31.919201191873093,-9.334949223284177,-28.92553061006764,-0.0265645696683661,0.1363424807815435,0.9919451831499124,5.210914337855217,-0.6350360850013951,-9.335455413688573,-28.826590172574583,-0.0463189970583943,0.1393343963063799,0.9906468020623664,5.192348708991042,0.5621762968723852,True,0.0964295892931954,imu,-0.4001642232,-9.7301515976,2.0989181752,0.68050628,1.11354958,-4.21416536,80.3966084,-47.51655640000001,116.4505992,1256.2447259424978,-0.0963978006418663,False,-0.9992394186701238,-0.0389946685560072,1384.5181361078394,7.823724947695497,-179.62035234056313,False,False,inf
6,6,464.27,-0.179796,0.0040055,1382.98,7.30847,-0.000127762,-0.335676,-179.65,20127.2,-5.59754e-05,-0.335606,0.412566,0.00225537,-0.000127762,0.416014,0.00288657,-0.00232928,72.4566,0.00023574,-0.17982,0.0040061,72.4579,-179.65,-0.352589,0.00113625,0.0,0.0,0.009,0.0,-1.0,0.00336953,0.00121935,0.000713389,1826.11,-6.76024,0.0,0.0,0.0,0.0,6.28838,-6.42067e-05,6.28838,0.0,0.0233998,0.98,0.0,1256.24,-0.0963337,0.123736,0.0,2.01939e-24,0.0,8.84279e-18,1.87586,7.18116e-15,1.87586,0.0,0.0,-1.28427e-10,0.377394,5897.15,534.848,0.0,-1.65411e-11,0.0,-1.59387e-16,54.0,-0.0339601,54.0,0.0,1.44154,5.72596e-10,-0.306435,6495.98,-659.547,0.0,-5.20937e-09,0.0,-2.34849e-08,48.5,0.0275784,48.5,0.0,-1.30323,999.0,999.0,2.0,98.41411115384273,gaze,0.5238490929112583,0.4009042933543645,-29.46803914997981,181.31400480658849,1420.6661322201005,30.14235419272336,-9.369906749326022,-28.72093274595084,-0.0636238311751063,0.1389676132648533,0.989395414076604,5.135413685157486,-31.91581328502884,-9.335609177295046,-28.924746848667127,-0.026291891430192,0.136166095855837,0.9919541799681432,5.208920901806875,-0.6357365257854646,-9.336011492237606,-28.82614442658662,-0.0460392124104245,0.139230007825758,0.9906527572113336,5.190176315140238,0.5657982816514132,True,0.0928149746108476,imu,-0.4510570213191101,-9.715050402375706,2.119819904215119,0.0103670118643901,0.7965039547682871,-4.813221615024019,80.3966084,-47.51655640000001,116.4505992,1256.24,-0.0963337,False,-0.9992301597022484,-0.0392312113172609,1384.4769177061662,7.817623592706545,-179.65,False,False,inf
7,7,464.276519,-0.1515873526522352,0.0218975649521737,1382.851459802851,7.312295905908451,0.0227981179881351,-0.3347299858195385,-179.6242092433472,20126.399174889528,-4.257834511115188e-05,-0.3346627712896495,-0.0458655664730158,0.0091481538148991,0.0227981179881351,-0.2459400758689155,-0.0981935478170488,-0.0022357166948945,72.45246187995502,-0.0101621785129997,-0.1515410399186536,0.021884322570839,72.45368801511482,-179.5798738022125,-0.8424296071666587,0.0513268578399572,0.0,0.0104610061282642,-0.0852351728090161,0.0332903036590319,-0.5683035805087514,-0.0112506787634103,-0.0720984164241164,0.0007044113824313,1826.122292969069,-6.760242121116044,0.0,0.0,0.0,0.0,5.85370243425524,-6.340149714914666e-05,5.85370243425524,0.0,0.0237522433923988,0.9721079107368416,0.000577825947274,1256.249012472903,-0.0963723299354723,0.1329709895835306,0.0,-6.245635899820332e-20,0.0,1.7325102744683258e-17,1.91606467425281,-5.26887950588762e-05,1.91606467425281,0.0,-0.0232546806563275,5.406877336506681e-11,0.37739431174334,5897.07811175505,534.7808622738527,0.0,-9.419400922704948e-12,0.0,-9.120074721913852e-17,54.00000000000031,-0.0339684525933278,54.00000000000031,0.0,1.4415394089945968,2.6721474316608924e-10,-0.3064368492913082,6495.897415125841,-659.5744550851116,0.0,-4.794829195870214e-09,0.0,-2.3485626941479876e-08,48.500000000000455,0.0275810531071022,48.500000000000455,0.0,-1.3032402801939853,999.000000000008,999.0156759725764,2.0000000000000124,98.2685038424686,gaze,0.5233648437034196,0.4013709791765251,-29.51778666762238,182.2211033571446,1425.190893539134,30.15434384434427,-9.370281050171435,-28.71999692067449,-0.0626646709629776,0.1389872173229585,0.98940672839754,5.12744414873199,-31.90438371524579,-9.337846203544984,-28.922112702344688,-0.0253708391213215,0.1355735075089734,0.9919841873018552,5.202219427236434,-0.6379658082224892,-9.337900398028788,-28.824651237409743,-0.0450949605407625,0.1388780334275689,0.9906728153160704,5.182868217971277,0.5791563253852489,True,0.0808458778185419,imu,-0.3989679176000001,-9.7283571392,2.0983200224,0.52349117,1.00139593,-4.341272829999999,80.3966084,-47.51655640000001,116.4505992,1256.249012472903,-0.0963723299354723,False,-0.9992840324030162,-0.0378341457465008,1384.3481481702222,7.822123259995999,-179.6242092433472,False,False,inf
8,8,464.284964,-0.1515183906910173,0.019812033774996,1382.681469845901,7.310812819144616,0.0209809724900317,-0.3347820258402743,-179.62785643375764,20125.110701757152,-4.153637318431834e-05,-0.3347146179107351,-0.0424015702831885,0.0086101133860279,0.0209809724900317,-0.2227631837139995,-0.0922839657034621,-0.0022421482384735,72.44796323873906,-0.0094236188443394,-0.1514751762376479,0.0197998183536311,72.44919032652119,-179.58447271694587,-0.7893933880017231,0.0458244160396192,0.0,0.0094686247201173,-0.0880187329149595,0.0948443085586473,-0.5948093053487403,-0.0091657617807249,-0.0665690918746661,0.000702050090826,1826.13640299404,-6.760223840184909,0.0,0.0,0.0,0.0,5.88296635095282,-6.318897626432061e-05,5.88296635095282,0.0,0.0236184443613619,0.9725467889738828,0.0005176338603595,1256.2533783664164,-0.096347648557398,0.1321621134263043,0.0,-5.860000689424529e-20,0.0,1.6914239611424597e-17,1.944539254839176,-4.722694193988394e-05,1.944539254839176,0.0,-0.0216447081834246,5.272787147949778e-11,0.377394546388571,5896.986380293166,534.6935566659153,0.0,-9.124653612067616e-12,0.0,-8.83448286563188e-17,54.00000000000031,-0.0339684336588773,54.00000000000031,0.0,1.4415403283960004,2.5471771974876354e-10,-0.3064367749488164,6495.789577805946,-659.6106100953654,0.0,-4.654682285420132e-09,0.0,-2.34866334332616e-08,48.50000000000046,0.02758100764607,48.50000000000046,0.0,-1.3032399318850376,999.000000000008,999.0029324077276,2.000000000000013,98.09967622139364,gaze,0.5227402313534357,0.4019681568251855,-29.60196344312477,183.35929364910507,1430.8130801725622,30.169802215679063,-9.37083364185018,-28.718838749805045,-0.0614269195449658,0.1390035577543431,0.9894219574960528,5.117215790653497,-31.88965083588476,-9.34075380099928,-28.91873983924601,-0.024181015258848,0.1348152405652763,0.992022087939312,5.193634731702367,-0.6405349680343565,-9.3403644913393,-28.82275045820483,-0.0438769850660674,0.1384247659087007,0.9906985988950164,5.173495001990702,0.5981089697748376,True,0.0659320037051403,imu,-0.3977716120000001,-9.7295534448,2.0989181752,0.41881443,0.8967191899999998,-4.318842099999999,80.3966084,-47.51655640000001,116.4505992,1256.2533783664164,-0.096347648557398,False,-0.999327260161984,-0.0366746110700859,1384.1781906635451,7.820544899781217,-179.62785643375767,False,False,inf
9,9,464.286,-0.15756,-0.000348727,1382.66,7.30651,-8.32958e-05,-0.335636,-179.65,20124.8,1.02435e-05,-0.335566,0.135701,0.00277254,-8.32958e-05,-0.256474,0.00183992,-0.00232929,72.448,0.000202076,-0.157549,-0.000348291,72.4492,-179.65,-0.159513,0.00145438,0.0,0.0,0.009,0.0,-1.0,0.00501398,-0.000588656,0.000707166,1826.14,-6.7602,0.0,0.0,0.0,0.0,6.2882,-6.36466e-05,6.2882,0.0,0.0231964,0.98,0.0,1256.25,-0.0963148,0.123736,0.0,2.1103100000000003e-24,0.0,9.2409e-18,1.93119,2.79781e-15,1.93119,0.0,0.0,-3.54195e-10,0.377398,5896.98,534.686,0.0,-1.57505e-11,0.0,-1.51798e-16,54.0,-0.0339623,54.0,0.0,1.44155,4.39955e-10,-0.306435,6495.78,-659.614,0.0,-4.03439e-09,0.0,-2.34867e-08,48.5,0.0275771,48.5,0.0,-1.30323,999.0,999.0,2.0,98.09413695812876,gaze,0.5226638197115856,0.4020408451382292,-29.613555606557973,183.47993703680223,1431.386402120456,30.17169280345757,-9.37090660930544,-28.71870082204087,-0.0612754561455343,0.139004868534669,0.98942386953758,5.115968447554439,-31.88784923736864,-9.34111120917857,-28.91832912806871,-0.0240353202380178,0.1347229458428187,0.9920266627418592,5.1925890844743074,-0.640825606287439,-9.340668066608398,-28.82251986379937,-0.0437279822541658,0.1383693711309774,0.9907017464439664,5.172352422074621,0.6005025513163096,True,0.0641481597938818,imu,-0.446807685202063,-9.713560317475082,2.122948613048118,0.2342141627389527,0.7881168535380816,-4.532868711408898,80.3966084,-47.51655640000001,116.4505992,1256.25,-0.0963148,False,-0.9993185533072332,-0.0369110961086041,1384.1569177061665,7.815663592706546,-179.65,False,False,inf
