Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter
gaze,397.785659,0.4110795519748995,0.756960285041963,52.3269403411573,-80.07789916758026,283.0387402590923,30.57802979239543,-16.31725629022599,-37.15091346358303,0.06646977270907897,-0.1948674822281508,0.9785746949957703,5.239608764648438,,,,,,,
gaze,397.805639,0.3912170398706479,0.7802663611597099,63.44906032610858,-87.18280086166006,280.5978078401968,30.86115529706437,-16.35091589309164,-37.17683173768977,0.09959628255811344,-0.2164788569000023,0.9711938452316679,5.050825119018555,,,,,,,
gaze,397.825731,0.3698772071063919,0.747221680978211,76.36906042579861,-76.6950312636258,281.1734400386916,31.10294517886561,-16.18466004449521,-37.1806440039239,0.1383438671624818,-0.1849338895601176,0.9729647634476265,5.30296516418457,,,,,,,
gaze,397.845712,0.3751248054739014,0.7570131580695635,73.09485732419384,-79.74258134530734,280.736347710596,31.17474636908445,-16.15954728964993,-37.47702585975969,0.1281176931082702,-0.1943246680038314,0.9725347192351623,5.202330112457275,,,,,,,
gaze,397.865804,0.2496708829654034,0.6341673538701375,143.011968559191,-38.74045585806935,269.7860716838583,32.12947836999391,-15.69048824557086,-37.18888072063945,0.3388829019167671,-0.07044610831054379,0.9381874677335922,6.274882316589355,,,,,,,
gaze,397.885784,0.3019858599919503,0.6857908171743528,115.2540471990107,-56.11600325723001,276.5621161302845,31.75735375308103,-15.88551982804587,-37.23664012583713,0.2551854826414073,-0.1229537950196991,0.9590426130987746,5.824484348297119,,,,,,,
gaze,397.905876,0.3281081403828859,0.7254197282854224,100.2228649479278,-69.15512684141171,278.203495375171,31.50488597441462,-16.03525413398066,-37.2580197587363,0.2100182642783787,-0.1623467923729705,0.9641243942955209,5.565061569213867,,,,,,,
gaze,397.925857,0.3106176003339008,0.6672114642533737,111.0168885916643,-50.31035410569919,278.2834442008604,31.62529468159691,-15.75980577883228,-37.25273988579876,0.2426393354454298,-0.105594580892312,0.9643526001317034,5.954403400421143,,,,,,,
gaze,397.945949,0.3801020936040016,0.6675148289065004,70.96596653362604,-50.48618091059109,281.9468725319898,31.66013618462553,-15.66639662926547,-37.32229361061503,0.247460929545003,-0.0888922518543502,0.9648115131511366,6.038890361785889,-28.51087731108652,-14.23058243220978,-33.77314721558413,0.1766914797874924,-0.1283307914174638,0.9758644009003882,4.966042041778564
gaze,397.965929,0.3705505989721924,0.6693804268302455,76.20710512139611,-50.89178628190726,280.3467566481766,31.76783612283858,-15.58894605990449,-37.37126843097376,0.2709594730864059,-0.07346716552957935,0.9597830689972535,6.151040554046631,-28.3940679369213,-14.18908666305508,-33.95889574585593,0.1845430812033815,-0.1465986559875646,0.9718295556539749,4.907742023468018
gaze,397.986021,0.3031274466963643,0.6366929334766848,115.5669365161672,-40.31440376426389,277.9416262936792,31.69955940164119,-15.59444578971131,-37.35987350437843,0.2563183788912366,-0.07554999061964668,0.9636353498912024,6.104637622833252,,,,,,,
gaze,398.006002,0.3061294338761009,0.6281407214491387,114.1215221162083,-37.56991578035507,278.5779911095916,31.64690086183722,-15.55978530237823,-37.29119074664588,0.2520617902563171,-0.06726812209228472,0.9653703194334069,6.164064407348633,,,,,,,
gaze,398.026094,0.3868187657295355,0.6931253887259997,66.71068216969455,-58.80255048903634,281.4570465465528,31.55762156349276,-15.66533865396876,-37.26360672391962,0.2342739820759298,-0.09105903416585027,0.9678966647421973,6.029372692108154,-28.43896765150688,-14.23274893168001,-34.05212563597213,0.1639616686739187,-0.1769941739300581,0.9704584656751057,4.874634742736816
