ï»¿Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,Unnamed: 86,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2
321.535,2.21144,0.0792041,3776.89,-24.0242,0.0354906,-0.876885,0.286292,6634.42,0.000255647,-0.876693,-1.48203,-0.298457,0.0354906,-0.692537,-0.0100549,-0.0063812,23.881,0.0689611,2.21151,0.0728028,23.8839,0.286292,-0.95303,0.797516,0.0,0.615353,7.668,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.90907e-06,0.0,2777.92,44.5634,0,0,0,0,64.7999,-8.46663e-12,64.7999,0,0.0,1.55621,0.230939,3786.11,-34.2963,0,0.0,0,0.0,19.3149,-0.0207776,19.3149,0,2.46603,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3390.8047887573593,995.584156971594,9.921613550224704
321.551,2.24743,0.0977991,3776.99,-24.0233,0.0353606,-0.881861,0.299048,6670.15,0.000232173,-0.881668,-1.60617,-0.32274,0.0353606,1.6588,-0.00639068,-0.00641902,24.0096,0.0686147,2.24746,0.0913572,24.0125,0.299048,1.74871,0.797235,0.0,0.615353,7.587,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.84465e-06,0.0,2777.92,44.273,0,0,0,0,64.7999,-5.09268e-12,64.7999,0,0.0,1.54354,0.238268,3786.11,-34.2087,0,0.0,0,0.0,19.4033,-0.0214402,19.4033,0,2.53233,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3390.904789348071,995.6841543886742,9.822019297985735
321.567,2.26294,0.0816839,3777.1,-24.0224,0.0352816,-0.887236,0.311776,6706.43,0.0002006,-0.887042,-1.08092,-0.346927,0.0352816,-0.186644,-0.00458473,-0.00646121,24.1402,0.0681617,2.26294,0.0752757,24.1432,0.311776,-0.421944,0.794227,0.0,0.621935,7.506,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.78107e-06,0.0,2777.92,43.9849,0,0,0,0,64.7999,8.38065e-13,64.7999,0,0.0,1.53103,0.245604,3786.1,-34.1215,0,0.0,0,0.0,19.4906,-0.0221053,19.4906,0,2.59847,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.0147899366584,995.7941517754357,9.712467882057664
321.583,2.29886,0.0878633,3777.21,-24.0215,0.0352193,-0.892965,0.324465,6743.28,0.00016594,-0.892769,-0.976384,-0.368016,0.0352193,0.950414,-0.00256158,-0.0065113,24.2729,0.0676923,2.29885,0.0814332,24.2758,0.324465,0.795701,0.791743,0.0,0.625226,7.416,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.7175e-06,0.0,2777.92,43.6968,0,0,0,0,64.7999,6.76881e-12,64.7999,0,0.0,1.51852,0.25294,3786.1,-34.0343,0,0.0,0,0.0,19.5778,-0.0227705,19.5778,0,2.66461,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.124790525446,995.9041491635877,9.602926806448085
321.599,2.33211,0.0784863,3777.32,-24.0206,0.0351907,-0.899041,0.337098,6780.71,0.000219957,-0.898843,-0.820558,-0.388994,0.0351907,-0.377634,-0.00176243,-0.00656581,24.4076,0.0671355,2.33208,0.0720527,24.4106,0.337098,-0.60523,0.787403,0.0,0.628517,7.317,0,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.65666e-06,0.0,2777.92,43.4165,0,0,0,0,64.7999,6.3436e-12,64.7999,0,0.0,1.50655,0.26029,3786.1,-33.9488,0,0.0,0,0.0,19.6613,-0.023431,19.6613,0,2.7302,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.2347911144348,996.01414655313,9.493396429097272
321.615,2.36197,0.0759722,3777.42,-24.0197,0.0351644,-0.905412,0.349664,6818.72,0.000340933,-0.905213,-0.826822,-0.406662,0.0351644,-0.371752,-0.000471786,-0.00662885,24.5444,0.0665432,2.36185,0.0695467,24.5474,0.349664,-1.10557,0.782858,0.0,0.631808,7.209,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.5971e-06,0.0,2777.92,43.1398,0,0,0,0,64.7999,2.96451e-12,64.7999,0,0.0,1.49483,0.267647,3786.1,-33.8639,0,0.0,0,0.0,19.743,-0.0240894,19.743,0,2.79553,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.3347917059573,996.1141439756238,9.393839997040539
321.631,2.46329,0.0815771,3777.53,-24.0187,0.0351739,-0.912077,0.36215,6857.33,0.000226846,-0.911875,-1.47907,-0.424746,0.0351739,-0.280622,-0.000479418,-0.00669598,24.6833,0.065903,2.46334,0.0749838,24.6864,0.36215,-0.296956,0.777874,0.0,0.635099,7.11,0,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.53754e-06,0.0,2777.92,42.8631,0,0,0,0,64.7999,-4.14575e-13,64.7999,0,0.0,1.48311,0.275005,3786.1,-33.7791,0,0.0,0,0.0,19.8247,-0.0247478,19.8247,0,2.86085,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.444792363705,996.2241411167921,9.284339905992038
321.647,2.42272,0.0873911,3777.64,-24.0177,0.0351371,-0.919002,0.374553,6896.46,0.000429942,-0.918799,-0.544158,-0.440466,0.0351371,0.360476,-0.0022246,-0.00676968,24.8242,0.0653033,2.42261,0.0809955,24.8273,0.374553,0.463013,0.773125,0.0,0.635099,7.002,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.47652e-06,0.0,2777.92,42.5763,0,0,0,0,64.7999,-3.0136e-12,64.7999,0,0.0,1.47111,0.282771,3786.09,-33.6907,0,0.0,0,0.0,19.9084,-0.0254456,19.9084,0,2.92935,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.5547930217035,996.3341382595949,9.174851883818194
321.663,2.51129,0.0786653,3777.75,-24.0167,0.0350855,-0.926194,0.386865,6936.16,0.000245814,-0.925988,-1.0841,-0.456588,0.0350855,-0.611016,-0.0033911,-0.00684689,24.9671,0.0646498,2.5113,0.072145,24.9702,0.386865,-0.943781,0.766688,0.0,0.63839,6.903,-6,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.41355e-06,0.0,2777.92,42.2761,0,0,0,0,64.7999,-4.58034e-12,64.7999,0,0.0,1.45872,0.291079,3786.09,-33.5974,0,0.0,0,0.0,19.9948,-0.0261953,19.9948,0,3.00204,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.6647936799545,996.4441354040323,9.065376367807348
321.679,2.55895,0.0899137,3777.87,-24.0156,0.0350167,-0.933593,0.399084,6976.34,0.000417291,-0.933384,-1.11365,-0.467652,0.0350167,0.440984,-0.00532132,-0.00693449,25.1117,0.0640518,2.55907,0.083372,25.1148,0.399084,0.208163,0.761213,0.0,0.635099,6.822,0,24.0,-0.158892,-7.16753,0,383.543,-107.964,0,4.19151e-28,0,-4.14173e-27,52.5112,9.30855e-13,52.5112,0,0,7.35059e-06,0.0,2777.92,41.976,0,0,0,0,64.8,-6.14708e-12,64.8,0,0.0,1.44633,0.299387,3786.09,-33.5042,0,0.0,0,0.0,20.0812,-0.0269451,20.0812,0,3.07472,0,0,7388.63,-42.0105,0,0,0,0,0,0,0,0,0,999.0,999.0,3.0,,3391.784794404556,996.5641322679436,8.945964160446982
