Time,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_0,distance_to_inter_1,distance_to_inter_2
376.846,10.939,0.00799357,1900.08,7.77536,-0.000347464,-0.503671,-178.868,1253.2,-0.000480381,-0.503573,-178.15,0.0431838,-0.000347464,0.872623,-0.014854,-0.00328058,4.51135,0.000954705,10.9386,0.0056794,4.51153,-178.868,0.162682,0.00553544,0.0,0.299411,0.171,-6,-1.0,0.145155,-0.190187,-1.78e-06,1847.43,0.263682,0,0,0,0,3.47597,1.62e-07,3.47597,0,-0.000105798,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000180209,0.377384,6874.48,288.922,0,8.7e-13,0,8.35e-18,53.9987,-0.0339616,53.9987,0,1.44153,2.29e-06,0.0,6700.52,-7.86555,0,1.6e-16,0,1.97e-16,58.2,3.79e-16,58.2,0,0.0,999.0,999.0,999.0,3376.550071394738,2575.929006960054,19.05104606391991
376.862,10.9284,0.0146374,1900.06,7.77496,-0.00058689,-0.502311,-178.868,1257.76,0.000182585,-0.502213,-178.542,0.0381977,-0.00058689,1.81116,-0.0126016,-0.00327063,4.52776,0.000702304,10.9278,0.0129436,4.52794,-178.868,-1.132,0.00222526,0.0,0.305993,0.081,-6,-1.0,0.145506,-0.189593,-1.75e-06,1847.45,0.263697,0,0,0,0,3.46506,1.59e-07,3.46506,0,-0.000104435,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000178738,0.377384,6874.4,289.15,0,1.77e-12,0,1.72e-17,53.9988,-0.0339711,53.9988,0,1.44153,2.27e-06,0.0,6700.78,-7.86523,0,1.62e-16,0,1.92e-16,58.2,5.79e-15,58.2,0,0.0,999.0,999.0,999.0,3376.5700713120827,2575.9490069306266,19.031051363537408
376.878,10.91,-0.0255928,1900.04,7.77456,-0.000741924,-0.501018,-178.868,1262.27,-4.34e-06,-0.50092,-177.827,0.0352906,-0.000741924,-2.21887,-0.00792957,-0.00326196,4.544,0.000378352,10.9095,-0.0264999,4.54417,-178.868,-0.14657,0.00103378,0.0,0.312575,0.0,-6,-1.0,0.14586,-0.189,-1.73e-06,1847.46,0.263712,0,0,0,0,3.45421,1.56e-07,3.45421,0,-0.000103095,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000177287,0.377384,6874.33,289.378,0,2.84e-12,0,2.76e-17,53.9988,-0.0339741,53.9988,0,1.44153,2.25e-06,0.0,6701.04,-7.86491,0,1.65e-16,0,1.87e-16,58.2,5.7e-15,58.2,0,0.0,999.0,999.0,999.0,3376.5900712294756,2575.9690069012618,19.01105668272018
376.894,10.9097,-0.00409361,1900.02,7.77416,-0.00084359,-0.49975,-178.868,1266.77,7.15e-06,-0.499653,-177.675,0.0343523,-0.00084359,0.12465,-0.00440962,-0.00325602,4.56021,0.000120146,10.9092,-0.0043796,4.56039,-178.868,0.00565,-0.000970896,0.0,0.319158,-0.09,-6,-1.0,0.146214,-0.188408,-1.7e-06,1847.48,0.263727,0,0,0,0,3.44341,1.54e-07,3.44341,0,-0.000101775,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000175854,0.377383,6874.25,289.606,0,4.06e-12,0,3.95e-17,53.9988,-0.0339714,53.9988,0,1.44153,2.24e-06,0.0,6701.3,-7.86459,0,1.67e-16,0,1.82e-16,58.2,6.17e-16,58.2,0,0.0,999.0,999.0,999.0,3376.6100711469167,2575.9890068719596,18.99106202153003
376.91,10.9088,0.0164051,1900.0,7.77376,-0.000911329,-0.498487,-178.868,1271.26,0.000409478,-0.498389,-177.727,0.0344871,-0.000911329,1.35149,-0.00420393,-0.00325092,4.57635,-6.97e-05,10.9084,0.0165727,4.57653,-178.868,-0.0678798,-0.00235499,0.0,0.322449,-0.207,-6,-1.0,0.14657,-0.187816,-1.67e-06,1847.49,0.263742,0,0,0,0,3.43262,1.51e-07,3.43262,0,-0.000100456,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000174421,0.377383,6874.17,289.834,0,5.28e-12,0,5.14e-17,53.9988,-0.0339686,53.9988,0,1.44153,2.22e-06,0.0,6701.56,-7.86426,0,1.7e-16,0,1.76e-16,58.2,-4.47e-15,58.2,0,0.0,999.0,999.0,999.0,3376.6300710644064,2576.00900684272,18.971067380029016
376.926,10.8973,-0.0142736,1899.98,7.77336,-0.00098314,-0.497231,-178.868,1275.74,-1.48e-05,-0.497133,-177.717,0.0335759,-0.00098314,-1.7041,-0.00385835,-0.00324587,4.59248,-0.000352004,10.8969,-0.0134367,4.59266,-178.868,-1.24087,-0.0045602,0.0,0.332322,-0.36,-18,-1.0,0.146927,-0.187228,-1.65e-06,1847.51,0.263757,0,0,0,0,3.42186,1.49e-07,3.42186,0,-9.92e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000173003,0.377382,6874.1,290.062,0,6.19e-12,0,6.04e-17,53.9988,-0.0339681,53.9988,0,1.44152,2.2e-06,0.0,6701.82,-7.86394,0,1.73e-16,0,1.71e-16,58.2,-7.67e-16,58.2,0,0.0,999.0,999.0,999.0,3376.6500709819443,2576.029006813543,18.951072758279455
376.942,10.9045,-0.02409,1899.96,7.77295,-0.00105339,-0.495991,-178.868,1280.21,0.000106209,-0.495894,-177.601,0.0327402,-0.00105339,-1.60238,-0.00631868,-0.00324117,4.60857,-0.000628934,10.9041,-0.0226003,4.60875,-178.868,0.608868,-0.00732971,0.0,0.335613,-0.531,-6,-1.0,0.147286,-0.186644,-1.62e-06,1847.52,0.263772,0,0,0,0,3.41118,1.47e-07,3.41118,0,-9.79e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000171607,0.37738,6874.02,290.29,0,6.64e-12,0,6.49e-17,53.9988,-0.0339711,53.9988,0,1.44152,2.18e-06,0.0,6702.07,-7.86362,0,1.75e-16,0,1.66e-16,58.2,1.61e-14,58.2,0,0.0,999.0,999.0,999.0,3376.6700708974813,2576.049006783703,18.931078263070553
376.958,10.8705,-0.0251405,1899.94,7.77255,-0.00117393,-0.494767,-178.869,1284.68,-0.00029301,-0.49467,-177.452,0.0315056,-0.00117393,-1.32268,-0.00838951,-0.00323662,4.62467,-0.000909065,10.87,-0.0230018,4.62485,-178.869,0.355723,-0.0114596,0.0,0.338904,-0.729,-6,-1.0,0.147645,-0.18606,-1.59e-06,1847.54,0.263787,0,0,0,0,3.4005,1.45e-07,3.4005,0,-9.66e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000170211,0.377379,6873.95,290.517,0,7.09e-12,0,6.94e-17,53.9988,-0.0339741,53.9988,0,1.44151,2.16e-06,0.0,6702.33,-7.8633,0,1.78e-16,0,1.6e-16,58.2,3.3e-14,58.2,0,0.0,999.0,999.0,999.0,3376.6900708151175,2576.069006754653,18.911083681336276
376.974,10.878,-0.0464916,1899.92,7.77215,-0.00131967,-0.493574,-178.869,1289.18,-7.42e-05,-0.493477,-177.289,0.0290927,-0.00131967,-3.17923,-0.0113793,-0.00323204,4.64088,-0.00126435,10.8776,-0.043526,4.64106,-178.869,0.602103,-0.0142486,0.0,0.348777,-0.927,-18,-1.0,0.148005,-0.185478,-1.57e-06,1847.55,0.263802,0,0,0,0,3.38985,1.43e-07,3.38985,0,-9.53e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000168825,0.377378,6873.87,290.745,0,6.99e-12,0,6.84e-17,53.9988,-0.0339742,53.9988,0,1.44151,2.15e-06,0.0,6702.59,-7.86297,0,1.8e-16,0,1.55e-16,58.2,4.19e-14,58.2,0,0.0,999.0,999.0,999.0,3376.710070732802,2576.0890067256646,18.891089119542677
376.99,10.8841,0.0234045,1899.9,7.77175,-0.00149907,-0.492425,-178.869,1293.72,3.46e-05,-0.492328,-177.564,0.0257595,-0.00149907,2.38114,-0.0102892,-0.00322778,4.6572,-0.00156253,10.8836,0.0270585,4.65738,-178.869,-0.495698,-0.0188027,0.0,0.348777,-1.134,-6,-1.0,0.148367,-0.1849,-1.54e-06,1847.57,0.263817,0,0,0,0,3.3793,1.39e-07,3.3793,0,-9.41e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000167467,0.377377,6873.8,290.972,0,5.39e-12,0,5.27e-17,53.9988,-0.0339665,53.9988,0,1.4415,2.13e-06,0.0,6702.85,-7.86265,0,1.83e-16,0,1.49e-16,58.2,2.94e-14,58.2,0,0.0,999.0,999.0,999.0,3376.7300706505343,2576.1090066967395,18.87109457775315
377.006,10.8722,-0.0342401,1899.88,7.77135,-0.00173957,-0.491359,-178.869,1298.25,-0.000328292,-0.491262,-177.595,0.0191934,-0.00173957,-2.91776,-0.0188782,-0.00322254,4.67354,-0.00185714,10.8717,-0.029917,4.67372,-178.869,-0.144495,-0.0221513,0.0,0.355359,-1.341,-18,-1.0,0.148729,-0.184323,-1.52e-06,1847.58,0.263831,0,0,0,0,3.36875,1.34e-07,3.36875,0,-9.29e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.00016611,0.377376,6873.72,291.198,0,3.79e-12,0,3.7e-17,53.9988,-0.0339588,53.9988,0,1.4415,2.11e-06,0.0,6703.11,-7.86233,0,1.85e-16,0,1.43e-16,58.2,1.68e-14,58.2,0,0.0,999.0,999.0,999.0,3376.7500705683156,2576.1290066678766,18.85110005603135
377.022,10.8682,-0.0203402,1899.85,7.77095,-0.00202188,-0.490376,-178.87,1302.82,-0.00094026,-0.490279,-177.08,0.0147751,-0.00202188,-1.34755,-0.0177826,-0.00321847,4.68998,-0.00223117,10.8678,-0.0151669,4.69016,-178.87,0.858174,-0.0266353,0.0,0.35865,-1.548,-6,-1.0,0.149093,-0.183746,-1.49e-06,1847.6,0.263846,0,0,0,0,3.35821,1.31e-07,3.35821,0,-9.17e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000164755,0.377376,6873.65,291.426,0,2.46e-12,0,2.39e-17,53.9989,-0.0339536,53.9989,0,1.4415,2.1e-06,0.0,6703.36,-7.86201,0,1.87e-16,0,1.38e-16,58.2,4.23e-15,58.2,0,0.0,999.0,999.0,999.0,3376.780070485936,2576.1590066390513,18.821106141842396
377.038,10.8563,-0.0142781,1899.83,7.77055,-0.00229908,-0.489481,-178.87,1307.44,-0.00059081,-0.489384,-176.886,0.00940839,-0.00229908,-0.444426,-0.0157946,-0.00321463,4.7066,-0.00273058,10.8559,-0.00797638,4.70678,-178.87,-1.33105,-0.0328029,0.0,0.365232,-1.755,-6,-1.0,0.149458,-0.183171,-1.47e-06,1847.61,0.263861,0,0,0,0,3.34766,1.3e-07,3.34766,0,-9.05e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.00016342,0.377377,6873.57,291.654,0,2.83e-12,0,2.76e-17,53.9989,-0.0339643,53.9989,0,1.4415,2.08e-06,0.0,6703.62,-7.86168,0,1.85e-16,0,1.32e-16,58.2,-8.64e-15,58.2,0,0.0,999.0,999.0,999.0,3376.800070403814,2576.1790066103135,18.801111664008015
377.054,10.8675,-0.0477585,1899.81,7.77015,-0.00251185,-0.488671,-178.871,1312.1,0.000204701,-0.488574,-177.164,0.00404135,-0.00251185,-4.18558,-0.012664,-0.00321106,4.72338,-0.00328542,10.8671,-0.0401957,4.72356,-178.871,-2.59663,-0.0373825,0.0,0.371814,-1.944,-6,-1.0,0.149825,-0.182596,-1.44e-06,1847.63,0.263876,0,0,0,0,3.33712,1.29e-07,3.33712,0,-8.93e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000162085,0.377378,6873.49,291.883,0,3.21e-12,0,3.13e-17,53.9989,-0.033975,53.9989,0,1.44151,2.06e-06,0.0,6703.88,-7.86136,0,1.83e-16,0,1.26e-16,58.2,-2.15e-14,58.2,0,0.0,999.0,999.0,999.0,3376.820070321741,2576.199006581639,18.781117206452308
377.07,10.8435,-0.00419678,1899.79,7.76975,-0.00268799,-0.487929,-178.871,1316.8,1.13e-05,-0.487833,-176.443,0.000720419,-0.00268799,0.281564,-0.0106222,-0.00320838,4.74031,-0.0036117,10.8432,0.00406864,4.74049,-178.871,-0.613791,-0.0403188,0.0,0.368523,-2.106,-6,-1.0,0.150192,-0.182021,-1.42e-06,1847.64,0.26389,0,0,0,0,3.32658,1.28e-07,3.32658,0,-8.81e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000160751,0.377379,6873.42,292.112,0,3.53e-12,0,3.45e-17,53.9989,-0.0339851,53.9989,0,1.44151,2.04e-06,0.0,6704.14,-7.86103,0,1.81e-16,0,1.2e-16,58.2,-3.39e-14,58.2,0,0.0,999.0,999.0,999.0,3376.8400702397153,2576.2190065530262,18.76112276924011
377.086,10.8318,-0.0311393,1899.77,7.76936,-0.00285621,-0.487248,-178.872,1321.54,-0.000195676,-0.487151,-176.517,-0.00370215,-0.00285621,-1.07808,-0.00994983,-0.00320516,4.75738,-0.00403982,10.8313,-0.021937,4.75756,-178.872,-0.505959,-0.0436805,0.0,0.371814,-2.232,-6,-1.0,0.150561,-0.181452,-1.4e-06,1847.66,0.263905,0,0,0,0,3.31621,1.27e-07,3.31621,0,-8.69e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000159458,0.377379,6873.34,292.339,0,1.91e-12,0,1.87e-17,53.9989,-0.0339703,53.9989,0,1.44151,2.03e-06,0.0,6704.4,-7.86071,0,1.73e-16,0,1.14e-16,58.2,-2.74e-14,58.2,0,0.0,999.0,999.0,999.0,3376.8600701597766,2576.2390065251884,18.741128242707276
377.102,10.8255,-0.0132881,1899.75,7.76896,-0.00298399,-0.486631,-178.873,1326.34,8.35e-05,-0.486534,-176.001,-0.00691825,-0.00298399,-0.833813,-0.0077693,-0.00320226,4.77464,-0.0043255,10.8251,-0.00347685,4.77483,-178.873,-1.6965,-0.0467779,0.0,0.378397,-2.322,0,-1.0,0.150931,-0.180883,-1.37e-06,1847.67,0.263919,0,0,0,0,3.30585,1.25e-07,3.30585,0,-8.58e-05,0,0,1256.09,-0.0966621,0,0,0,0,0,0,0,0,0,0.000158164,0.377378,6873.27,292.567,0,2.92e-13,0,2.79e-18,53.9989,-0.0339554,53.9989,0,1.44151,2.01e-06,0.0,6704.66,-7.86039,0,1.65e-16,0,1.07e-16,58.2,-2.1e-14,58.2,0,0.0,999.0,999.0,999.0,3376.8800700778465,2576.2590064967,18.721133846046854
