Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID
gaze,197.306393,0.5240970445565042,0.4873090031217575,-31.80073100743126,23.86904881726273,647.7944640853003,-30.91488590420859,-4.360297690869253,-31.79069365144939,-0.0228030386205645,0.0191836739473398,0.999555905431783,4.370521545410156,29.59382948933742,-4.089680085348986,-30.19207467570319,-0.0686891269821773,0.063356266296092,0.9956243203917056,4.378509521484375,-0.6605282074355845,-4.224988888109119,-30.991384163576292,-0.0457460828013709,0.041269970121715904,0.9975901129117443,4.374515533447266,2.2309731796495407,True,0.0
gaze,197.326485,0.524865547816188,0.4865813885474921,-32.81719193642584,24.41513351491637,647.1610257876723,-30.92762965603529,-4.356271605309958,-31.79205929452011,-0.0243168840332736,0.0199996700663484,0.9995042282792752,4.383608818054199,29.57766274757047,-4.086903885452497,-30.18953665258165,-0.0701958455460686,0.0642022702862269,0.9954650228703,4.394920349121094,-0.6677558308339968,-4.223288316745173,-30.991091068563588,-0.046501223795521004,0.04168547014900177,0.9975373692432659,4.381890058517456,2.2309731796495407,True,0.0
gaze,197.346465,0.5255125470033107,0.4863906931433227,-33.09888689277346,24.13062158974211,635.5930005981965,-30.93787829158916,-4.354225762660387,-31.79575154634513,-0.025469289971847,0.0199099912583342,0.9994773171595356,4.393911361694336,29.56301211249044,-4.085733789836549,-30.18610533571307,-0.0714790804033829,0.0648869906509618,0.99532930204478,4.411862850189209,-0.6743149170724513,-4.222185469912938,-30.991036859385428,-0.04715887759288565,0.04192314375088385,0.9974926826962299,4.3888890743255615,1.7285974741370551,True,0.0
gaze,197.366557,0.5257588047342638,0.4859208802667774,-33.00289353576123,24.17772268174977,627.519895000337,-30.94086675092074,-4.353581656173909,-31.79251403274635,-0.0254763284566491,0.0202279346877847,0.999470753622454,4.407797813415527,29.55576089308601,-4.081759056353297,-30.18578748193432,-0.072346525134712,0.065737612791425,0.9952108050887598,4.4304518699646,-0.6788744200336798,-4.221056691500605,-30.99056533387415,-0.04759701489358437,0.0421880512480641,0.9974547068610741,4.396448016166687,1.34334054650735,True,0.0
gaze,197.386538,0.5259302846393993,0.4854139635018145,-32.56110997672893,24.06530096585844,614.926160332534,-30.94222385475703,-4.354383275270041,-31.79027961441484,-0.0255316017692748,0.0204427256478423,0.9994649730126526,4.420108318328857,29.55219950242011,-4.076035064559376,-30.18618137736026,-0.0728200957960686,0.0668377309326644,0.9951029853095732,4.451682090759277,-0.6821019712606361,-4.219887187183426,-30.990098366276833,-0.04791278167140184,0.04247848665650195,0.9974205613210818,4.404337453842163,1.9054560862375287,True,0.0
gaze,197.40663,0.5259874230343973,0.4850495227659829,-32.36235705443588,24.13025050573909,609.8131828123898,-30.94273321605294,-4.354774529647099,-31.78873301733312,-0.0255232999870712,0.0207048687965146,0.9994597888689116,4.434313297271729,29.55073648938428,-4.07222519042395,-30.18645290143958,-0.0729881529769866,0.0674656599121625,0.9950482974497392,4.471039772033691,-0.689196002440385,-4.217589381568706,-30.989340125438844,-0.04861471040753344,0.04304154550302648,0.9973533473705981,4.419969654083252,2.1327060237286615,True,0.0
gaze,197.42661,0.5261861843191912,0.4853020379481275,-31.18308306276438,22.89454688231226,582.9553659622047,-30.94596235184653,-4.355699337265026,-31.79001294807375,-0.0259459718619916,0.019616101115143,0.9994708675700243,4.449883937835693,29.55009192495196,-4.067281410189009,-30.18663626249534,-0.0730346791258041,0.0683853349046766,0.994982101153064,4.488312721252441,-0.69378635428336,-4.215569907237864,-30.988845451785572,-0.04906150254837879,0.04342149506975092,0.9973017191279494,4.435936403274536,1.488700132194153,True,0.0
gaze,197.446702,0.5263153906218757,0.4850534789256417,-30.24630856647313,22.26244546234584,562.589570569497,-30.9480439373931,-4.35154746101845,-31.79242302633327,-0.0260868198153821,0.0192630621893561,0.9994740678311812,4.468252182006836,29.54937744595123,-4.06119444284424,-30.18667973905324,-0.0731327908483213,0.0696104317468756,0.994889934965044,4.50691032409668,-0.6961663855176748,-4.21284814237444,-30.988570040118407,-0.049288626577226144,0.04382914627244448,0.9972574574871403,4.452875232696533,1.3280541411876172,True,0.0
gaze,197.466683,0.5264043673255734,0.4844637733314142,-30.11574984262794,22.48347196001245,558.25370068197,-30.94940338073171,-4.345623812718024,-31.79476110068381,-0.0262143172006747,0.0197810183595489,0.9994606149750784,4.485433101654053,29.54868788489921,-4.056619115520778,-30.1866845821507,-0.0732852947409224,0.0704720466927812,0.9948180518113182,4.525445461273193,-0.6977273493174518,-4.209538363945599,-30.98888445693379,-0.04945630241224974,0.04425789802975652,0.9972171682946588,4.470138120651245,1.2196009505327106,True,0.0
gaze,197.486774,0.5264159559008678,0.4842134268850076,-29.28468303832126,22.01559938300004,542.6206285836704,-30.94964534002398,-4.342320314272037,-31.79741242125475,-0.0260522205543913,0.0195492645882543,0.999469413267982,4.505897998809814,29.54905117819169,-4.051066728656734,-30.18676126775532,-0.0732666786366044,0.0715171419346439,0.9947448377403426,4.543397426605225,-0.6987843302669887,-4.2058352342555345,-30.989655726657286,-0.04955302257481497,0.04463649302399567,0.9971817975632685,4.487888622283935,1.0787117314300445,True,0.0
