Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID
gaze,266.892344,0.4137757840806258,0.4781914897846411,107.5750791184048,26.58655299417886,583.2152228547599,-28.66654518163607,-4.269480876241288,-31.90823640190136,0.2026609863917461,0.0277012487068474,0.978857070983709,4.930183887481689,31.76981790379591,-4.105914762562778,-30.75456346339234,0.1360691224241581,0.0711910401968216,0.9881381632739494,4.729599475860596,1.55163636107992,-4.1876978194020325,-31.33139993264685,0.1693650544079521,0.0494461444518345,0.9834976171288292,4.829891681671143,94.02322066727751,False,-1.0
gaze,266.912325,0.4323784977851074,0.4737419439019522,85.11082960980411,30.0676572349463,586.7057666863805,-29.19701316987966,-4.338739445255045,-31.86555069986196,0.1383094832658822,0.0272796414979234,0.990013286778753,4.92394495010376,31.49945203084915,-4.050004665087929,-30.77391436787805,0.1304106447417164,0.0823790012348932,0.9880317625934864,4.745748996734619,1.351427895782332,-4.1910349372867595,-31.325566233258428,0.1518625592058757,0.052137732909121395,0.9862600709074745,4.832369327545166,94.02322066727751,False,-1.0
gaze,266.932417,0.4966149289479914,0.4785430223500716,5.373396462356524,27.70055600714684,592.4547385858216,-30.31234626455765,-4.409948778864496,-31.91592196957836,0.0055888520618787,0.0197108047692471,0.9997901024254936,4.850893020629883,30.37001506093432,-4.071443185629656,-30.64094792788389,0.0115168896031961,0.082519985785651,0.9965228613533178,4.807213306427002,0.9105633965843332,-4.207588618940199,-31.30985580508266,0.1040926630814296,0.05179695369856394,0.990225541234785,4.831263939539592,152.27206033403849,False,-1.0
gaze,266.952398,0.5670569097543247,0.4788225884842247,-82.19164245951744,28.03959927984728,587.11563683239,-31.61993086751652,-4.320193873875183,-32.31092183608879,-0.1312876770436411,0.027977062329912,0.9909494587716736,4.828088283538818,28.9956447180061,-3.934954210962789,-30.6932419800762,-0.127574285052715,0.0749768093512496,0.98899104134102,4.906130313873291,0.35488677874944763,-4.187584974809895,-31.35791233083262,0.04571175204902768,0.051716949234068166,0.9901617184401754,4.840225279331207,171.2449184096682,False,-1.0
gaze,266.972491,0.6358535077799635,0.4687513598048479,-163.5709004961803,34.87540846405182,570.6904030906383,-32.86989749631095,-4.167279760326227,-32.82731130989256,-0.2613239995430927,0.0492846752369947,0.9639921099519362,4.981235027313232,27.67556067543218,-3.978393232645187,-30.74849350271496,-0.25388660945752,0.0753726135368988,0.9642927764256986,5.021849155426025,-0.23552425908831864,-4.164635279145058,-31.443910345926845,-0.014951659260839134,0.05383928826464388,0.9849578633899038,4.872488641738892,244.39944418452296,False,-1.0
gaze,266.99247,0.7008519860511524,0.4926265299044542,-233.6534445179106,18.49739780406206,548.3343699917641,-33.91909210483865,-4.331301397208681,-33.25620451211854,-0.3685722633708005,0.014636133055944,0.9294838730623,4.94804048538208,26.50950424516765,-4.106442529379377,-30.94475530621312,-0.3673986479903677,0.0580692893096621,0.9282489919703228,5.042023658752441,-1.2868103172714023,-4.170870107923458,-31.597726341230647,-0.12242176127854638,0.05122060161083759,0.9740316264674002,4.905516719818115,334.27080145693634,False,-1.0
gaze,267.012561,0.7669815042867771,0.4936712625374836,-295.8724829211299,17.50546460711867,519.774776405344,-34.83352439016276,-4.401579462708637,-33.77641699310917,-0.4683669386318746,0.0146840128704541,0.883412016310977,4.893047332763672,25.49787200911317,-4.144898071998085,-31.29328807652129,-0.4636592161576325,0.0550206456686725,0.88430360161106,5.138540267944336,-2.45061944147331,-4.186643450359832,-31.840750341419685,-0.24249638955825695,0.04722520319146859,0.95299868332238,4.9417060852050785,334.9906195702133,False,-1.0
gaze,267.032543,0.8073401756710439,0.48940525618990516,-327.27951805662417,19.702330058702156,500.6384940017818,-35.36931849285395,-4.4362020709237875,-34.07909227745451,-0.524856977310397,0.017057961777606878,0.8484028724241475,4.878694225001359,25.07809760667625,-4.109715366411949,-31.52844712521663,-0.5061609693500946,0.05967706183093457,0.8589260811144377,5.106074288094078,-3.485508409728747,-4.19309599764399,-32.14581729194058,-0.34730875839081354,0.04467562649683292,0.9241002822983575,4.974372303808933,292.35781572680673,False,-1.0
gaze,267.052635,0.8479210197034355,0.4851157656716478,-358.8594474903318,21.91128915455617,481.3968672350123,-35.90806211768157,-4.471015275020525,-34.38343377545699,-0.5816579910794121,0.0194449791653891,0.8132010047944606,4.864262104034424,24.65601236526952,-4.074338981633704,-31.76490071376641,-0.5488966927584443,0.0643591113521269,0.8334088585231182,5.073429584503174,-4.34828477001891,-4.222116614825616,-32.46023435924642,-0.43447803056496365,0.04276064838046837,0.8907672186188458,4.994719612921482,237.48608630813484,False,-1.0
gaze,267.072616,0.8623569655052646,0.4817445819816357,-368.7838502882319,23.66703580362669,474.5625458379678,-36.01748952264008,-4.488821025776758,-34.40920431357343,-0.5913509813049072,0.0270797688481591,0.8059594921761601,4.869457244873047,24.38973516960291,-4.094843476044224,-31.88899767528365,-0.5703663900499121,0.0624050511327392,0.8190163555720678,5.015249729156494,-4.991626523234751,-4.265915765710572,-32.73247407687138,-0.49912870680038424,0.03924340150116884,0.8604363147559052,4.982881892050511,171.7923330181769,False,-1.0
