,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,CoG position/Yaw.1,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_0,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,hazard_3_x,hazard_3_y,gaze_intersects_hazard,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous
0,189.196395,11.0115,0.0255536,5302.33,7.23682,0.000677042,-0.581528,-179.612,1006.12,0.000197818,-0.581415,-175.979,0.0456876,0.000677042,2.82071,0.00151685,-0.00373673,3.62183,0.00314793,11.011,0.0159825,3.62204,-179.612,1.60425,0.0321411,0.0,0.467255,2.043,0.0,-1.0,0.165103,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979997,3.85862,5282.15,0.719776,0.0,0.0,0.0,0.0,26.289,-0.347323,26.289,0.0,30.2705,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,25.70047236671713,gaze,0.484261379672059,0.4146375497536113,46.13147362227084,157.450447251644,1280.991429913758,31.02353055465064,-9.56964075765436,-28.66024066893641,0.0165489243169425,0.1361084274226932,0.9905557173064388,5.551526546478271,-30.97527976937435,-9.68047604981764,-28.68862222867675,0.0532077455394953,0.1167902135916097,0.991730296917378,5.645016670227051,0.0241253926381457,-9.625058403736,-28.67443144880658,0.0348783349282189,0.1264493205071514,0.9911430071119084,5.598271608352661,81.01412698728801,False,-1.0,imu,-0.125612088,-9.896438076,1.6341534496,10.97621135,2.93791562,-3.39170526,81.78822919999999,-49.10349240000001,116.6947432,5282.15,0.719776,False,-0.9991203378546546,0.04193507464165104,5303.8265796935175,7.746966274072647,-179.612
1,189.2,11.0115,0.0255536,5302.33,7.23682,0.000677042,-0.581528,-179.612,1006.12,0.000197818,-0.581415,-175.979,0.0456876,0.000677042,2.82071,0.00151685,-0.00373673,3.62183,0.00314793,11.011,0.0159825,3.62204,-179.612,1.60425,0.0321411,0.0,0.467255,2.043,0.0,-1.0,0.165103,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979997,3.85862,5282.15,0.719776,0.0,0.0,0.0,0.0,26.289,-0.347323,26.289,0.0,30.2705,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,25.70047236671713,gaze,0.484261379672059,0.4146375497536113,46.13147362227084,157.450447251644,1280.991429913758,31.02353055465064,-9.56964075765436,-28.66024066893641,0.0165489243169425,0.1361084274226932,0.9905557173064388,5.551526546478271,-30.97527976937435,-9.68047604981764,-28.68862222867675,0.0532077455394953,0.1167902135916097,0.991730296917378,5.645016670227051,0.0241253926381457,-9.625058403736,-28.67443144880658,0.0348783349282189,0.1264493205071514,0.9911430071119084,5.598271608352661,81.01412698728801,False,-1.0,imu,0.2305689666166468,-9.868726545167682,1.4418072857089317,11.981880443661485,5.595835979254449,-3.586301519031675,81.78822919999999,-49.10349240000001,116.6947432,5282.15,0.719776,False,-0.9991203378546546,0.04193507464165104,5303.8265796935175,7.746966274072647,-179.612
2,189.204856,10.15869789228566,0.0016763860658552,5302.360115186939,7.235455979355986,-0.0032046495526986,-0.5731004733335471,-179.58516014266962,1008.2570536964814,-0.0001053513518325,-0.5729939707160516,-176.04251146597326,-0.0170227633372093,-0.0032046495526986,10.791702088564762,-0.0231457917289436,-0.0035494332341154,3.3796179449360952,-0.0002429450626021,10.153088977873155,-0.0073975352177207,3.379525495870474,-179.5883489956076,1.563837263026557,-0.0113615884754796,0.0,0.5077192540590052,0.9480693818285644,-28.38533094121989,-1.721521621337654,0.1659096161703528,0.0,0.0,1779.949999999997,-3.3036900000000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000088,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799974911896838,3.746727230419793,5282.16997491342,0.7636662483525225,0.0,-3.5450436036867314e-18,0.0,3.4819446987524894e-19,26.30548044879804,-0.3371577493414585,26.30548044879804,0.0,29.59949372978902,0.0,0.0,4476.300000000024,27.636800000000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000048,999.0000000000048,3.0000000000000013,25.725991521504632,gaze,0.484261379672059,0.4146375497536113,46.13147362227084,157.450447251644,1280.991429913758,31.02353055465064,-9.56964075765436,-28.66024066893641,0.0165489243169425,0.1361084274226932,0.9905557173064388,5.551526546478271,-30.97527976937435,-9.68047604981764,-28.68862222867675,0.0532077455394953,0.1167902135916097,0.991730296917378,5.645016670227051,0.0241253926381457,-9.625058403736,-28.67443144880658,0.0348783349282189,0.1264493205071514,0.9911430071119084,5.598271608352661,81.01412698728801,False,-1.0,imu,-0.107667504,-9.9030177568,1.61501256,11.00611899,3.80523718,-3.1225365,81.78822919999999,-49.10349240000001,116.6947432,5282.16997491342,0.7636662483525225,False,-0.9991005840029339,0.042403101832255104,5303.85645574136,7.746303261029956,-179.58516014266962
3,189.209213,10.196155249115783,0.0011337371016198,5302.354658134556,7.235462696417812,-0.0031685609208687,-0.5730279324184181,-179.58662459795647,1010.427368541616,-0.0001042713290192,-0.5729212221571933,-176.11312419019674,-0.0167267686967075,-0.0031685609208687,10.199021501667762,-0.0226879304928941,-0.0035561392063832,3.3958614488220213,-0.0002725800989539,10.190828916542584,-0.0075185081250982,3.3957805121823843,-179.589098640143,1.3949183819640851,-0.0115054369125675,0.0,0.5084710376347088,0.8905057036015572,-23.99072892342181,-1.6777801361647433,0.1659204777535302,0.0,0.0,1779.949999999997,-3.3036900000000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000086,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799974731158144,3.759073103120235,5282.193587892897,0.7394171426043582,0.0,-3.3591928839139226e-18,0.0,3.4019434154261744e-19,26.3208474704785,-0.3382695327448904,26.3208474704785,0.0,29.67196774854955,0.0,0.0,4476.300000000024,27.63680000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000048,999.0000000000048,3.0000000000000018,25.720681745236995,gaze,0.484261379672059,0.4146375497536113,46.13147362227084,157.450447251644,1280.991429913758,31.02353055465064,-9.56964075765436,-28.66024066893641,0.0165489243169425,0.1361084274226932,0.9905557173064388,5.551526546478271,-30.97527976937435,-9.68047604981764,-28.68862222867675,0.0532077455394953,0.1167902135916097,0.991730296917378,5.645016670227051,0.0241253926381457,-9.625058403736,-28.67443144880658,0.0348783349282189,0.1264493205071514,0.9911430071119084,5.598271608352661,81.01412698728801,False,-1.0,imu,0.2223157502187041,-9.86671330034375,1.4446303505628353,11.333326178427912,5.548285070128154,-3.591193612335733,81.78822919999999,-49.10349240000001,116.6947432,5282.193587892897,0.7394171426043582,False,-0.999101667481483,0.04237756524058634,5303.851011745524,7.746271732109007,-179.5866245979565
4,189.213317,10.23120966188993,0.0006281813138186,5302.349523247071,7.235468633207242,-0.0031349344718712,-0.5729606420838378,-179.58797070907468,1012.4664075491556,-0.0001032560381299,-0.572853740512144,-176.17679519177656,-0.0164683472734636,-0.0031349344718712,7.061724796454803,-0.0222616781873766,-0.0035623154861635,3.4110444328647755,-0.0003007852862609,10.226142942100264,-0.0076310116859168,3.4109741718781077,-179.5897967488045,1.2575353049722655,-0.0116448942735714,0.0,0.5091919408647936,0.8366641104186263,-12.56684526814344,-1.6376331849551145,0.1659309979967959,0.0,0.0,1779.949999999997,-3.3036900000000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000086,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799974563216064,3.770572324878599,5282.21589638032,0.7166520159236307,0.0,-3.1875442943146513e-18,0.0,3.327319630704693e-19,26.335322238143625,-0.3393050744989453,26.335322238143625,0.0,29.739233701911687,0.0,0.0,4476.300000000023,27.636800000000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000048,999.0000000000048,3.0000000000000013,25.715683656208025,gaze,0.4198764902744561,0.3430893525400713,79.62823010088455,150.37083884817903,1232.3766367042158,32.442449397470945,-8.903418711102068,-28.808241226913147,0.1574149660706364,0.21853896530261,0.9811341373539952,5.429558205840979,-29.660266773606157,-8.94843896656286,-28.659544748246866,0.1703135667647873,0.1823066305610036,0.9844377699627304,5.704468888637009,0.906771083759395,-8.97244411463265,-28.75465431635389,0.1471329655621107,0.1913692757585453,0.9841033271973528,5.5673296293188494,73.74492671346935,False,-0.8775426084286019,imu,-0.0616097384,-9.9101955904,1.5958716704,10.88648843,4.762281659999999,-2.85336774,81.78822919999999,-49.10349240000001,116.6947432,5282.21589638032,0.7166520159236307,False,-0.9851748812905696,0.1715530625611567,5303.84588885861,7.746242513319322,-179.58797070907468
5,189.216,10.9953,0.0516089,5302.31,7.23669,0.000681968,-0.580094,-179.612,1013.9,-6.99401e-05,-0.579982,-175.892,0.0455322,0.000681968,4.86995,0.00077214,-0.00372716,3.64985,0.00321333,10.9947,0.0419282,3.65006,-179.612,1.03301,0.0322331,0.0,0.490293,2.016,-6.0,-1.0,0.165224,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979997,3.88563,5282.24,0.64118,0.0,0.0,0.0,0.0,26.3443,-0.349609,26.3443,0.0,30.4187,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,25.680471946132823,gaze,0.4200306368048866,0.3442293272900277,92.84439766238008,145.08411302732225,1193.4926783816672,32.43711312377507,-8.915859373392474,-28.80823669250011,0.1568795926894991,0.2172987468136482,0.98111551419172,5.428838549860366,-29.661616806521387,-8.961008174719883,-28.660121714252103,0.1701846017469317,0.1811945163010374,0.984341274230176,5.703733199419263,0.9112486328351334,-8.984126854350805,-28.754451017380735,0.1469789987612351,0.1903431157937272,0.9840442369146865,5.566779959084422,73.70126612020688,False,-0.904004742729734,imu,0.2163888598200138,-9.86525428962898,1.4466191310067191,10.874681316176016,5.501861231701162,-3.5945328481952363,81.78822919999999,-49.10349240000001,116.6947432,5282.24,0.64118,False,-0.9853013507145841,0.17082519802422677,5303.806579693518,7.746836274072647,-179.612
6,189.221778,10.302748479997678,-0.0003971497218229,5302.3389526619685,7.235479686980741,-0.0030667258897398,-0.5728252745129128,-179.59064607081274,1016.6548098736176,-0.0001011690664793,-0.5727179914005076,-176.29968053839875,-0.0159972962531508,-0.0030667258897398,1.134450520359081,-0.0213981321031372,-0.003574626464113,3.441992937652323,-0.0003598189507356,10.29819728777997,-0.0078585761165812,3.441944176824987,-179.5912118295502,1.030900547927588,-0.0119444662332863,0.0,0.5107167782864624,0.7268165405575863,0.7433625412861005,-1.558031922517949,0.1659535689254745,0.0,0.0,1779.9499999999964,-3.3036900000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.090000000008,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799974223972008,3.793884147145939,5282.2620917786,0.6699503910897541,0.0,-2.843967781175789e-18,0.0,3.1756920613520514e-19,26.3651643167549,-0.3414043844948142,26.3651643167549,0.0,29.87486905315144,0.0,0.0,4476.30000000002,27.63680000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000044,999.0000000000044,3.0000000000000018,25.7053892663819,gaze,0.4203668329051295,0.3466495237939834,106.98796278533302,133.5209995083972,1104.750224445016,32.425593775021774,-8.942247874590521,-28.808222121050008,0.1557247016966308,0.2146654761248159,0.9810759432984394,5.427319871113076,-29.66467553107093,-8.987673216338592,-28.661381134473334,0.1698932932563656,0.1788349873880773,0.9841365324714564,5.702161071649329,0.9206244138907128,-9.008913358713109,-28.754033276203145,0.1466370674228083,0.1881649649932059,0.9839185646080592,5.5656104568082725,78.21471000075387,False,-0.9526768732399444,imu,-0.011963056,-9.911990048800002,1.5647677248,10.53507366,5.592218669999999,-2.84589083,81.78822919999999,-49.10349240000001,116.6947432,5282.2620917786,0.6699503910897541,False,-0.9853565313046644,0.1705066163386042,5303.835342121885,7.746183695433172,-179.59064607081274
7,189.229306,10.365527267185598,-0.0012904257562282,5302.329564922137,7.235488191312775,-0.0030072967880005,-0.5727088823405534,-179.59291620534583,1020.3649058000096,-9.931927584823808e-05,-0.5726012740457842,-176.39993696247095,-0.0156471463286628,-0.0030072967880005,-0.1376535920384461,-0.020646872235702,-0.0035851113516608,3.4691361519380304,-0.0004133358037139,10.361412956653387,-0.0080561501767328,3.469105951770178,-179.5924439518381,0.8813380860816126,-0.0122245645386257,0.0,0.5121164663964197,0.6303798499807347,-3.828524395012726,-1.490713354508297,0.1659746439906261,0.0,0.0,1779.9499999999975,-3.3036900000000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000086,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799973929982868,3.8141799193350368,5282.303421994669,0.6286608454940031,0.0,-2.549756764256164e-18,0.0,3.043270602944562e-19,26.391715932892847,-0.3432320953958784,26.391715932892847,0.0,29.99212549161824,0.0,0.0,4476.300000000023,27.636800000000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000048,999.0000000000048,3.000000000000002,25.69624074087624,gaze,0.4486132211101991,0.4161593819855349,111.8964585230194,120.6498111316516,1001.723305910386,31.68437938510468,-9.511220303305446,-28.86890626385427,0.0876198210334811,0.138911870449454,0.9864209340896488,5.473601818084717,-30.19336020577741,-9.61252763448308,-28.79616167245463,0.1249990905152948,0.1103936962894722,0.9859961760523706,5.64669942855835,0.3848174911508906,-9.593466186315132,-28.753482708480515,0.0705938953513034,0.1255510519383072,0.988675781091459,5.579211115837097,81.01412698728801,False,-1.0,imu,0.2051397068730464,-9.862452460581736,1.4502987655010502,10.02099371413762,5.385553374350363,-3.60044642592323,81.78822919999999,-49.10349240000001,116.6947432,5282.303421994669,0.6286608454940031,False,-0.9934535838511562,0.1142364947523052,5303.825974615647,7.746132910435629,-179.5929162053458
8,189.230239,10.3732483805387,-0.0013999012061327,5302.328402527116,7.235489158714988,-0.0030000134344179,-0.5726947357985642,-179.59319048602538,1020.823700248827,-9.909048175041678e-05,-0.5725870881225635,-176.4117890735543,-0.0156082215036283,-0.0030000134344179,-0.0806603611415902,-0.0205548718550782,-0.0035863806178403,3.472474878773145,-0.0004200331812459,10.36918681409648,-0.0080803191337859,3.4724469421031783,-179.59259491723785,0.8656154280456541,-0.0122601633209394,0.0,0.5122927216253805,0.6185123460646247,-4.745009973593448,-1.482595502943542,0.1659773208064359,0.0,0.0,1779.949999999997,-3.303690000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0900000000083,-0.0966621000000003,0.1237360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799973894057312,3.8166662384788337,5282.308559290266,0.6235607062220176,0.0,-2.5140357435136653e-18,0.0,3.0270201671019266e-19,26.39500668445989,-0.3434559982651523,26.39500668445989,0.0,30.006434768908893,0.0,0.0,4476.300000000021,27.63680000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0000000000048,999.0000000000048,3.0000000000000013,25.69510756998319,gaze,0.4208693934776084,0.3501085733738181,112.1640129106155,119.32759737847356,990.8630827261032,32.40866035432067,-8.97990590893327,-28.808189076113933,0.1540289832485326,0.2109012596154496,0.9810193071251144,5.425171705256783,-29.669522310704192,-9.02573551908612,-28.663266185568947,0.1694337354493023,0.1754663933341826,0.9838442090186732,5.6998886875197385,0.9337022943254716,-9.044299137473,-28.753470364694703,0.14611120614241,0.1850528926182106,0.9837384048124732,5.563932538053778,80.82646234778818,False,-1.0048072233089846,imu,0.0406743904,-9.9167752712,1.5384490016,10.16870507,6.11560237,-2.81598319,81.78822919999999,-49.10349240000001,116.6947432,5282.308559290266,0.6235607062220176,False,-0.9855407045986756,0.16943883728102718,5303.824814665117,7.746126714367752,-179.5931904860254
9,189.232,11.0393,0.00393268,5302.3,7.23657,0.000670495,-0.578665,-179.611,1021.67,-0.000580408,-0.578553,-176.712,0.0449599,0.000670495,-0.0986349,-0.000576966,-0.00371687,3.67779,0.00321671,11.0387,-0.00572303,3.678,-179.611,1.9708,0.0322324,0.0,0.493584,1.944,-6.0,-1.0,0.165346,0.0,0.0,1779.95,-3.30369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.09,-0.0966621,0.123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979997,3.91262,5282.32,0.562665,0.0,0.0,0.0,0.0,26.3999,-0.351938,26.3999,0.0,30.5658,0.0,0.0,4476.3,27.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,3.0,25.670471402467538,gaze,0.4209754990926388,0.3508159310928813,112.65810272913367,117.01321862696888,971.6739221261904,32.40512658157986,-8.987598089107241,-28.80818046850401,0.1536753990199346,0.210131400534522,0.9810077136539936,5.424735770148302,-29.67058528893905,-9.033511742896684,-28.66366451106888,0.1693332254944037,0.174778099651835,0.9837844765578466,5.699420128057877,0.9363277364465136,-9.051529266237536,-28.7533604040477,0.1459980503224606,0.1844166483836353,0.9837014815210344,5.56358842050501,79.74663551150759,False,-1.0129824632257138,imu,0.2029211166642835,-9.86189453862084,1.4510089410245943,9.855288117928517,5.358260727097007,-3.601543960640313,81.78822919999999,-49.10349240000001,116.6947432,5282.32,0.562665,False,-0.9856303757754167,0.16891643599369144,5303.796570789558,7.746742394238117,-179.61099999999996
