Type,Timestamp,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter
gaze,92.566285,0.502862349977081,0.5388131773028857,-5.860178770330997,-30.28226110673476,1229.641593134098,27.97557510352815,-8.539316104356649,-23.45868779902392,0.01490528549402525,-0.01817596588351083,0.9997236951920981,4.465322494506836,-27.31712092080631,-6.622531273823142,-24.23837874950899,-0.02477707831349579,-0.01803153201203423,0.9995303698455321,4.388579368591309
gaze,92.586378,0.48696164446378,0.5312607077708632,226.8477837155625,-125.8991446175999,7871.49829912192,28.09595237932517,-8.556944087710118,-23.46936149992838,0.02617954940101324,-0.01649556233165245,0.9995211491591975,4.465754508972168,-27.21216150549751,-6.956461419228503,-23.94490811611591,0.03114232640099457,-0.01341671493462957,0.9994249082680985,4.32512378692627
gaze,92.606357,0.4734942161631859,0.5293171861004775,83.19775737009039,-20.29029814916488,1453.76348116494,28.33784923066773,-8.560611377481957,-23.51764723066425,0.04810137199888254,-0.01739116153506663,0.9986910460759557,4.403103828430176,-27.00749047112686,-6.990793754800697,-23.89424943296225,0.06341656979754562,0.0004577647792310888,0.9979870385563733,4.377017021179199
gaze,92.626449,0.4478509202123687,0.5239836463684657,107.9385737753138,-7.901984781067768,968.8215045638328,28.72514741469973,-8.512118739871074,-23.65530739116637,0.09268633787257599,-0.01356000275767217,0.9956030178223562,4.465257167816162,-26.5892857086173,-7.019203320836411,-23.84018621361832,0.1212888634561735,0.01320513050632632,0.9925294132315781,4.506566524505615
gaze,92.64643,0.4371694875479682,0.5210171006870611,107.2654619342607,-3.88919255081869,800.3051333804879,28.91004917349722,-8.493888203577598,-23.71546748140722,0.1128787607425468,-0.01136548794653335,0.9935437640370776,4.488646984100342,-26.40152106433176,-7.045863540192209,-23.81427473023591,0.1421164558368909,0.02056723153709882,0.9896362472986024,4.514766693115234
gaze,92.666521,0.4309234936279043,0.5211687477315979,117.552631738416,-4.127072226106609,798.4058647464062,29.04243916431916,-8.496905417266705,-23.74242954987821,0.1265035687360643,-0.01143613152673178,0.9919002278418648,4.501902103424072,-26.2769295565901,-7.087948896023026,-23.79633099539242,0.1531209940365437,0.02011482195035656,0.9880027100788572,4.479922771453857
gaze,92.686502,0.4262557325167254,0.5211471992504831,108.3925399027241,-3.615987649010677,689.9203336401267,29.12944715119495,-8.505658553385448,-23.75488258685387,0.1337779214285514,-0.01219940473919901,0.9909362453065615,4.511094570159912,-26.19218788616661,-7.126466718384576,-23.76920691726939,0.1623092843840329,0.02363282652362288,0.9864568848729516,4.50295352935791
gaze,92.706595,0.4210005477853785,0.5221012529936532,106.7288520081115,-4.113670652502245,634.4904032109316,29.19097491888963,-8.506797731965165,-23.78586300110722,0.139792980425315,-0.01437656037523988,0.9900763794453358,4.518687725067139,-26.10092157528338,-7.124040333740759,-23.77014515898219,0.175430433731251,0.02522021132430084,0.9841687374945534,4.567384719848633
gaze,92.726575,0.4168809863422964,0.5235388077292904,102.8663169633434,-4.812327591315622,581.4777083589554,29.24739720038156,-8.506105586469147,-23.82290922370153,0.1457676352695533,-0.01670227039687399,0.9891778559346708,4.528561115264893,-26.01682280467496,-7.122491794312132,-23.77983934313088,0.1837854497563932,0.02616498404683525,0.9826180855590179,4.605722904205322
gaze,92.746666,0.4108420142887731,0.5258806547849585,119.0875143483426,-7.02241830108265,627.9398499719337,29.30757215421972,-8.502024632081065,-23.86298833476372,0.1530812063721534,-0.01865637673681381,0.9880374911220223,4.53371000289917,-25.92762134715065,-6.939152583976866,-23.99110425127964,0.2008747177926238,0.02047094447101802,0.9794030264320193,4.67365550994873
