,Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/3,ExportChannel/4,distance_to_inter_0,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z,combined_gaze_car_x,combined_gaze_car_y,driver_position_x,driver_position_y,yaw_continuous
0,87.410094,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.7606257751102792,0.302729643897965,-267.6212951910426,127.0910372390914,477.3975936211553,-39.29277980885596,-9.504889172649484,-22.55251593290346,-0.4268765400910206,0.212027295648052,0.8791022951966927,3.321660041809082,27.0194809977496,-7.517803824277261,-21.5319195026977,-0.473327986875142,0.2543578610273919,0.8433639163340435,3.425405025482178,-6.136649405553181,-8.511346498463373,-22.042217717800582,-0.4501022634830813,0.2331925783377219,0.8612331057653682,3.37353253364563,5.146277701257971,True,0.0,imu,-0.140565908,-9.6087265792,2.3704795464,0.0524458399999999,8.03716824,-3.95995042,87.28146919999999,-34.3327804,122.0414968,0.8853027291725979,0.46501513708647124,1209.8489691706695,-10.191476819671621,-0.118492
1,87.414379,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.7606257751102792,0.302729643897965,-267.6212951910426,127.0910372390914,477.3975936211553,-39.29277980885596,-9.504889172649484,-22.55251593290346,-0.4268765400910206,0.212027295648052,0.8791022951966927,3.321660041809082,27.0194809977496,-7.517803824277261,-21.5319195026977,-0.473327986875142,0.2543578610273919,0.8433639163340435,3.425405025482178,-6.136649405553181,-8.511346498463373,-22.042217717800582,-0.4501022634830813,0.2331925783377219,0.8612331057653682,3.37353253364563,5.146277701257971,True,0.0,imu,0.0881752901849445,-9.579208031560755,2.503400017212177,1.7857036992445068,11.246094036565763,-1.00280215363748,87.28146919999999,-34.3327804,122.0414968,0.8853027291725979,0.46501513708647124,1209.8489691706695,-10.191476819671621,-0.118492
2,87.418557,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.6107121037350256,0.3806123682586312,-289.5349370557121,135.2105457973757,551.4604735521134,-36.143072055954114,-10.23818873115566,-21.914284833864063,-0.1576038999221414,0.1350144444711072,0.9204309567702904,3.3354559870163376,30.05289269705481,-8.707741565268845,-21.523669234494854,-0.2046990833626775,0.179609361789372,0.9051008360789587,3.436864753666039,-4.091387929910853,-9.215046487129396,-21.884914179527943,-0.2732891827476515,0.162661881278665,0.8913801887786122,3.377010701942707,8.202604681475195,True,-0.5436046735644322,imu,-0.1369769912,-9.6218859408,2.362105407200001,0.31413769,7.51378454,-3.95995042,87.28146919999999,-34.3327804,122.0414968,0.9804645889434099,0.19669567821391115,1209.8489691706695,-10.191476819671621,-0.118492
3,87.427021,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.6068931008912675,0.3800688928371979,-286.6860561991049,134.086563305451,539.9325950450589,-36.07148549011436,-10.21865264449984,-21.88660080166156,-0.1513915016928593,0.1361958420907364,0.9224884259144552,3.338129339505623,30.129470371534868,-8.672298488272446,-21.508442943665763,-0.1976621817101917,0.1796833013611887,0.9075796800213984,3.431733427976539,-3.990913752946205,-9.198774789959712,-21.859723322550664,-0.2643044919695483,0.1637590416853709,0.8941531313672021,3.37645921274246,8.08156973143143,True,-0.4800792253844642,imu,-0.1070693512,-9.6159044128,2.3734703104,0.44124516,6.93806247,-3.71321239,87.28146919999999,-34.3327804,122.0414968,0.9819026724771959,0.1893862238446617,1209.8489691706695,-10.191476819671621,-0.118492
4,87.43436,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.7576651520944726,0.3053250842837812,-273.7697504420108,129.9252434605634,494.157203301893,-39.2916816637977,-9.49435276645541,-22.54988516330392,-0.4248551234500911,0.2102503676897619,0.8805071873440488,3.331893444061279,27.06361213514814,-7.510766908272827,-21.52318696798237,-0.4691567970641906,0.251681203959131,0.8464918613561221,3.414008378982544,-6.125342084938981,-8.506953167913746,-22.039376891721865,-0.448554111870111,0.2320791820810842,0.8623663150577268,3.3732417225837708,5.146277701257971,True,0.0,imu,0.059484233517295,-9.58609724044826,2.4815663976414424,1.9233667867835167,8.300939629787042,-1.0688373500878503,87.28146919999999,-34.3327804,122.0414968,0.887110399129159,0.46155729845481147,1209.8489691706695,-10.191476819671621,-0.118492
5,87.435484,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.6031477012532992,0.379607807095182,-272.265118532435,129.44122454099346,489.21651031455735,-36.00117287587842,-10.200228227743466,-21.85939341885364,-0.1452889436673075,0.1372757812839529,0.9245072443229216,3.340752639222862,30.20455180498506,-8.638540165452858,-21.4934972808358,-0.1907751348190371,0.1796843591533737,0.9100134978125112,3.426697336399409,-3.8922596024522735,-9.183533808671232,-21.834970433030836,-0.2554887623458509,0.1647547740204055,0.8968762273166,3.3759097299223058,4.625846341875413,True,-0.4302138943374464,imu,-0.0759654056,-9.627269316,2.3698813936,0.5982602699999999,6.32495585,-3.60853565,87.28146919999999,-34.3327804,122.0414968,0.9832569730042473,0.18222438102110528,1209.8489691706695,-10.191476819671621,-0.118492
6,87.443948,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.5994741688131048,0.3792274383434461,-269.96912576643126,129.417487209859,479.52622834490006,-35.93210372623269,-10.182891525972387,-21.832650889485823,-0.1392935982261687,0.1382563764679999,0.926488337248001,3.3433274810524862,30.27817233709914,-8.60642800618058,-21.47882532004635,-0.1840344779023015,0.17961397784156,0.9124033751807096,3.4217544863055465,-3.7953818074782335,-9.169301911603084,-21.810644659222863,-0.2468379820130255,0.1656511692862655,0.899550682398701,3.3753625213058904,2.327997481709259,True,-0.3928153805330852,imu,-0.0675912664,-9.631456385600002,2.3788536856,0.6132140899999999,5.48754193,-3.58610492,87.28146919999999,-34.3327804,122.0414968,0.9845314947050575,0.17520769370614256,1209.8489691706695,-10.191476819671621,-0.118492
7,87.452411,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.5958725266660393,0.3789263270046402,-275.9788969644843,131.3864000665782,498.1063241967173,-35.864280583530444,-10.16662721251763,-21.806374204055206,-0.1334057044062333,0.1391392383505903,0.9284316815820124,3.345854221949994,30.35033204312573,-8.575939281527727,-21.464427159051898,-0.1774399798905442,0.1794736031374811,0.9147492544369968,3.416905246798079,-3.7002830421860646,-9.156064591235443,-21.78674678241985,-0.2383522799629363,0.1664498546569897,0.9021764230166026,3.374818108303673,4.070891339405255,True,-0.3667612099012725,imu,-0.0699838776,-9.6577751088,2.386629672,0.58330645,4.62769728,-3.48142818,87.28146919999999,-34.3327804,122.0414968,0.9857295149565191,0.1683369339853429,1209.8489691706695,-10.191476819671621,-0.118492
8,87.454453,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.7564889295591293,0.3066218817615731,-276.706090181768,131.1211416127366,501.8280784629387,-39.28932091312451,-9.483483494000197,-22.54808794928492,-0.4233843423888177,0.2093729705895101,0.881424221250195,3.333680629730225,27.08777398875931,-7.489772667415751,-21.53731421957313,-0.4682120968055969,0.2501969131118371,0.8474543864269123,3.413971424102783,-6.117152544020189,-8.500178138845156,-22.040484955957584,-0.4476354811124765,0.231314435337614,0.8630573113180023,3.3734364906946817,5.262114401827649,True,0.0,imu,0.0317654765907754,-9.592799558278752,2.460234600267817,2.053538786401756,4.938271699680524,-1.1349422590808411,87.28146919999999,-34.3327804,122.0414968,0.8878233394833128,0.4601844389684403,1209.8489691706695,-10.191476819671621,-0.118492
9,87.460875,0.420125,0.0119976,1211.35,-9.69458,0.000404636,-0.550977,-0.118492,17024.6,-5.27448e-05,-0.550877,0.553424,0.0866861,0.000404636,0.733633,0.0437995,-0.00334164,61.2857,0.00130139,0.420124,0.0119886,61.2886,-0.118492,0.71809,0.0502246,0.0,0.29612,0.234,0.0,-1.0,0.39449,1.64995,1.63701e-05,1325.68,-1.80935,0.0,3.1641e-20,0.0,2.45795e-24,1.88812,-1.35774e-06,1.88812,0.0,0.00176983,0.0,0.0,1890.67,-8.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.71,-61.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015.21,12.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,2.0,88.18971457452636,gaze,0.5923410843788921,0.3787028661890673,-277.226925375671,130.17167927085117,504.8201619037006,-35.79767372887609,-10.1514121912778,-21.78055185996259,-0.1276227005503747,0.1399264018463667,0.9303381786009042,3.3483344151987264,30.42106532851314,-8.547036754577807,-21.450296049745692,-0.1709882712525081,0.1792646181039513,0.9170521936285816,3.412147676384945,-3.60692074737081,-9.143801002056025,-21.76326622188028,-0.2300277484052713,0.1671528418081792,0.9047546243645904,3.374276748943188,11.409125818729857,True,-0.3509628606561712,imu,-0.0813487808,-9.648802816800002,2.3722740048,0.57582954,3.92486774,-3.1973056,87.28146919999999,-34.3327804,122.0414968,0.9868547898115375,0.16160947938170625,1209.8489691706695,-10.191476819671621,-0.118492
